   0       3.078480000
   1       1.889760000
   2       4.175760000
   3       6.736080000
   4       5.059680000
   5       5.760720000
   6       6.918960000
   7       4.937760000
   8       2.225040000
   9       2.103120000
  10       1.219200000
  11      -0.304800000
  12       9.265920000
  13      19.903440000
  14       1.767840000
  15       4.450080000
  16       3.444240000
  17       4.114800000
  18       3.139440000
  19       5.547360000
  20       4.084320000
  21       1.920240000
  22      10.180320000
  23       0.975360000
  24       3.901440000
  25      -0.304800000
  26       3.992880000
  27       2.407920000
  28       2.377440000
  29      10.728960000
  30      16.062960000
  31       2.377440000
  32      -0.304800000
  33       5.638800000
  34       6.522720000
  35      17.739360000
  36      12.313920000
  37       5.334000000
  38       4.968240000
  39       4.023360000
  40       1.950720000
  41       5.364480000
  42       2.560320000
  43       1.859280000
  44       4.937760000
  45       4.084320000
