[ 2  3  4  6  7  9 11 13 15 16 17 19 21 23 25 26 27 29 31 33 36 38 39 41 42
 44 45 46 48 49 51 52 54 56 57 59 61 63 64 66 67 69 71 73 75]
55,79505.85639,43203.32225,9403.20770,739.24788,2577.34785,0.0,0.0,158867.03149,218404.92124,10122.50936,5056.99750,38703.53507,0.0,0.0,52169.14305,9424.01855,98066.26049,4035.85576,1977.81347,6249.40541,787.97249,146090.04275,130800.63373,399581.06274,1511.32976,1209.16141,0.0,0.0,0.0,5932.57538,22217.06683,18391.33319,72.72117,42179.47369,182185.26313,233909.42742,63167.09288,87707.51848,16936.82852,90050.84940,338484.51716,65443.78707,110330.49831,266347.35480,65012.58082,8044.78305
55,527.07878,537.02490,523.14264,652.53001,478.35168,585.76840,669.77800,625.70140,638.53124,592.79019,622.79485,416.52575,593.77347,479.51009,577.60461,732.60298,614.92011,457.49398,468.08930,805.17731,669.51226,695.49887,586.67141,652.52780,718.48945,640.43311,464.70231,499.79786,397.76627,716.07099,627.38935,498.92648,372.60060,683.30689,563.96513,555.37300,617.86800,631.03228,631.54779,606.57612,602.51059,519.90387,584.89159,633.52947,629.54835,404.47453
55,972.07418,984.38182,991.03203,984.36974,985.57807,986.85652,988.28486,1008.76526,1003.10499,1003.29048,1003.72707,967.70006,1006.20680,997.60813,1003.37745,1010.11273,1004.20666,1006.60115,1001.54551,1034.89217,1032.43724,1010.22293,1011.13866,1007.70981,1038.26861,1002.29208,1005.16722,983.31806,965.30537,1013.42845,1022.11682,990.54700,998.76270,992.04328,1002.56098,1003.59636,1011.26440,985.88147,982.17024,984.72910,988.83604,988.42375,1000.10379,1003.67218,992.66347,989.40960
55,1032.92453,1036.60808,1046.72964,1041.03393,1055.12848,1055.03967,1060.59170,1106.12300,1195.84161,1227.63419,1242.55420,1288.82154,1450.46210,1381.82127,1226.81363,1118.00956,1160.14710,1206.83985,1209.89989,1214.51605,1227.73409,1208.06103,1186.69912,1148.21803,1231.85523,1256.24158,1241.41867,1519.79437,1536.00236,1192.98040,1171.11928,1242.71935,1257.69714,1086.82399,1098.25169,1101.02009,1119.81899,1073.28711,1048.49398,1076.58972,1055.16684,1082.82413,1108.32817,1171.31644,1100.64369,1094.95490
55,508.78108,547.28406,671.80793,765.42874,744.92126,730.42097,736.29085,749.55588,822.53418,773.42497,566.64141,886.35878,867.55331,905.03145,705.98741,796.35056,798.26125,842.86413,892.27821,537.95307,607.53676,440.98408,505.88809,417.55915,479.40296,583.77657,774.35209,991.69461,1111.57747,588.51168,475.31481,824.20181,899.82472,782.35665,668.99869,452.30829,597.39677,764.44250,754.44089,758.30590,508.36474,770.42773,818.71356,794.84559,799.36171,788.32066
55,25113.22151,38292.51586,25235.46202,190795.57056,181986.10258,96783.23416,366850.82497,1205120.58512,30398.91541,32667.01594,33155.56789,382174.54947,9589.32653,26418.58715,11239.40164,438.70033,6185.89171,4321.88976,189718.64071,15107.42209,359.09781,43297.20612,557478.05013,754534.25971,190505.21317,237208.43151,298392.45912,475388.30061,253056.76079,7802.01821,0.0,30661.85422,0.0,537132.32447,185007.31995,0.0,79177.03368,0.0,0.0,181614.25751,0.0,0.0,186825.17028,0.0,0.0,0.0
55,684.62255,638.05413,693.47440,766.70721,747.28650,731.33123,737.29571,774.98242,894.46755,827.42339,771.40683,928.69116,870.76338,905.78553,873.44279,835.53882,861.58445,888.45648,920.13457,560.05239,643.22346,550.32765,630.42951,605.79648,512.60877,624.67323,776.37662,1009.78516,1124.18002,629.22993,542.52934,857.08295,911.45756,803.21027,729.97380,604.80790,635.43420,799.50347,760.81489,811.12042,627.02552,790.98580,883.49346,893.59074,848.45513,804.10700
55,83710.73836,122523.54905,81924.70508,635254.06800,544446.21618,322610.78053,1116031.90795,4009065.04291,69742.57084,108890.05314,110557.82481,1226242.33904,31964.42176,55302.77150,35271.17050,0.0,0.0,12943.96479,404697.69732,48164.57199,1196.99270,126044.84010,1848056.36985,2428798.85053,530008.87778,790694.77169,994641.53039,1245506.50513,68448.99345,26006.72735,0.0,97088.01026,0.0,1780275.62368,607917.05995,0.0,247111.10552,0.0,0.0,595581.77044,0.0,0.0,621872.44332,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
