      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1999 09 30 120032.84606   59677.28724    17379.04055    1173.72510     4092.55239     0.0000000e+00  0.0000000e+00  239851.42284   317721.72133   15058.62950    6869.80432     47966.21823    0.0000000e+00  0.0000000e+00  74039.84620    13694.09796    148324.14814   6213.06871     2694.13497     11847.27105    1339.03788     184868.20729   161378.85072   498886.01948   2825.30048     1680.53028     0.0000000e+00  0.0000000e+00  0.0000000e+00  7493.69110     33815.94749    27984.91059    95.43085       59934.12878    281507.10097   298248.07700   99677.36778    129002.67857   25948.74997    128074.70568   552482.01931   105845.86624   168819.79804   380565.12453   100706.63181   12499.00947    
2000 09 30 95532.11540    48393.24609    10590.98987    750.28087      3085.55392     0.0000000e+00  0.0000000e+00  192982.32220   269472.81548   11885.78822    5696.95220     46365.17213    0.0000000e+00  0.0000000e+00  60358.14142    10119.20444    107357.80202   4615.04876     2235.34269     8227.18711     879.94494      170112.55069   151698.21217   459888.52518   1940.62054     1543.57900     0.0000000e+00  0.0000000e+00  0.0000000e+00  6878.07519     27663.96009    21935.02295    85.95044       45181.72014    186498.24655   276349.68133   71808.46782    99610.41220    18696.92523    96457.77437    450398.69635   74326.24481    128002.67428   305638.25954   72664.25043    8824.59790     
2001 09 30 55966.15820    29319.23087    6193.24440     532.44257      1989.41061     0.0000000e+00  0.0000000e+00  118502.33192   148367.26386   6966.43205     3564.93106     31974.25050    0.0000000e+00  0.0000000e+00  38425.00293    6509.56910     63834.14557    2755.55017     1445.39618     2013.17880     377.14040      109497.34174   95173.53929    316267.15594   520.55744      860.12241      0.0000000e+00  0.0000000e+00  0.0000000e+00  4323.00962     11095.21145    11955.62140    66.32708       26953.45611    116124.29335   170628.37428   35904.84961    62172.16942    12642.16092    66883.66210    256839.07451   43172.04293    73734.21628    181813.44612   40754.63901    6138.34049     
2002 09 30 88104.92753    48339.09396    9476.24153     736.28756      2567.63582     0.0000000e+00  0.0000000e+00  181132.40777   230362.94095   11700.70835    5487.73939     40608.80231    0.0000000e+00  0.0000000e+00  58998.57989    10097.45489    101676.67443   4316.57302     2083.91595     7987.16514     984.23181      162860.24308   149557.20061   437351.66355   2183.14949     1398.41723     0.0000000e+00  0.0000000e+00  0.0000000e+00  6693.11284     27043.26206    19794.59095    82.34779       44133.40785    207199.46215   260275.96532   76976.85670    89975.51981    17405.80712    94780.41644    368050.06366   72257.49245    110884.95243   268192.36685   68859.58424    7670.29328     
2003 09 30 69995.03381    37988.14978    9264.83492     722.01961      2282.00950     0.0000000e+00  0.0000000e+00  144061.30784   195811.80300   9903.43958     3966.09461     38784.48726    0.0000000e+00  0.0000000e+00  49459.44985    9080.51464     96836.33457    4139.00273     2052.73852     4955.62734     715.93352      123816.82300   110827.89842   343177.40568   1282.22592     1190.52388     0.0000000e+00  0.0000000e+00  0.0000000e+00  5139.24385     18808.80646    16964.01639    75.60476       40566.85015    181206.26410   202764.05732   60381.61344    83086.66452    16350.43231    88715.74154    314834.28414   62820.89313    104396.14761   240420.15400   60139.16867    7700.09598     
2004 09 30 70233.77167    39295.44014    8436.99168     699.07591      2226.93770     0.0000000e+00  0.0000000e+00  128790.25761   191191.03910   9066.64633     4651.65480     37220.25069    0.0000000e+00  0.0000000e+00  46246.83621    7728.39370     82006.50942    3321.86761     1695.09781     6312.57115     731.79908      154718.46426   129543.30480   404270.45412   1618.84027     1269.12172     0.0000000e+00  0.0000000e+00  0.0000000e+00  5913.68284     22722.20075    17730.52612    67.90955       33859.98957    155630.38368   224588.46638   51502.67074    77939.62138    14754.25767    74210.33276    287356.19781   60580.39752    80455.80628    228452.75748   50268.64706    7050.87470     
2005 09 30 67816.94636    37433.27543    6933.68082     509.68979      1870.75220     0.0000000e+00  0.0000000e+00  78990.93371    192816.17218   9216.17226     5301.62197     37386.81447    0.0000000e+00  0.0000000e+00  45941.63598    6290.67047     72303.09407    2940.08979     1774.54257     4434.26004     562.12932      149548.10976   145441.13261   405883.35684   1286.46716     1165.70873     0.0000000e+00  0.0000000e+00  0.0000000e+00  6372.83412     21189.65427    16921.90295    58.31756       28487.45388    129482.09748   250694.20819   44469.30760    55749.53846    11752.99595    69291.19519    249441.84278   44328.86891    87257.65431    234439.45575   44456.83475    7019.70407     
2006 09 30 90682.92598    50465.04747    11495.22602    928.16261      3056.58318     0.0000000e+00  0.0000000e+00  210518.01253   253473.87807   11292.88452    5089.22787     37089.39037    0.0000000e+00  0.0000000e+00  59360.22394    10922.15341    114143.01061   4513.18209     2007.46459     8476.43022     1065.46819     139846.22560   121660.68725   381093.22394   2211.62392     1267.59276     0.0000000e+00  0.0000000e+00  0.0000000e+00  5659.23065     25311.28895    20964.94509    75.98875       46666.53360    208114.13613   235076.12113   75282.11256    103871.77403   20017.93244    96307.97007    416803.95469   72145.31036    118320.98525   309514.40304   73420.58206    8751.73114     
2007 09 30 102603.80388   52178.41861    14355.23324    1198.89558     3562.16782     0.0000000e+00  0.0000000e+00  253575.12316   295822.30261   13778.24602    5757.91206     49409.74189    0.0000000e+00  0.0000000e+00  67266.08051    14987.93890    150204.23857   5691.82072     2386.46754     11975.09200    1386.54997     193950.05377   170337.06303   512336.23840   3001.81385     1663.56396     0.0000000e+00  0.0000000e+00  0.0000000e+00  7722.92113     33401.41539    22601.02892    99.87671       60661.21176    280960.28574   304725.49697   100272.47063   124056.79554   25726.93724    126715.05266   458934.96374   103864.20589   153045.63387   347708.57552   94044.11249    10723.12504    
2008 09 30 99220.04700    52339.78257    13641.73535    1043.17081     3629.83080     0.0000000e+00  0.0000000e+00  205839.08030   261413.14326   11960.45812    5074.10464     44016.69799    0.0000000e+00  0.0000000e+00  62369.49661    12386.61470    126836.97237   4851.88186     2275.83658     7890.20060     1012.01169     154720.26977   146283.04939   437324.29212   1848.93499     1294.63439     0.0000000e+00  0.0000000e+00  0.0000000e+00  6880.97237     24890.85119    20802.14136    82.82396       54337.16142    213454.21159   264469.61712   80919.51079    110879.92421   23308.56473    111200.01427   437004.10131   91634.84991    133897.11006   333889.49630   82434.25760    9619.99588     
2009 09 30 73144.06752    40087.29624    9031.62491     725.77236      2317.02703     0.0000000e+00  0.0000000e+00  133063.45889   187277.20082   8233.49487     4089.36991     33965.40486    0.0000000e+00  0.0000000e+00  46643.06511    8578.84463     82227.12766    3252.75880     1675.52743     5208.48820     657.62294      133797.83578   111656.02649   362318.91321   1227.47715     1085.04200     0.0000000e+00  0.0000000e+00  0.0000000e+00  5057.89078     18989.78776    17070.28211    64.21706       37257.18107    154007.11492   209859.92582   57048.66180    78046.16745    15629.12407    82354.95016    301262.30930   59719.87973    92740.61234    239491.94920   60887.83653    7130.89432     
2010 09 30 107006.30226   57538.95929    14038.70313    1043.53098     3391.41050     0.0000000e+00  0.0000000e+00  194125.26453   264750.82867   12314.40695    5593.73805     47042.12919    0.0000000e+00  0.0000000e+00  71473.54794    11675.11413    114539.69624   4798.07362     2419.68598     8985.31714     1089.01783     155202.97601   153914.29100   448150.86738   2119.65913     1374.08405     0.0000000e+00  0.0000000e+00  0.0000000e+00  7105.02240     27756.98919    22081.48098    83.61506       53187.01499    233658.80890   285012.52281   80159.09397    114637.08584   21938.39090    112270.91219   494021.04182   79367.87262    140134.20935   332448.18781   81223.34936    9594.61699     
2010 10 02 0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  117.21245      46863.62387    0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  1580.06175     0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  115.20258      0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  1824.37099     0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  
