      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1969 09 30 71163.29330    42343.22271    7574.91342     559.16345      2627.06602     0.0000000e+00  0.0000000e+00  132015.37068   204024.90217   9545.01194     4829.08035     34114.49252    0.0000000e+00  0.0000000e+00  53291.97517    9213.30224     92272.93989    4181.48818     1991.63828     5311.06106     764.26831      134794.37151   130670.34786   370465.82670   1141.51698     1070.72506     0.0000000e+00  0.0000000e+00  0.0000000e+00  5810.31953     20249.58817    15279.37785    65.91881       38722.24690    169774.66029   228110.10336   59918.08802    76700.84253    16263.71967    82460.50935    311270.01677   63637.63206    97581.38353    252777.48653   64379.72879    7748.49680     
1970 09 30 60266.28873    33182.55362    6156.81930     493.61058      1771.80287     0.0000000e+00  0.0000000e+00  137053.01530   167911.94642   8702.18680     3969.55280     31396.40955    0.0000000e+00  0.0000000e+00  40890.19459    8349.14668     86697.11845    3583.96771     1863.36987     5321.85239     636.58772      122805.96333   111569.10185   354351.08373   1258.39552     1140.10702     0.0000000e+00  0.0000000e+00  0.0000000e+00  5165.74545     19324.58756    13836.75728    69.65205       34319.87315    157818.10317   207645.18965   59866.96738    66098.33093    12786.97196    78621.36008    254395.85718   51490.81571    94431.58222    229846.22486   56917.16433    5459.45491     
1971 09 30 79092.53354    41271.04442    8712.84331     805.56083      2602.03737     0.0000000e+00  0.0000000e+00  147909.29888   192117.74260   9387.22415     4832.96414     35846.28824    0.0000000e+00  0.0000000e+00  47837.09403    10075.07672    102282.45770   3856.97890     1912.34621     6354.87133     756.34822      146555.12207   132918.52865   399591.50453   1441.38887     1130.41595     0.0000000e+00  0.0000000e+00  0.0000000e+00  6122.26595     23108.07035    14664.39105    68.43648       43275.81169    180280.93346   233767.35380   58042.59656    83700.12773    16828.48599    91300.82178    309958.42455   55504.72311    109141.76211   261595.88400   66183.09047    8468.00589     
1972 09 30 97482.32088    51944.45059    10853.03084    918.43438      3151.88465     0.0000000e+00  0.0000000e+00  175589.81851   256604.88724   11229.18424    7303.71833     48673.52945    0.0000000e+00  0.0000000e+00  52960.88446    10426.54728    112946.72607   4704.53181     2474.66140     8855.02233     1014.32051     207666.27411   187545.43873   540320.60790   2001.58277     1397.61371     0.0000000e+00  0.0000000e+00  0.0000000e+00  8692.48960     31319.60016    21980.66175    84.83127       46878.18831    219510.07566   319703.44530   81091.26550    101929.67954   19609.59389    104548.20317   389891.19318   74038.17626    131912.46526   311356.00584   73321.14871    9806.36448     
1973 09 30 52969.85908    26790.56952    4523.85494     454.84700      1498.93797     0.0000000e+00  0.0000000e+00  102007.31865   129916.61393   6272.80938     3033.26929     26928.31333    0.0000000e+00  0.0000000e+00  34681.94994    6130.96811     61615.36154    2464.34906     1187.03903     3608.73786     463.80951      104734.89679   84816.03882    294834.26679   725.37890      832.49853      0.0000000e+00  0.0000000e+00  0.0000000e+00  3542.19972     12174.62990    10939.04958    52.94320       26385.58090    114401.38306   147932.05611   36174.46671    47443.48147    10667.56123    54448.07936    194078.08158   45219.38014    81393.20552    169059.79303   43928.62171    5443.50642     
1974 09 30 97183.00209    53382.19790    13063.61761    1048.52272     3424.98842     0.0000000e+00  0.0000000e+00  202741.53583   268574.82553   13565.46289    5921.76976     46938.72178    0.0000000e+00  0.0000000e+00  65673.83293    12729.75601    133282.27446   5083.43233     2431.45814     7386.56647     953.77868      167339.58301   156254.97697   446763.72072   1816.89342     1237.54642     0.0000000e+00  0.0000000e+00  0.0000000e+00  7173.54589     25516.05136    20615.17165    76.46387       57890.86812    248321.62472   286788.07911   81480.06379    112928.63342   22890.34075    113947.05258   404050.92281   84579.54495    147212.32594   336778.89020   87500.20914    10256.94431    
1975 09 30 75079.89494    41885.66913    9494.41017     733.65447      2611.54555     0.0000000e+00  0.0000000e+00  161478.43239   202704.44056   10953.90880    4268.71097     37807.19107    0.0000000e+00  0.0000000e+00  55307.59884    9274.69760     90879.06429    3714.62193     1827.98248     7003.22603     847.81595      131561.06236   117368.36092   372328.99346   1779.98542     1240.64174     0.0000000e+00  0.0000000e+00  0.0000000e+00  5022.34279     20747.27738    19633.82621    77.95623       45832.64346    183602.30811   203572.43332   74674.04842    91675.20660    16701.63416    91698.66983    341879.95247   69908.02537    97256.67027    244310.59570   67412.13128    7965.08856     
1976 09 30 92286.71569    49560.23363    9572.56251     834.82532      2541.14046     0.0000000e+00  0.0000000e+00  175781.59972   248862.46705   10217.29064    6899.64096     37820.19397    0.0000000e+00  0.0000000e+00  56791.25603    10240.43083    95872.42845    4218.25172     1953.82242     8087.57121     979.26487      176031.53602   157509.42686   471868.15473   2283.03524     1399.98547     0.0000000e+00  0.0000000e+00  0.0000000e+00  7100.58227     28565.85090    19400.40870    67.65787       44192.32046    205907.24340   280231.03454   71696.80802    94702.32809    17536.27474    85294.60362    397816.76231   65077.60388    108203.90064   277500.61031   66731.51506    7204.44484     
1977 09 30 51615.30967    28864.41300    5927.90667     396.00100      1823.94794     0.0000000e+00  0.0000000e+00  87491.28302    112579.16688   5716.86440     3187.20663     33667.80370    0.0000000e+00  0.0000000e+00  31989.65885    5750.54331     56991.54134    2370.02923     1298.05770     2152.64599     295.68742      109523.96965   83972.96821    315914.55247   555.01220      938.68614      0.0000000e+00  0.0000000e+00  0.0000000e+00  3893.87143     12387.24279    12651.20508    62.34054       27281.89483    100999.98509   152815.66708   31023.51783    61496.72421    10042.76471    60835.04252    215853.28435   43860.51592    77379.26298    152689.89348   40902.31250    5718.05263     
1978 09 30 73455.83008    42918.02568    7870.59608     563.98196      2021.51745     0.0000000e+00  0.0000000e+00  122254.21662   186038.17172   8837.11421     4664.11889     40628.00421    0.0000000e+00  0.0000000e+00  51488.60776    7912.66271     86541.44051    3514.66685     1976.48105     4188.86685     614.97041      132700.71044   120046.65722   374273.34572   1094.27403     1056.03691     0.0000000e+00  0.0000000e+00  0.0000000e+00  5335.60258     18560.78698    15477.71174    74.28859       36252.63148    142908.55049   214864.48459   46130.74346    72945.27399    16267.97838    86417.18331    292706.09844   59199.79518    92386.99467    224912.82700   61041.45324    6388.19901     
1979 09 30 52863.43149    29501.77850    5213.06734     569.43915      1867.79008     0.0000000e+00  0.0000000e+00  106115.72176   148619.54224   7419.58956     3464.09209     30969.00976    0.0000000e+00  0.0000000e+00  37560.30190    6280.23374     65065.36298    2586.54892     1295.27242     3333.82320     441.00210      111340.39059   88679.22643    308094.42259   1015.15038     976.20731      0.0000000e+00  0.0000000e+00  0.0000000e+00  3818.32391     14247.01640    12563.16985    56.38071       27064.67688    120852.09490   163088.14634   34742.09639    62916.28839    11343.31746    66264.25305    228854.68134   38043.28597    70118.37468    161001.10571   42662.06651    5464.62670     
1980 09 30 60654.58322    34695.96994    6173.84923     578.50164      1832.18018     0.0000000e+00  0.0000000e+00  124695.25019   184581.06937   7011.22778     3660.12664     31938.95268    0.0000000e+00  0.0000000e+00  43770.70044    7043.44378     77163.61461    2688.40344     1539.41731     4701.77917     603.39059      121176.41544   99375.76813    339412.39545   1070.76003     961.37948      0.0000000e+00  0.0000000e+00  0.0000000e+00  4477.41932     14374.26157    13815.89552    69.79748       34494.69116    122308.67336   173576.33989   44125.49048    74883.03992    13242.96199    71253.12527    250518.19140   49005.80959    88349.06503    217354.13462   49335.47667    6631.11685     
1981 09 30 83912.22787    49370.56196    10325.38653    787.72817      2391.76805     0.0000000e+00  0.0000000e+00  162617.45877   242625.84991   9248.41971     5429.19047     41597.71493    0.0000000e+00  0.0000000e+00  56784.60035    8595.73719     89064.70802    3738.58618     2049.46210     5087.66555     663.50375      151713.77416   143260.17690   415772.64219   1438.50997     1130.19632     0.0000000e+00  0.0000000e+00  0.0000000e+00  6371.24340     22690.07706    18229.30673    64.97152       37094.93800    170310.98694   255741.98243   61854.78356    93613.80481    15912.84578    86295.61219    343156.57043   64701.05854    120195.98680   290555.79381   64020.90647    7676.40889     
1982 09 30 93498.54990    52887.00005    11271.11524    833.31252      2729.22041     0.0000000e+00  0.0000000e+00  178850.66463   265498.46811   11806.69817    6681.81016     39432.21343    0.0000000e+00  0.0000000e+00  57109.79980    11758.27403    114043.03740   4867.31266     2236.13698     8288.18485     1037.40560     172702.17166   143500.24655   437182.50493   2008.51644     1337.02084     0.0000000e+00  0.0000000e+00  0.0000000e+00  6685.44830     26661.83436    17817.40132    72.74125       48567.59861    202336.92163   262141.61746   79070.68907    104231.31253   20084.63556    107574.29883   430108.43568   69927.76995    125907.46609   313826.63806   71546.69475    7813.52818     
1983 09 30 92393.17853    47482.79389    11848.83178    886.13555      3219.22768     0.0000000e+00  0.0000000e+00  180595.25174   247313.18464   11700.47916    4893.24133     39790.14610    0.0000000e+00  0.0000000e+00  56693.16947    10564.06944    110249.64035   4555.85957     2165.57817     7383.22203     1020.47912     145957.90170   127403.65174   386591.99780   1994.40533     1359.20532     0.0000000e+00  0.0000000e+00  0.0000000e+00  5966.81250     24193.79251    19076.12141    73.91050       46920.88169    209375.09502   221903.11023   70008.38266    111739.66929   20463.33944    102197.80578   402473.46120   82926.56506    125652.51786   296469.72785   71560.61239    9423.56581     
1984 09 30 90426.03879    47564.68725    11408.13200    928.44645      3017.91693     0.0000000e+00  0.0000000e+00  180393.42277   261844.17277   12399.51979    5590.64685     42933.92390    0.0000000e+00  0.0000000e+00  60765.36962    10482.10379    109383.80086   4726.75344     2346.74753     7471.98589     977.90093      155050.87779   149014.73528   423948.02736   1919.32533     1429.21105     0.0000000e+00  0.0000000e+00  0.0000000e+00  6591.27363     25642.68055    22490.15276    81.19946       46793.72174    208792.75457   264897.88317   73393.64154    97232.15779    20839.33639    102196.96550   370456.91059   73507.84175    120679.96697   295364.34122   79909.37331    9361.82696     
1985 09 30 65905.78202    37704.54853    7680.54917     733.50048      2567.35586     0.0000000e+00  0.0000000e+00  157934.68427   187469.48475   9939.60867     4053.16976     33302.78597    0.0000000e+00  0.0000000e+00  48312.12085    8489.09628     93417.09598    3665.98717     1853.41379     4681.44679     604.24355      119974.70408   106613.22863   329369.45092   1184.64807     1021.35165     0.0000000e+00  0.0000000e+00  0.0000000e+00  4896.53287     16202.40139    17420.24944    80.24517       37559.11017    169945.06517   189213.17987   56048.15896    78224.31700    15701.86649    71703.26204    267594.87124   62660.60716    96238.93960    232829.13917   59550.82812    8194.21427     
1986 09 30 77732.76430    39524.82122    9607.59078     733.41912      2706.46869     0.0000000e+00  0.0000000e+00  149203.11169   195201.48855   9876.31742     4682.16155     34765.31154    0.0000000e+00  0.0000000e+00  50384.85132    8938.51936     90735.14751    4248.13093     2084.46518     5525.85125     664.08450      150323.81754   132577.34946   400381.69636   1371.02194     1201.06354     0.0000000e+00  0.0000000e+00  0.0000000e+00  5979.78312     20703.86302    17248.60877    65.58324       38220.48090    166006.26756   232848.04237   60145.02596    85364.34265    16797.85649    96434.73590    319772.84749   65770.09377    113164.01778   229366.69986   65719.59985    8669.40181     
1987 09 30 66872.76601    37825.17847    7377.21666     743.26413      2262.89293     0.0000000e+00  0.0000000e+00  140963.40990   186042.76168   8954.46581     4033.81222     36941.77157    0.0000000e+00  0.0000000e+00  49481.21567    7854.68140     86079.69259    3291.22994     1715.88027     5781.47749     735.37028      137050.67640   107278.96812   366941.59812   1318.96075     1140.02135     0.0000000e+00  0.0000000e+00  0.0000000e+00  5032.82862     18447.20328    17288.34096    65.02834       40573.81391    167419.53621   191747.54655   50637.87009    72766.72523    16218.69489    84726.60791    297086.19041   58772.63258    96088.08619    232869.38956   56055.77708    6862.70069     
1988 09 30 50666.72916    26546.27707    7181.09091     507.19346      2073.67595     0.0000000e+00  0.0000000e+00  111847.25759   167645.75565   7678.72232     3427.69442     32562.06570    0.0000000e+00  0.0000000e+00  40663.38440    7802.17577     73146.20094    3027.63301     1647.06121     2569.76776     418.15752      96127.89910    85708.31332    292396.16149   492.71311      840.46521      0.0000000e+00  0.0000000e+00  0.0000000e+00  4227.25098     11628.30006    14113.21186    56.50579       31703.10533    129145.26457   153467.94571   40345.06963    63079.64216    12339.58690    64824.75386    207799.28370   46140.10834    88202.97738    212735.98296   48647.83229    6597.05754     
1989 09 30 90277.10878    50739.63766    11646.11307    900.54508      3079.62057     0.0000000e+00  0.0000000e+00  189128.44318   238946.37017   12535.41986    5731.12711     42788.55514    0.0000000e+00  0.0000000e+00  60860.55511    10972.46849    113300.77564   4468.14179     2318.25354     8306.32153     904.89674      174825.63641   158110.31847   459176.99422   1961.35583     1403.24617     0.0000000e+00  0.0000000e+00  0.0000000e+00  7251.56518     30863.08237    20412.08757    78.01749       48486.79105    211551.85510   279532.92529   79134.37461    98467.55796    19102.16909    105440.07863   451015.24288   78615.47514    119298.15689   302813.25300   75032.85966    8197.16547     
1990 09 30 81050.34096    45150.78244    10806.75938    798.68247      2756.47531     0.0000000e+00  0.0000000e+00  155568.06088   237530.92052   10628.37352    5635.59167     42180.86881    0.0000000e+00  0.0000000e+00  55456.56727    10235.17295    117585.96084   4271.99480     2053.80478     6445.44080     819.38281      156339.49913   137851.88929   423652.72860   1530.12199     1352.01325     0.0000000e+00  0.0000000e+00  0.0000000e+00  6386.29591     22092.40698    21051.89513    70.00959       43964.74492    200612.25670   252279.99923   72846.44442    82579.92819    16978.02291    91130.56240    357946.10025   70647.85398    114118.16625   288309.44813   73872.46821    8761.43195     
1991 09 30 87111.14155    45762.08181    9717.84508     803.10723      2669.37976     0.0000000e+00  0.0000000e+00  155853.92667   249741.17529   11984.55429    5940.42300     42450.80693    0.0000000e+00  0.0000000e+00  56024.36866    9730.47032     105218.14803   5032.61243     2189.10159     6259.10041     815.38342      158359.26781   133950.01070   424563.84036   1631.15554     1245.78940     0.0000000e+00  0.0000000e+00  0.0000000e+00  6370.36655     23468.72381    25392.43593    77.13489       43868.24326    175943.25476   239293.28260   62594.35431    82915.62984    16471.32849    91862.14313    382836.30670   70294.00083    116432.80020   298640.05143   69711.04449    9406.14537     
1992 09 30 72456.25115    43906.64718    9405.00421     616.31331      2318.58010     0.0000000e+00  0.0000000e+00  139108.54700   201230.34735   10686.04011    4221.57278     35652.74426    0.0000000e+00  0.0000000e+00  51978.97117    8554.98310     99906.79421    4188.08943     1974.94473     5120.06224     634.65907      135796.71857   115517.91976   365678.38912   1367.57717     1192.00254     0.0000000e+00  0.0000000e+00  0.0000000e+00  5188.15845     18022.92006    18136.52517    69.74657       38614.37238    171303.55605   205142.37967   54242.36775    88777.45873    16044.42350    93016.78267    330258.90252   57924.34002    104819.14417   265388.12316   58189.77450    7153.45137     
1993 09 30 62281.00169    32491.22891    8905.90243     669.55576      2130.97409     0.0000000e+00  0.0000000e+00  116999.16732   184537.17240   8376.87443     4001.47593     34661.18806    0.0000000e+00  0.0000000e+00  46834.76972    7865.62206     77628.44688    2994.68625     1899.12875     3245.65984     472.76823      114084.59302   101269.06254   325653.23792   542.26442      897.99485      0.0000000e+00  0.0000000e+00  0.0000000e+00  4589.74493     14466.65090    16301.13263    63.82379       35012.38559    140268.25443   183034.47522   46585.14332    82253.04428    14149.81574    79592.54873    282887.65664   52657.51652    99945.97981    238763.90661   57155.17523    6551.15840     
1994 09 30 65248.80279    37851.69572    9360.84024     628.22391      2078.68851     0.0000000e+00  0.0000000e+00  162098.53636   191730.59711   8587.44047     3786.75065     35103.15166    0.0000000e+00  0.0000000e+00  46776.54073    8465.41625     91157.63861    3708.72340     1674.85459     4664.46670     727.22927      116671.67322   92633.83230    324637.04588   1177.12161     1134.95431     0.0000000e+00  0.0000000e+00  0.0000000e+00  4384.80957     16499.86377    16152.34319    72.33495       36802.50884    155723.68035   169987.40823   54122.73452    79025.85174    14880.90358    79093.11691    313929.97813   55309.73912    95656.75762    239787.55751   58269.76849    6405.50164     
1995 09 30 78015.92398    43378.35815    10107.61101    865.00213      2919.76977     0.0000000e+00  0.0000000e+00  144486.28919   205057.74786   10424.71742    4750.13623     40365.91628    0.0000000e+00  0.0000000e+00  51056.54671    8105.19388     88936.87186    4089.82304     2059.61507     7347.38010     872.62263      137035.20073   127684.61457   372239.89597   1803.26241     1248.70792     0.0000000e+00  0.0000000e+00  0.0000000e+00  5529.37623     19663.30481    22205.67527    78.67161       39591.32561    161518.46481   211165.25180   55432.20878    87642.50483    16617.14799    86583.43172    321189.97964   63900.88463    112418.15206   241713.16432   61083.32379    9054.29031     
1996 09 30 93036.88124    50651.99292    8219.78230     752.31584      2211.14359     0.0000000e+00  0.0000000e+00  155666.52269   269971.21090   10894.23321    6973.13419     38955.39475    0.0000000e+00  0.0000000e+00  56287.84860    9192.87280     104602.97411   4395.32958     2227.93053     7193.27391     877.79273      165431.56370   155645.25059   443698.71236   1848.02119     1331.24743     0.0000000e+00  0.0000000e+00  0.0000000e+00  6955.10567     26871.03693    17645.38672    68.41596       43436.57726    187587.56020   281597.77413   67141.38509    89617.42930    17870.54516    88869.14399    401618.34662   66267.92626    113504.91342   319580.68138   69388.14398    7209.21272     
1997 09 30 104622.70709   49878.18083    9606.62399     812.41329      2747.19256     0.0000000e+00  0.0000000e+00  208816.98685   300668.77993   12988.22550    7834.34743     45293.21627    0.0000000e+00  0.0000000e+00  62783.45936    12542.55298    127640.79517   5183.95788     2532.57048     8132.78686     999.18322      188566.68231   180640.24009   520167.33633   2274.88901     1446.60320     0.0000000e+00  0.0000000e+00  0.0000000e+00  7998.53146     31280.59905    21968.37235    81.51529       53644.90908    257188.65670   327333.93406   89398.25799    97165.40167    19588.90793    106735.47793   401230.29762   73885.32768    136866.65320   364739.91998   83648.20839    8968.35796     
1998 09 30 82470.96147    46616.44449    9917.10136     672.46524      2770.08706     0.0000000e+00  0.0000000e+00  170213.05651   218566.29826   10781.90301    5253.77215     39816.10283    0.0000000e+00  0.0000000e+00  55203.22662    9326.53394     109628.51757   4515.00058     1887.47085     7375.13437     939.85331      170607.56781   155079.68332   451139.96707   1689.94577     1343.02371     0.0000000e+00  0.0000000e+00  0.0000000e+00  6938.06295     26986.23895    20271.46399    68.44097       43058.07679    208585.06685   269545.66415   72358.11489    99796.20256    16708.44292    92649.14709    376586.05611   68602.50616    124918.06807   277263.45797   69183.62508    10143.49140    
