       Date Drainage_3    Drainage_ 5    Drainage_ 6    Drainage_ 7    Drainage_ 8    Drainage_ 9    Drainage_ 11   Drainage_ 12   Drainage_ 13   Drainage_ 14   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 18   Drainage_ 19   Drainage_ 20   Drainage_ 21   Drainage_ 22   Drainage_ 23   Drainage_ 24   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 28   Drainage_ 29   Drainage_ 30   Drainage_ 31   Drainage_ 32   Drainage_ 33   Drainage_ 34   Drainage_ 35   Drainage_ 36   Drainage_ 37   Drainage_ 38   Drainage_ 39   Drainage_ 40   Drainage_ 41   Drainage_ 42   Drainage_ 43   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 47   Drainage_ 48   Drainage_ 49   Drainage_ 50   Drainage_ 51   Drainage_ 52   Drainage_ 53   Drainage_ 54   Drainage_ 55   Drainage_ 56   Drainage_ 57   Drainage_ 58   Drainage_ 59   Drainage_ 60   Drainage_ 61   Drainage_ 62   Drainage_ 63   Drainage_ 64   Drainage_ 65   Drainage_ 66   Drainage_ 67   Drainage_ 68   Drainage_ 69   Drainage_ 70   Drainage_ 71   Drainage_ 72   Drainage_ 73   Drainage_ 74   Drainage_ 75   Drainage_ 76   Drainage_ 77   Drainage_ 78   Drainage_ 79   Drainage_ 80   Drainage_ 81   Drainage_ 82   Drainage_ 83   Drainage_ 84   Drainage_ 85   Drainage_ 86   Drainage_ 87   Drainage_ 88   Drainage_ 89   Drainage_ 90   Drainage_ 91   Drainage_ 92   Drainage_ 93   Drainage_ 94   Drainage_ 95   Drainage_ 96   Drainage_ 97   Drainage_ 98   Drainage_ 99   Drainage_ 100  Drainage_ 101  Drainage_ 102  Drainage_ 103  Drainage_ 104  Drainage_ 105  Drainage_ 106  Drainage_ 107  Drainage_ 108  Drainage_ 109  Drainage_ 110  Drainage_ 111  Drainage_ 112  Drainage_ 113  Drainage_ 114  Drainage_ 115  Drainage_ 116  Drainage_ 117  Drainage_ 118  Drainage_ 119  Drainage_ 120  Drainage_ 121  Drainage_ 122  Drainage_ 123  Drainage_ 124  Drainage_ 125  Drainage_ 126  Drainage_ 127  Drainage_ 128  Drainage_ 129  Drainage_ 130  Drainage_ 131  Drainage_ 132  Drainage_ 133  Drainage_ 134  Drainage_ 135  Drainage_ 136  Drainage_ 137  Drainage_ 138  Drainage_ 140  Drainage_ 141  Drainage_ 142  Drainage_ 143  Drainage_ 144  Drainage_ 145  Drainage_ 146  Drainage_ 147  Drainage_ 148  Drainage_ 149  Drainage_ 150  Drainage_ 151  Drainage_ 152  Drainage_ 153  Drainage_ 154  Drainage_ 155  Drainage_ 156  Drainage_ 159  Drainage_ 161  Drainage_ 162  Drainage_ 163  Drainage_ 164  Drainage_ 165  Drainage_ 166  Drainage_ 167  Drainage_ 168  Drainage_ 169  Drainage_ 170  Drainage_ 171  Drainage_ 172  Drainage_ 173  Drainage_ 175  Drainage_ 176  Drainage_ 177  Drainage_ 178  Drainage_ 179  Drainage_ 180  Drainage_ 200  
1966 09 30 1427.05906     1548.86970     1269.73896     1345.06856     1523.27262     1511.21098     1531.04527     1372.46556     1999.37875     2165.44003     1875.15025     1274.30351     1991.24153     1536.05964     1289.10218     1112.32668     1297.89357     2114.04339     1203.00203     1743.85118     1929.20458     1932.31121     2195.30854     1944.58161     1984.35739     1830.17409     1866.14008     1317.18301     1202.45763     1111.81243     1968.64982     2046.41825     2316.58504     1706.65431     2122.47784     1083.41429     2260.32367     2248.79007     2296.17297     2045.73400     1557.01939     1139.33451     1274.83384     1719.65731     2253.91177     1031.66837     2314.66335     2175.71946     2209.69819     1734.53773     1101.49809     1695.04205     1049.86070     2215.20498     2229.92361     2378.55407     2221.97227     2149.44537     1232.66628     1628.96498     1025.94450     1716.00632     1906.22266     2517.00869     1066.03979     2080.46425     1686.19943     1181.70802     2150.74627     1642.95336     2284.38669     2268.92012     2493.60138     2523.81483     1460.46909     2677.95003     2585.86827     1820.87743     904.48568      949.57962      2164.82727     2744.43006     1119.69567     1020.72669     3324.97711     2255.24296     971.77658      1573.28460     1344.75050     1180.73238     2929.99213     1222.99518     2365.18806     942.04432      1983.34932     3242.43438     4075.74505     2391.92493     942.28298      2154.64553     1169.07088     951.28672      1577.35379     1913.40242     2167.69142     1519.73556     2294.99962     1562.60317     962.12075      1061.04620     3126.68439     1744.32935     1685.80536     1830.83787     1604.72934     3880.80790     1600.55200     1340.08144     4778.96002     1305.94258     2584.97536     2661.79342     1579.26290     1895.12943     971.40124      2844.78738     1349.34895     1482.81027     1807.78038     3684.62720     2661.60773     1380.43700     3078.79702     3678.39370     1589.38597     1106.97871     1452.25931     1566.29224     1569.46567     993.72801      1551.83580     2945.22216     2015.85201     1333.49047     2399.69304     2020.93571     3102.21166     1611.55693     2752.71103     1757.01711     2702.25144     2340.18699     1388.13558     1891.09003     2274.36940     2685.68473     2086.56398     2547.18535     1712.14828     2085.06234     2403.85966     2062.31440     2423.13413     2641.34021     1400.13969     2631.77634     1905.31416     1283.67120     1624.26571     1070.82981     2345.12061     1357.16578     
1967 09 30 1621.82052     1733.69190     1431.60556     1514.65118     1714.35982     1697.78999     1736.63083     1537.55837     2373.17336     2541.61565     2138.49665     1430.68650     2240.70153     1718.01560     1447.51596     1249.07765     1456.51796     2404.27359     1350.76266     1974.86536     2170.19992     2165.01834     2470.34496     2192.85768     2239.17444     2061.27158     2098.53735     1477.65473     1351.56453     1247.69329     2213.09777     2320.97962     2622.23357     1955.07981     2375.45397     1216.27933     2517.95750     2538.84424     2592.47500     2310.04456     1767.43242     1277.62203     1429.88315     1962.75453     2519.75452     1158.33158     2609.03488     2491.33520     2546.06519     1995.56941     1235.50476     1941.73466     1177.43342     2517.00147     2547.20260     2685.18280     2513.03836     2412.45746     1382.62400     1894.76063     1150.44984     1997.35070     2199.36357     2837.27588     1195.93268     2405.23585     1951.71602     1328.23661     2507.80071     1883.08064     2593.81734     2611.11944     2813.99365     2884.80020     1680.76667     3035.07482     2946.25342     2103.41735     1013.49498     1064.29760     2557.57011     3117.66384     1255.73754     1143.18370     3788.73327     2648.50088     1089.45697     1852.62157     1531.68111     1324.76457     3361.88815     1374.61403     2797.08465     1056.19713     2372.01514     3752.47148     4675.19722     2771.78767     1056.01785     2480.08539     1316.64629     1066.22572     1812.76089     2301.24725     2579.77423     1735.42354     2658.45134     1872.51170     1078.50476     1189.01905     3662.54060     2037.48806     1951.88739     2121.35520     1837.77820     4510.93923     1840.07294     1528.03326     5514.50484     1486.21662     2978.72656     3129.06918     1812.17846     2260.95074     1091.53767     3388.70434     1543.30745     1711.28030     2083.07116     4287.38137     3046.46365     1582.06742     3649.74214     4269.04940     1827.48739     1249.28463     1671.08409     1809.48976     1807.00431     1118.57752     1784.09190     3487.04814     2313.78710     1522.00896     2751.16941     2373.59392     3693.96329     1852.50184     3259.89135     1997.84087     3165.11729     2790.63602     1575.75702     2247.99161     2642.25002     3163.17146     2485.83327     2947.05078     1939.85663     2464.12927     2768.13205     2354.76792     2871.63942     3119.85092     1578.59775     3076.40894     2239.10598     1428.13846     1815.92077     1189.14158     2750.91551     1526.83112     
1968 09 30 1746.31239     1871.62664     1555.53893     1642.07279     1839.40874     1821.30885     1852.01565     1660.99323     2515.09012     2786.16475     2330.23056     1593.40228     2415.61490     1851.68448     1650.91155     1422.86072     1648.97037     2687.93494     1526.63862     2112.91310     2316.88429     2331.31928     2648.05248     2374.50447     2483.57713     2222.80092     2246.24344     1602.03462     1473.66546     1409.66434     2401.36865     2461.79818     2792.48450     2088.73023     2582.13279     1350.46330     2814.62884     2731.14668     2926.42344     2483.14741     1908.63724     1380.68633     1548.15884     2096.06463     2801.86400     1247.09899     2938.22539     2642.37498     2693.43646     2126.42183     1332.85823     2062.86890     1310.72504     2699.13448     2717.00066     2908.79077     2711.46310     2679.28277     1491.31166     2024.98557     1280.27599     2135.21221     2349.60773     3099.67415     1331.98923     2546.79555     2093.10200     1426.89837     2664.44666     2011.58377     2902.81481     2775.74467     3113.51382     3093.50879     1782.88153     3293.08558     3173.33045     2242.09563     1097.03192     1163.20144     2704.48621     3377.25092     1349.31861     1228.23908     4098.29655     2819.46403     1200.46093     1972.16740     1630.03444     1421.12605     3620.54513     1473.59156     2985.78140     1147.78129     2503.93582     4041.99194     5055.36350     2940.55839     1153.96471     2667.59689     1414.46302     1167.56229     1922.43761     2444.53639     2788.00210     1845.14491     2821.86140     1984.98240     1166.07455     1284.67691     3946.38794     2188.72316     2065.10925     2249.32196     1952.09475     4881.55978     1951.94596     1626.10212     5983.79033     1587.46273     3181.60001     3398.34834     1945.17061     2441.36290     1187.81183     3697.06217     1640.75960     1813.03827     2224.61910     4654.57856     3282.79850     1680.69131     3981.27105     4639.94511     1939.49954     1354.43683     1772.63536     1919.10642     1916.65410     1230.34760     1909.17208     3805.80532     2478.95185     1629.75547     2983.48000     2569.54900     4062.47636     1975.33766     3567.95181     2171.03831     3448.45942     3067.30326     1708.05595     2443.97105     2866.94704     3446.32175     2736.33112     3210.54164     2108.19394     2697.57470     3009.78100     2564.54279     3162.03202     3414.63086     1726.22665     3343.30206     2452.40917     1586.43904     2008.88502     1324.63633     3011.04667     1637.41663     
1969 09 30 1561.77622     1657.82490     1356.54808     1432.25598     1607.42425     1592.61640     1611.78276     1454.50365     2361.46438     2526.82084     2065.74835     1365.83657     2138.55352     1631.46642     1386.64841     1195.19026     1392.18275     2348.73760     1288.31944     1843.05318     2025.86245     2049.80800     2293.61388     2096.61759     2166.09872     1922.76178     1966.51596     1399.32809     1282.06536     1191.76706     2050.23859     2139.26471     2416.93216     1808.35173     2260.24879     1153.40325     2420.92022     2340.67338     2525.80877     2160.82273     1631.32973     1203.81459     1350.73984     1800.31560     2412.91629     1089.52796     2524.72207     2289.22874     2321.80963     1836.86495     1161.05162     1788.73475     1115.84379     2334.13757     2343.80071     2527.32119     2351.86857     2306.56447     1299.96574     1728.44468     1091.10469     1819.64740     2010.84904     2690.60214     1132.99185     2194.54459     1780.55609     1241.42671     2296.32624     1739.52821     2501.02201     2392.72951     2685.06012     2661.43999     1543.23570     2847.84800     2731.74203     1938.31845     949.00406      1000.82070     2326.26431     2912.44209     1172.49417     1064.23622     3525.71148     2402.44119     1028.00233     1695.96942     1413.80111     1234.57348     3102.50558     1281.10981     2543.18992     990.68444      2147.40556     3455.33044     4338.06311     2536.03454     992.04335      2302.52008     1228.79493     1002.79749     1665.30192     2087.79013     2368.12648     1602.09193     2435.32892     1702.94328     1009.10854     1111.94274     3360.68519     1885.22228     1789.29828     1945.19328     1695.28979     4174.22323     1695.13384     1415.40765     5140.72813     1382.62173     2748.75087     2899.31417     1687.08586     2086.86376     1029.26585     3131.42016     1428.86324     1575.05720     1924.86042     3983.21799     2839.19924     1463.06066     3381.46361     3995.42553     1689.76994     1173.73013     1542.12599     1668.01911     1668.62558     1067.10284     1655.85794     3243.70303     2154.66019     1419.02212     2582.80117     2212.51527     3448.67620     1722.28818     3053.72125     1885.65687     2980.88696     2604.87017     1483.37529     2093.25623     2486.82070     2986.76964     2323.47853     2813.99916     1834.80261     2309.86909     2623.81119     2241.60785     2699.94916     2940.18957     1498.61085     2925.41503     2121.02974     1383.03402     1743.54216     1151.93687     2595.98497     1429.04262     
1970 09 30 1306.62261     1387.25241     1108.56907     1175.14207     1323.70366     1316.98957     1343.54265     1192.22316     1919.93411     2057.76515     1737.99905     1111.26737     1797.26986     1371.32215     1128.93114     975.01862      1134.22033     1957.12718     1050.47964     1536.09798     1714.67071     1727.74001     1939.68539     1765.38448     1828.00242     1608.31880     1664.40868     1144.49345     1044.20802     974.57241      1725.89863     1822.60105     2054.99023     1511.33626     1903.68583     943.20806      2044.98209     1982.54979     2112.44068     1823.01600     1371.18715     987.99964      1111.61669     1528.34162     2022.65230     892.74940      2113.49036     1902.24156     1939.31436     1532.07234     954.15760      1486.40344     915.97438      1970.36931     1986.24825     2111.62666     1976.90035     1920.55612     1079.70211     1455.72037     896.60026      1535.53298     1703.88595     2227.42771     928.82701      1835.66394     1505.20476     1036.35595     1924.67558     1449.45464     2079.14987     1996.37602     2220.63477     2245.26440     1293.31975     2370.52148     2296.39761     1617.89230     782.77019      824.83684      1952.28741     2431.06688     981.30566      886.71267      2947.02423     2031.68367     846.91022      1411.03890     1195.16747     1043.97747     2607.70330     1087.71272     2140.87242     817.00961      1800.73931     2897.39532     3623.47973     2124.38017     818.61792      1909.34198     1041.88508     827.20689      1405.98402     1747.67478     1971.63059     1355.91733     2040.18927     1417.67062     833.25002      933.19486      2813.30887     1551.49703     1506.77889     1632.39502     1433.47829     3472.21158     1431.53336     1198.91809     4256.80266     1170.77925     2296.15402     2395.24879     1407.79924     1715.24036     844.97386      2592.82296     1209.19301     1328.52257     1609.42762     3295.96602     2360.76518     1237.24308     2789.58512     3282.86072     1427.61289     991.37876      1302.27280     1404.57357     1408.97850     873.28271      1384.79046     2658.44372     1803.05556     1198.89858     2132.09404     1806.06516     2822.73148     1451.84459     2481.05958     1562.19474     2419.15028     2131.12632     1247.15093     1701.10596     2027.59441     2408.48063     1902.03762     2267.17780     1535.16404     1896.12117     2142.24030     1836.34571     2212.46144     2388.75541     1254.38122     2350.75837     1732.15682     1140.90381     1445.98523     952.73383      2139.41638     1190.41545     
1971 09 30 1662.88180     1754.52765     1370.76534     1469.28047     1692.83724     1671.57424     1685.34074     1521.92078     2475.05967     2623.03677     2217.90258     1369.74123     2288.76212     1738.22773     1391.89317     1203.40375     1392.58391     2481.68082     1290.66014     1918.53433     2164.57912     2196.69310     2454.74882     2250.88317     2319.44879     2026.33540     2110.39287     1457.63051     1290.19733     1206.09396     2200.38981     2304.26216     2601.53630     1890.91210     2423.88751     1173.07112     2585.78885     2523.54274     2676.38736     2317.87380     1738.83369     1272.67206     1424.19031     1930.27145     2566.05533     1137.41525     2689.03943     2430.48876     2453.68729     1960.14701     1234.22670     1909.03486     1158.68804     2503.40743     2511.81845     2694.79225     2518.07269     2443.31038     1395.89659     1827.73179     1141.51778     1921.45267     2133.56798     2847.10347     1167.19051     2339.75723     1882.33889     1351.50217     2398.46426     1827.79271     2664.99993     2529.86019     2837.79049     2843.42151     1670.00332     3026.39827     2919.48152     2028.70711     1027.54184     1073.15499     2423.99237     3100.61413     1289.00924     1182.86319     3757.80267     2518.47225     1099.21910     1776.43860     1552.49047     1371.01770     3296.92381     1419.20875     2651.17768     1080.78921     2235.21087     3654.60015     4615.39605     2729.18684     1077.02918     2438.87658     1351.67649     1085.10693     1814.41574     2160.10575     2449.23863     1752.20020     2622.64607     1772.99039     1109.48554     1226.88038     3524.74197     1984.52885     1928.16461     2092.15579     1846.05742     4413.44379     1836.21547     1543.03799     5460.54416     1499.83077     2945.88676     3046.03384     1802.48385     2166.43984     1108.79344     3223.96436     1549.61284     1695.86318     2064.36393     4215.90025     3023.30007     1583.61567     3515.99610     4233.54553     1817.58783     1266.10619     1662.21104     1787.24543     1794.35529     1118.17919     1769.71649     3399.32925     2296.01901     1522.39587     2737.67493     2323.54682     3564.23235     1832.62821     3206.47489     2000.88494     3145.11599     2679.79131     1573.58431     2181.01323     2612.08012     3121.02456     2388.35446     2948.78030     1933.84252     2393.17140     2749.17767     2350.18904     2776.09813     3058.97168     1581.07335     3028.79417     2187.12097     1441.76846     1827.15494     1199.79017     2687.52706     1546.12809     
1972 09 30 2035.47665     2166.31690     1722.68913     1821.26681     2045.77778     2039.65824     2072.72098     1843.17875     3070.91485     3270.20459     2711.65358     1725.13188     2804.96290     2142.33670     1740.06477     1496.85069     1755.81941     3073.08121     1630.49071     2359.57628     2678.00857     2699.46974     3028.50595     2756.32964     2862.97512     2486.66474     2599.74019     1784.47895     1636.03599     1491.61193     2690.75419     2844.57200     3207.10797     2328.81232     2983.84305     1473.96073     3219.81827     3094.01929     3328.65228     2867.57198     2131.01647     1554.41555     1741.69347     2388.51292     3209.37788     1409.86119     3343.37515     2939.37292     2999.81202     2391.34655     1508.69388     2304.59896     1425.40192     3108.34471     3125.48697     3351.60030     3122.20046     3069.05337     1692.84064     2270.92503     1387.93402     2399.30295     2673.62335     3570.22895     1451.71635     2856.54943     2354.57070     1628.46670     2983.40428     2251.42399     3306.30847     3105.00760     3568.55328     3548.92592     2017.44758     3786.40457     3641.71654     2512.06516     1237.64630     1298.47694     3037.54851     3877.63748     1548.08785     1405.16286     4696.74150     3179.04734     1325.23076     2201.32092     1870.91701     1643.61569     4134.07027     1707.52441     3343.84735     1285.31951     2809.24973     4579.99972     5758.95053     3310.54354     1287.35298     2966.08345     1633.48764     1299.51101     2195.42979     2716.29795     3056.14665     2117.64266     3172.27564     2206.06854     1313.79469     1473.32895     4415.22053     2416.44273     2342.87350     2534.19296     2234.98424     5490.78754     2227.69581     1867.86520     6765.54106     1821.94323     3557.96508     3768.90436     2166.61248     2651.56318     1318.80711     4000.76419     1879.82404     2062.47009     2486.32139     5219.16415     3641.20686     1922.45363     4345.91034     5216.51800     2212.24661     1550.24681     2021.05891     2174.15578     2183.98429     1344.69346     2132.64937     4175.73141     2770.24705     1860.71052     3269.00688     2786.26410     4370.12235     2240.46515     3910.48445     2381.85695     3842.36263     3272.35623     1927.45996     2622.85557     3109.24662     3811.14584     2910.91217     3602.91001     2341.68406     2887.97029     3271.47075     2795.19688     3388.57138     3727.93299     1922.41170     3713.92671     2665.07015     1715.33992     2182.02283     1431.34867     3240.44434     1853.59826     
1973 09 30 1213.40272     1303.01088     1049.66443     1129.85675     1274.74104     1264.17088     1277.34767     1150.29400     1687.22760     1825.82463     1593.69397     1026.21430     1680.69177     1289.16209     1047.86301     906.32634      1038.50471     1769.84650     960.79800      1448.70364     1610.58892     1622.01925     1811.34062     1642.01079     1669.21556     1502.70063     1561.71991     1098.72287     962.65302      902.76484      1594.42687     1703.12411     1916.39173     1417.03719     1780.26854     857.09051      1880.94160     1835.08204     1913.91340     1706.12608     1270.24961     916.93300      1049.73294     1410.80350     1875.70959     810.50548      1932.51028     1818.77242     1845.82305     1437.74782     871.99986      1413.26277     833.16972      1835.66296     1842.50146     1980.32547     1845.12500     1788.89966     1000.80020     1351.38239     820.22445      1410.89062     1553.48842     2100.47626     840.21286      1731.64314     1366.59360     944.08202      1802.77561     1364.75310     1915.84527     1889.22226     2079.38043     2078.54188     1203.71535     2221.38947     2132.18111     1519.79933     697.99100      742.27877      1829.81803     2268.91798     879.48669      778.70876      2741.22279     1847.14332     765.28004      1326.80288     1086.30173     924.70019      2399.56135     966.86075      1953.79850     724.00917      1688.59749     2655.72418     3359.32758     1975.41169     731.18211      1774.88827     920.99492      741.16364      1280.17895     1633.28586     1814.70644     1221.06298     1889.63165     1333.20531     731.59374      815.41971      2562.09482     1462.09485     1372.27374     1498.44039     1290.41836     3208.81321     1289.55889     1068.00088     3971.41796     1032.78075     2115.99968     2216.43882     1275.36927     1609.58210     750.36353      2387.34297     1075.41295     1195.69975     1471.63975     3066.43217     2164.58347     1102.59018     2572.84018     3073.21418     1268.30881     866.34953      1164.45048     1261.44423     1256.04916     783.67465      1252.71817     2476.28304     1615.65823     1050.71607     1949.61071     1692.43641     2622.52774     1276.27013     2332.65869     1410.56335     2276.58418     1981.79461     1093.24686     1602.69763     1887.92714     2268.70323     1763.54191     2130.79090     1366.47474     1746.05145     1984.21373     1686.87454     2040.22593     2229.14959     1111.97895     2208.84164     1596.06804     1040.47946     1309.71840     867.76210      1947.79742     1109.51116     
1974 09 30 1789.75079     1868.11025     1453.51689     1538.50102     1746.34726     1734.35385     1776.92599     1572.73110     2738.33233     2860.33090     2386.15855     1463.24238     2446.05433     1848.64280     1497.63745     1295.40299     1492.93333     2638.06841     1386.31635     2058.41125     2304.43455     2338.72763     2614.43975     2406.71411     2469.27274     2171.28828     2248.40023     1505.00602     1376.63413     1289.57011     2346.33868     2462.35689     2778.13070     2027.65131     2579.42353     1241.66815     2727.89297     2693.71097     2826.75481     2480.29287     1858.92024     1303.01795     1456.37608     2065.87992     2729.26593     1180.47157     2843.57475     2499.44609     2537.20448     2008.96563     1259.89276     1957.00449     1206.04827     2684.96164     2695.92213     2896.06740     2697.64110     2615.69275     1409.58683     1949.42915     1182.71118     2053.78523     2291.48998     3076.70212     1221.26719     2403.60587     2017.21340     1354.36197     2561.14619     1911.74051     2837.44031     2611.34657     3057.63615     3055.79288     1696.42694     3265.89745     3138.04806     2140.01866     1036.36587     1087.19759     2578.48909     3342.07327     1282.08572     1171.35737     4046.82355     2700.92191     1115.37190     1859.72597     1552.17554     1353.29431     3547.87043     1402.28681     2843.02073     1085.22922     2369.35744     3928.63115     4962.28881     2786.42220     1081.99399     2501.33048     1342.86794     1091.93875     1828.43322     2304.55718     2621.78538     1754.60285     2674.30227     1875.52280     1110.09070     1220.22103     3784.44599     2055.48636     1960.33446     2132.10397     1854.87730     4734.67201     1853.18509     1544.20426     5858.75341     1504.02672     3002.08140     3260.67869     1830.77781     2286.94417     1127.00423     3453.18433     1556.55845     1719.43952     2100.17979     4517.36024     3079.25505     1594.15810     3763.07253     4535.07114     1837.27188     1277.02844     1680.60370     1816.73567     1816.01531     1159.90793     1798.90161     3630.78492     2332.52216     1539.08958     2791.50112     2409.25927     3804.47845     1863.25913     3415.02331     2029.48526     3360.21872     2847.55646     1602.37908     2286.21267     2688.53301     3317.53319     2535.76654     3135.47808     1969.09050     2513.50741     2820.34934     2400.39312     2937.17145     3232.10173     1610.95318     3203.79527     2293.07365     1467.90219     1860.07499     1223.10224     2804.43403     1557.97122     
1975 09 30 1467.20834     1537.97753     1225.43845     1303.71904     1474.38362     1456.81831     1477.04513     1332.33414     2249.75865     2375.45256     1966.55706     1235.33959     2010.30501     1522.10549     1274.74650     1100.02440     1265.77082     2209.47908     1170.91405     1694.58714     1894.77716     1924.29029     2147.97571     1981.57459     2057.22545     1783.55107     1848.45074     1273.51073     1147.09471     1091.65665     1927.03559     2020.17967     2279.22610     1672.79448     2127.83230     1040.39663     2283.97708     2210.31478     2377.49846     2031.93419     1530.42180     1091.49756     1228.32278     1698.94102     2264.25797     978.10483      2378.86291     2105.49768     2127.32956     1677.24971     1050.74627     1645.46540     1014.80163     2191.90238     2205.31525     2361.94796     2204.04476     2156.08984     1186.27567     1621.71218     996.00985      1708.11650     1890.12464     2503.87250     1025.77154     2010.15295     1672.91304     1135.24943     2130.45230     1586.43286     2351.50375     2182.55807     2501.96255     2495.58081     1418.97052     2653.49228     2556.05754     1776.76041     862.28716      909.08974      2158.26204     2715.65375     1071.99789     973.29360      3288.15035     2252.23323     934.10910      1548.36445     1298.56652     1130.63943     2900.06981     1172.81874     2372.27379     897.36441      1989.92673     3228.48444     4046.04072     2319.07639     901.50406      2068.51216     1118.79143     910.94690      1524.04344     1936.29944     2183.54104     1462.57500     2223.46671     1564.78944     913.93681      1011.87517     3133.93008     1691.98227     1627.05615     1769.42370     1543.46137     3891.08667     1539.04695     1283.76515     4783.25343     1246.35897     2489.77324     2693.36368     1510.49893     1887.97548     920.26324      2869.85881     1291.13299     1424.45992     1738.72417     3707.92677     2544.94303     1321.66751     3119.76185     3709.32805     1518.89143     1054.68639     1391.67704     1501.49659     1501.83835     939.40612      1484.97011     3004.22110     1921.03227     1268.84048     2291.18126     1965.53624     3152.80926     1532.07542     2822.07240     1669.14544     2756.95117     2352.04198     1319.95767     1864.66111     2194.10979     2740.93402     2090.60134     2585.60894     1630.82458     2056.29945     2310.65049     1972.75746     2437.27286     2684.40904     1334.22713     2661.10490     1910.85241     1226.34461     1550.87691     1024.76188     2302.73761     1312.58001     
1976 09 30 1837.49851     1981.64547     1650.53602     1760.40618     2001.97529     1972.77805     1993.79499     1803.29480     2626.61192     2885.43006     2409.40596     1655.66414     2542.62094     1958.29927     1694.32167     1461.26016     1692.40525     2742.67410     1569.35609     2264.13883     2464.92386     2460.07991     2811.62526     2482.31877     2535.81762     2362.24365     2379.33108     1734.84291     1552.44733     1454.49807     2530.18110     2619.64823     2967.50653     2240.48787     2698.96671     1411.73932     2869.97522     2885.27035     2965.14892     2626.04886     2021.69450     1506.62923     1687.37251     2226.83803     2875.99076     1349.63243     2984.63627     2888.51401     2926.34359     2326.64106     1459.52615     2263.98834     1381.64783     2875.90485     2899.57192     3073.12104     2878.72285     2757.36072     1642.12741     2169.81331     1355.57089     2283.68764     2504.02611     3241.74895     1398.08481     2784.55800     2227.07324     1583.40269     2876.89684     2173.10926     2970.53575     3013.72601     3219.94227     3303.44672     1972.94667     3485.00474     3387.75463     2424.23066     1205.73544     1262.21115     2937.74375     3588.92645     1505.17943     1378.78130     4370.92294     3023.30709     1294.66551     2138.84713     1817.88144     1595.13591     3867.59943     1652.18332     3199.13234     1268.35204     2727.32789     4305.04442     5389.37224     3237.88885     1263.33356     2895.15659     1581.71735     1273.68447     2136.40101     2645.09671     2963.63503     2055.41669     3110.04955     2154.66452     1301.01354     1439.53664     4186.81887     2360.75999     2284.01510     2481.30683     2170.54961     5175.39537     2165.41325     1810.26454     6349.95197     1764.77105     3492.13868     3582.26776     2133.25581     2609.79184     1310.76004     3901.53030     1822.71034     2006.26185     2445.95221     4922.27375     3581.83362     1865.25887     4184.26141     4907.38897     2147.19358     1503.44946     1963.33202     2118.27856     2121.16351     1339.71063     2096.74102     3990.23370     2720.62271     1804.17989     3239.15151     2757.03775     4249.26164     2177.48423     3727.39255     2367.16588     3627.47842     3223.41029     1880.23323     2599.72536     3092.47594     3599.43270     2874.98840     3361.88175     2306.33135     2852.26558     3257.11466     2784.67734     3306.49687     3558.53462     1891.17792     3478.09314     2558.01266     1721.97668     2181.62615     1436.48821     3176.91166     1812.53021     
1977 09 30 1169.61677     1258.11593     1073.99488     1135.83023     1268.30823     1245.78501     1250.43657     1150.27202     1646.16729     1804.52704     1556.92923     1074.11713     1626.26880     1247.36408     1090.94287     944.50310      1092.80578     1770.99839     1015.78971     1415.91303     1557.09135     1572.24311     1757.72263     1596.52655     1656.40740     1469.05155     1512.46826     1122.49208     1017.52336     944.23538      1562.87845     1648.81373     1858.39029     1396.14903     1738.65752     917.31885      1880.60206     1791.58718     1924.30533     1669.61455     1248.27200     978.27662      1092.79072     1384.59283     1869.32067     881.98453      1929.61197     1821.85834     1843.28816     1473.86917     951.01886      1430.26262     892.42828      1815.80035     1819.70514     1954.53423     1827.03275     1781.34451     1056.79584     1335.49401     874.49060      1402.81017     1549.91220     2068.75122     903.67996      1758.10270     1365.87488     1015.17310     1785.44738     1373.57701     1892.95867     1906.43355     2060.68966     2072.79814     1246.82322     2207.94923     2133.80712     1523.24659     778.52538      812.76229      1820.96371     2268.30454     966.56802      885.00815      2752.99770     1853.20566     829.91736      1337.35412     1151.63457     1016.26228     2417.96059     1049.12178     1957.50401     811.93506      1685.44367     2668.14776     3372.13507     2042.04485     809.11608      1828.15816     1001.93626     815.50389      1349.28538     1620.19329     1804.52045     1299.51662     1958.14423     1330.64806     832.67618      916.00664      2563.34267     1485.84094     1437.60754     1560.40596     1370.46139     3197.09408     1365.01675     1143.26305     3949.40680     1112.72392     2197.75068     2189.35887     1337.60642     1606.26503     835.16360      2366.37080     1149.25528     1262.32453     1535.62166     3040.00327     2252.67377     1175.40062     2538.78065     3030.11686     1350.40265     946.26497      1235.64323     1330.52370     1333.96780     847.77039      1314.63584     2424.58138     1704.32670     1133.63076     2027.74032     1718.00422     2574.26265     1365.18555     2265.61501     1480.67940     2213.92040     1961.67019     1182.84022     1606.44949     1931.39935     2191.26897     1747.19749     2055.13796     1459.63440     1742.24035     2036.25524     1741.91000     2020.15109     2178.36519     1197.34608     2128.11258     1581.14198     1097.72436     1390.81475     920.56381      1950.98233     1151.89172     
