       Date Drainage_3    Drainage_ 5    Drainage_ 6    Drainage_ 7    Drainage_ 8    Drainage_ 9    Drainage_ 11   Drainage_ 12   Drainage_ 13   Drainage_ 14   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 18   Drainage_ 19   Drainage_ 20   Drainage_ 21   Drainage_ 22   Drainage_ 23   Drainage_ 24   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 28   Drainage_ 29   Drainage_ 30   Drainage_ 31   Drainage_ 32   Drainage_ 33   Drainage_ 34   Drainage_ 35   Drainage_ 36   Drainage_ 37   Drainage_ 38   Drainage_ 39   Drainage_ 40   Drainage_ 41   Drainage_ 42   Drainage_ 43   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 47   Drainage_ 48   Drainage_ 49   Drainage_ 50   Drainage_ 51   Drainage_ 52   Drainage_ 53   Drainage_ 54   Drainage_ 55   Drainage_ 56   Drainage_ 57   Drainage_ 58   Drainage_ 59   Drainage_ 60   Drainage_ 61   Drainage_ 62   Drainage_ 63   Drainage_ 64   Drainage_ 65   Drainage_ 66   Drainage_ 67   Drainage_ 68   Drainage_ 69   Drainage_ 70   Drainage_ 71   Drainage_ 72   Drainage_ 73   Drainage_ 74   Drainage_ 75   Drainage_ 76   Drainage_ 77   Drainage_ 78   Drainage_ 79   Drainage_ 80   Drainage_ 81   Drainage_ 82   Drainage_ 83   Drainage_ 84   Drainage_ 85   Drainage_ 86   Drainage_ 87   Drainage_ 88   Drainage_ 89   Drainage_ 90   Drainage_ 91   Drainage_ 92   Drainage_ 93   Drainage_ 94   Drainage_ 95   Drainage_ 96   Drainage_ 97   Drainage_ 98   Drainage_ 99   Drainage_ 100  Drainage_ 101  Drainage_ 102  Drainage_ 103  Drainage_ 104  Drainage_ 105  Drainage_ 106  Drainage_ 107  Drainage_ 108  Drainage_ 109  Drainage_ 110  Drainage_ 111  Drainage_ 112  Drainage_ 113  Drainage_ 114  Drainage_ 115  Drainage_ 116  Drainage_ 117  Drainage_ 118  Drainage_ 119  Drainage_ 120  Drainage_ 121  Drainage_ 122  Drainage_ 123  Drainage_ 124  Drainage_ 125  Drainage_ 126  Drainage_ 127  Drainage_ 128  Drainage_ 129  Drainage_ 130  Drainage_ 131  Drainage_ 132  Drainage_ 133  Drainage_ 134  Drainage_ 135  Drainage_ 136  Drainage_ 137  Drainage_ 138  Drainage_ 140  Drainage_ 141  Drainage_ 142  Drainage_ 143  Drainage_ 144  Drainage_ 145  Drainage_ 146  Drainage_ 147  Drainage_ 148  Drainage_ 149  Drainage_ 150  Drainage_ 151  Drainage_ 152  Drainage_ 153  Drainage_ 154  Drainage_ 155  Drainage_ 156  Drainage_ 159  Drainage_ 161  Drainage_ 162  Drainage_ 163  Drainage_ 164  Drainage_ 165  Drainage_ 166  Drainage_ 167  Drainage_ 168  Drainage_ 169  Drainage_ 170  Drainage_ 171  Drainage_ 172  Drainage_ 173  Drainage_ 175  Drainage_ 176  Drainage_ 177  Drainage_ 178  Drainage_ 179  Drainage_ 180  Drainage_ 200  
1966 09 30 200.29332      232.17416      522.13624      588.57487      620.58800      690.43318      571.35076      678.75633      675.41437      609.37946      466.48501      426.73824      540.07076      251.10462      332.91020      349.26228      357.71350      571.65785      323.27296      580.90522      429.15239      422.65277      510.05781      471.49627      543.99785      430.85372      382.94867      555.70051      493.29457      363.73631      451.41180      447.23111      623.80073      583.82199      642.69430      391.53157      662.99920      472.64080      712.13853      650.65354      427.58343      543.14681      564.05252      546.82990      646.63534      355.96853      824.53619      714.08328      700.45824      680.28507      421.82459      759.46279      378.31322      784.81327      628.48248      788.47373      708.58706      545.30534      516.17987      478.63992      354.00106      505.01570      552.14470      813.28247      339.04657      754.58163      472.74775      448.11072      591.76273      599.52665      1006.54086     713.22258      884.62576      900.06511      627.79699      1142.04890     1098.45619     587.21766      330.42091      355.80227      751.17275      1234.26410     405.39982      321.44076      2472.95133     670.62901      267.34261      569.72958      512.31613      380.23337      1231.68189     404.29174      734.85136      277.71703      699.40639      1551.57382     3171.28599     897.36480      394.66552      796.34181      370.32868      438.59767      582.11777      694.40012      750.27910      519.74352      908.94204      550.43804      283.13523      317.08772      1071.78956     695.31268      659.06435      733.13027      586.14103      1772.16240     584.13384      456.62308      3171.96031     407.65848      852.37361      911.54254      174.81492      704.93695      158.12609      949.49061      453.58232      537.95589      714.50948      1368.73270     848.08543      414.11425      1430.34754     1431.07500     548.43875      321.20388      514.69010      563.67033      521.82943      164.80599      586.01145      1252.46421     732.88319      452.50350      765.15574      778.56836      1129.34872     527.22846      1125.48891     613.20462      761.17205      757.25062      332.57539      666.30555      702.05690      836.43892      769.96113      628.87326      439.44414      749.97459      609.83310      588.67370      761.29570      886.48238      304.46427      768.61986      700.70458      277.10958      334.28283      368.26451      744.89891      475.54603      
1967 09 30 325.11712      313.40479      800.38263      855.51533      957.38803      988.07453      949.97780      931.61714      666.98269      650.47223      452.10732      739.53793      479.07476      356.39769      671.01324      606.67334      667.40336      616.42393      617.61703      1003.93028     512.68245      404.73195      638.95011      532.28672      488.42650      596.93351      392.24049      827.19382      768.99129      608.53453      702.64119      496.62772      547.13501      1007.73115     528.67829      638.02521      517.71958      509.26995      590.74401      860.49639      788.70796      610.02642      834.69048      977.19343      600.05729      600.00612      721.54882      1249.73575     1298.49752     1094.60265     663.84355      1107.10074     616.42385      1073.13708     781.60885      701.22181      614.00496      571.96453      784.32474      855.64153      574.80688      892.08476      828.44746      709.41081      595.96262      1273.42086     761.30269      718.73422      1075.27219     1024.98180     946.51319      1321.45085     760.27635      786.14414      938.44014      1004.91382     1032.29740     1080.05412     539.72189      573.18861      1196.53093     1081.82869     655.13503      561.54089      2488.77011     908.39709      480.24573      993.85623      821.79272      650.77674      1148.14443     685.61667      1160.38261     533.86681      1215.45781     1358.97816     3458.86524     1512.51909     626.84382      1356.32009     633.03558      647.91582      976.08571      1189.91505     1262.18336     885.41564      1435.00579     1028.32892     509.33681      539.56707      1020.83623     1162.52203     1048.36676     1170.00020     989.00737      1556.07522     977.83196      766.68896      3327.09066     705.96199      1495.00505     1317.31144     166.92328      1235.94671     385.29159      1104.39828     793.63959      922.16793      1139.03193     1248.99763     1502.52770     770.12292      1458.69811     1202.22780     968.45914      562.79610      864.48567      972.71476      941.66061      448.89638      969.84164      1273.78265     1235.54114     776.36189      1378.43578     1327.57945     1124.18692     953.17534      1206.94941     1046.90074     758.45430      1271.60714     718.57420      1223.01694     1301.18464     1075.85903     1278.31305     607.90995      854.09227      1355.40822     1287.85581     1094.56610     1298.13452     1299.41039     686.59306      1264.11873     1269.07739     565.78362      760.05652      599.61698      1355.05400     781.78564      
1968 09 30 530.15518      565.04792      767.57948      834.88377      942.44177      947.44437      900.13378      923.98178      1055.93739     1042.08703     760.26817      676.81877      831.65343      600.16200      620.29957      610.99295      661.47628      1004.78117     609.33026      1057.26103     837.02746      766.54553      1023.36226     888.04061      874.13566      913.63780      758.86440      803.23086      790.56607      613.44011      1038.46874     906.05022      1015.89887     1053.40913     922.83415      625.67518      1048.80820     986.23135      1117.26458     1134.79000     943.96162      671.19240      811.10673      1116.98424     1048.02003     550.48463      1320.57452     1162.74994     1209.59549     1051.49110     623.19501      1053.07116     592.84208      1386.33931     1250.11935     1221.69012     1101.67365     1042.69775     743.38849      1086.22915     545.61603      1158.55084     1129.52629     1296.58184     583.20103      1206.49997     1036.13785     658.00982      1390.57480     969.00877      1529.39085     1215.78261     1384.55672     1378.32230     952.71837      1670.87388     1650.86782     1044.65574     501.32807      538.78476      1347.38705     1768.35692     601.59275      500.74300      3159.85960     1354.35672     433.35387      960.49163      732.70726      569.29527      1790.23881     603.41778      1551.63224     439.99986      1390.30380     2252.32400     4120.79735     1444.36488     575.70581      1356.44573     567.60455      626.72269      892.38142      1380.87556     1580.09697     789.95198      1507.04972     1001.72792     391.06099      489.17450      1762.88384     1119.85267     978.10203      1091.83056     866.17053      2629.95602     900.65682      703.11010      4269.11832     643.43745      1547.42336     1785.66681     155.11733      1308.92632     303.74335      1812.47826     704.50089      856.75904      1070.93212     2221.13270     1584.82268     693.02582      2310.52278     2262.82411     858.78293      516.29251      779.73588      904.65135      835.41932      325.85836      917.55305      2053.56499     1193.86745     699.82301      1398.40445     1331.07115     1965.58943     846.99118      1985.36878     1005.03315     1421.72618     1673.63705     579.28682      1290.85543     1273.90682     1716.99225     1582.86603     1220.16979     721.64306      1392.54758     1202.50441     999.65366      1751.65102     1882.99268     526.08728      1751.20082     1328.69013     485.51920      574.32915      562.58458      1497.90828     723.29871      
1969 09 30 367.09805      453.43023      689.96043      755.90815      801.63591      813.47811      680.28802      832.44576      902.05604      827.71326      615.91387      557.59553      628.29132      422.52620      476.94825      474.12458      495.37399      764.65922      468.45916      730.89198      568.52554      561.18289      632.27602      670.12591      657.65957      583.31300      529.58337      708.43599      726.78681      486.11492      603.91531      592.88037      649.79646      685.63102      680.53922      520.36634      740.09956      603.90972      807.04171      771.13936      482.69773      587.17115      717.73408      606.90401      740.76552      497.85997      940.52438      845.59375      870.26212      825.94003      558.49312      863.83260      489.82893      910.81925      767.24862      793.78616      701.83233      703.73176      666.11127      560.68823      468.13038      574.58390      710.15764      878.75238      488.99549      935.52228      574.85381      581.05367      750.20544      716.14661      1119.77797     917.66183      961.88184      895.51350      737.55212      1165.69036     1095.62331     738.46372      426.48567      455.31775      848.61649      1254.54180     518.11956      419.06321      2529.32922     817.16741      370.55630      676.23475      625.46553      488.06340      1359.35281     514.87653      930.03445      389.68956      843.54552      1566.11150     3505.36431     1113.18889     500.52485      1014.65205     477.32135      559.23911      710.83454      798.57167      886.72560      637.73224      1110.69409     689.06242      354.43729      405.56335      1045.90008     864.36625      760.18965      865.15377      706.29827      1746.79263     719.91357      575.56079      3358.34156     526.24310      1089.83069     1081.52826     167.84263      873.11052      266.66812      1060.87181     596.62978      694.91125      829.34591      1358.41570     1082.32418     567.06517      1479.18757     1437.98255     682.72868      431.09272      676.90977      703.65801      661.79802      284.91077      718.69516      1312.25219     874.01215      575.39727      1008.97419     985.42250      1216.18487     656.90680      1210.11550     742.04377      844.51987      931.18082      463.12276      868.07105      910.52423      1038.97391     930.32489      713.81774      533.41590      953.31457      879.29431      724.72934      957.45877      1104.99651     423.87515      950.06640      877.33452      412.67931      454.37070      495.87510      982.16829      608.45930      
1970 09 30 179.49732      189.36184      422.74941      474.31126      512.67740      559.25207      487.95635      545.86762      556.98360      477.92873      319.23432      336.86353      337.91417      195.29745      259.23686      267.68918      273.66822      405.68376      239.85341      539.32519      278.81422      242.97308      344.01767      307.45372      364.00525      339.94702      199.48996      447.74413      408.69409      280.03761      382.20947      266.64149      307.21079      529.92442      352.28241      306.46002      417.07698      265.18217      462.08557      496.14147      411.84605      443.79211      470.35445      538.34547      419.99261      277.65449      595.07664      562.17253      614.60290      564.50536      329.30631      595.24950      307.66715      634.45869      459.36447      469.25149      406.59115      372.59373      424.52929      465.47331      290.39211      490.55564      471.39084      525.76669      264.22435      642.44090      432.74857      362.32293      590.97096      512.99363      771.02975      618.66438      612.04022      603.34403      505.72782      819.78376      783.03054      533.14628      250.81330      285.01764      695.66890      918.15281      326.10239      242.37581      2128.04217     533.80557      217.03688      491.03982      436.57666      310.91685      995.91036      336.89009      683.93122      209.95213      683.67697      1182.15199     3007.86834     806.71452      325.62875      689.95160      298.85460      350.00731      505.25336      667.34602      758.46269      453.61272      794.11141      513.31262      179.69186      250.25734      665.89977      613.24005      533.67558      601.28134      513.31378      1314.75074     505.69841      379.72155      2771.82752     341.64023      745.08787      788.99261      167.08687      657.27664      106.68216      709.78417      375.64601      464.11340      588.73672      901.10488      761.54605      344.83908      1068.73873     1020.04617     476.96865      255.77836      436.66418      493.13382      455.78038      113.79508      500.95460      896.12052      637.39850      387.88331      670.38615      675.17201      766.62053      468.85405      829.39619      545.25144      488.85481      747.40904      284.71733      607.18825      588.89480      662.39738      758.15003      361.96769      350.17016      712.47886      537.42284      481.76798      756.41640      775.88318      251.88666      708.53270      678.58583      232.09578      278.90119      305.95447      725.43453      367.55783      
1971 09 30 299.72230      310.04280      703.03400      766.50963      853.06621      909.72916      809.88520      869.88729      742.72575      649.55903      549.25341      615.99457      576.66890      295.18188      526.52028      508.14870      548.45577      602.76021      504.91905      713.79846      435.79375      448.24048      564.20002      530.63770      569.58403      489.74235      403.76732      746.96273      640.71432      516.33195      543.40406      473.30191      545.65868      734.42688      562.90682      541.59766      620.56467      503.11080      646.56262      656.43725      506.27127      642.89929      768.85967      644.80491      601.99154      520.84724      774.75722      1065.13764     1027.62219     973.87381      605.09648      1005.60601     541.87347      828.50074      647.52095      655.80416      583.66237      539.54891      732.66725      573.60679      518.37690      594.70937      616.17241      728.94692      505.06834      1144.43969     549.77310      665.91087      714.28834      895.66187      984.30578      1037.01630     783.18525      757.88942      856.29784      972.90264      989.12961      843.64530      496.27578      526.63412      820.92931      1024.99491     624.07425      531.11072      2260.24282     706.99907      443.80543      846.19972      772.18322      619.98016      1039.23658     641.68519      858.88273      462.01309      806.13683      1267.75966     3144.48299     1358.30263     588.87276      1188.19008     600.80299      603.34797      884.57188      785.28377      891.08472      809.37326      1367.57785     849.71931      471.17889      515.97908      868.82221      1046.61438     925.57143      1038.64476     881.71005      1429.99963     882.78976      714.84770      2983.07234     659.40557      1261.05205     1003.58299     215.86654      916.07716      366.47130      911.53557      703.65955      842.32073      1017.55187     1129.88023     1219.25812     670.34088      1349.39825     1154.17287     873.49066      517.08303      764.73149      859.33525      843.53027      354.44297      900.97425      1180.77917     1089.46141     698.25009      1171.14709     1159.63074     993.95825      854.78310      1123.00290     949.25247      685.19331      929.86150      619.83481      996.15340      1155.68086     883.62632      911.70064      555.81801      734.06820      1018.75827     1060.71448     962.14333      939.68801      1009.28785     580.03434      931.47039      979.56386      545.47233      668.74236      559.18450      919.91182      698.57086      
1972 09 30 535.21009      660.28687      958.24231      1040.65173     1110.64816     1151.36348     1054.31294     1132.49931     1334.32191     1234.52447     981.17458      833.90798      1022.78312     640.12569      749.59989      707.20561      767.03016      1123.34751     706.95491      1022.11453     876.31927      878.79306      1000.07971     979.12227      1057.31115     863.73187      808.20831      1009.85009     919.16555      717.27710      934.28212      929.81804      1047.27079     1007.63520     1049.93882     748.95447      1175.37767     972.26095      1252.64917     1140.94535     770.15869      762.95410      1034.60016     969.73876      1168.21581     731.24539      1413.42307     1338.25113     1300.35585     1260.51676     829.84234      1283.61151     729.71922      1355.97953     1138.79162     1196.41843     1082.01851     1042.05167     980.50225      879.36394      684.60211      926.94638      1059.16714     1356.66365     706.98604      1477.27409     942.08067      879.38973      1088.37208     1127.83159     1633.83465     1341.99018     1416.41559     1327.61823     1109.49974     1619.50783     1611.10120     1102.29935     671.91125      697.24619      1242.48948     1656.63990     818.79473      678.83578      2807.13475     1202.48211     600.67125      1085.71765     997.74868      782.25583      1633.02443     831.66126      1356.29656     627.34725      1207.62570     1986.35186     3585.51826     1692.87837     752.62175      1476.36055     777.11488      800.32641      1149.92189     1166.94405     1320.81466     1055.40724     1729.04441     1088.05676     612.91710      674.76101      1544.79352     1282.94857     1164.94896     1273.55515     1153.65077     2279.64361     1170.10619     929.47441      3601.86129     864.77731      1627.19006     1527.51265     280.58902      1225.04501     499.60052      1456.46493     940.00343      1066.15364     1249.77070     1941.97225     1585.15207     881.81481      2076.05564     1934.96324     1113.57960     716.72259      1037.43102     1118.21603     1064.92160     518.96126      1090.39519     1852.07893     1354.38348     956.57933      1418.03162     1395.86298     1650.99792     1106.10576     1728.77725     1165.63989     1243.89467     1356.09024     848.73560      1217.84321     1353.44045     1420.27370     1242.42267     1056.35127     907.77013      1309.54402     1280.05923     1149.10766     1308.08020     1520.15934     803.30404      1401.84578     1284.12063     714.68083      830.83204      738.32047      1280.72293     915.99803      
1973 09 30 173.46223      171.60975      464.65500      500.26941      550.87817      603.77167      558.70897      553.39198      582.02190      506.41542      354.83578      390.41788      388.09258      206.48340      359.18135      332.63213      361.60407      417.52456      331.49884      612.57308      312.60510      270.55263      395.91105      347.92395      425.19515      380.82338      232.31336      498.13003      399.99157      340.40522      442.34033      291.20349      333.03885      621.31514      395.62712      344.24073      425.41944      273.89059      508.17454      558.96590      485.87749      418.14495      505.04520      596.98412      472.65791      322.04218      633.87287      776.72594      805.69152      673.10539      370.94404      657.04323      339.36171      676.15580      514.45147      536.30192      465.48098      413.87067      461.28124      516.45436      315.53827      534.52748      499.58619      641.25036      304.62741      799.87244      461.52049      410.58832      674.55568      603.47138      913.72034      781.05638      665.71020      611.04173      575.13727      861.04234      796.88429      662.11681      274.04805      311.27381      791.62463      946.48767      366.36563      272.13818      2274.68235     551.56580      267.75642      598.90179      470.21455      337.90586      962.20191      361.15714      717.73786      281.20240      811.85969      1153.38717     3144.60217     964.35829      353.81659      790.53716      307.86528      344.59561      549.72434      751.60122      800.98197      489.58161      920.69402      607.86630      267.16886      255.62160      645.10293      690.80859      631.27599      708.85925      537.81246      1284.62980     536.64523      380.62018      2959.05516     347.34760      972.65813      823.32762      115.86983      742.02623      207.57880      759.08178      394.63350      502.93993      653.02809      901.12749      911.76149      381.96690      1070.33515     1009.22698     534.77539      265.70610      413.83992      530.41388      512.98701      225.34806      537.23617      914.33803      730.46669      397.92492      808.17016      793.94818      768.36086      512.12270      943.61389      609.59782      506.32922      844.26804      355.59416      732.57893      750.40339      769.17591      823.52052      439.99920      450.91391      797.11882      738.33815      634.45258      860.91163      832.19919      360.67398      803.55272      752.42312      333.86586      383.87966      352.16389      802.37159      443.80930      
1974 09 30 452.43752      457.31948      814.90323      877.41908      1035.88589     1026.22583     993.73683      1004.41695     1151.76844     1020.97024     769.63514      701.35931      805.57464      478.11908      626.26817      599.04007      659.14303      881.55306      616.15405      1155.67925     671.49902      647.61644      831.17266      754.73344      828.77996      752.78469      586.98474      865.96254      767.04661      618.64990      870.14057      714.86480      856.21628      1144.56950     812.47719      630.75188      953.95055      773.46806      974.58041      1000.40616     905.79314      665.62057      857.89772      1091.19919     890.92886      603.81280      1149.15733     1252.15093     1382.07266     1150.64868     681.83641      1130.33630     622.27833      1227.36349     964.64837      970.19079      869.96885      791.65404      819.23924      957.25542      586.17611      985.95702      952.22374      1055.55225     642.18512      1330.60635     884.57096      739.20412      1212.52485     1075.12358     1293.37041     1438.38397     1224.06241     1171.16451     961.85918      1475.93294     1423.94808     1236.71512     548.21029      587.00315      1351.66157     1554.61674     675.67810      583.27516      2819.26064     1055.27216     501.84067      1027.35526     847.06265      664.77699      1573.26525     700.48517      1312.90219     527.63583      1351.28352     1886.50322     3721.82288     1629.84611     639.05596      1430.59859     657.74606      661.35448      980.29547      1287.88261     1406.55219     914.23849      1596.55523     1060.47930     505.15641      566.51421      1396.14444     1208.13606     1053.00025     1179.50859     974.34524      2176.82641     998.92566      782.22109      3662.69660     724.03496      1597.58400     1504.10396     203.86416      1387.26660     415.63547      1323.94964     797.62286      929.91055      1163.37710     1740.16347     1575.29405     774.49135      1860.53000     1826.52936     971.23255      586.91915      877.16060      974.47564      940.80424      441.53037      995.10585      1651.17713     1274.48900     790.19373      1546.07612     1410.35564     1477.12097     960.09729      1469.37268     1089.74429     1091.69666     1448.97764     710.51913      1307.88168     1435.81236     1257.23702     1427.61857     850.93114      854.63214      1506.79007     1369.78035     1200.55522     1454.93145     1498.02244     675.97221      1410.26683     1384.05321     613.45431      752.33777      632.99591      1555.54740     808.86661      
1975 09 30 231.18131      228.61834      610.41263      652.72809      688.82156      740.81306      658.76365      695.58382      971.70886      767.74653      556.93319      529.81563      606.54584      209.74712      483.43011      465.35733      501.75166      602.84681      446.84262      604.15719      303.96875      426.90012      363.02562      452.87794      661.54770      331.11965      336.83856      625.92088      538.03449      479.26618      396.47149      385.25563      471.01630      598.33528      576.51669      460.84991      762.52378      394.09741      756.19111      542.20672      449.53141      543.47292      639.85571      586.46001      680.50042      423.09280      955.68483      849.67066      758.03705      778.74012      487.95899      810.95392      463.90981      682.47674      525.51756      648.80924      578.99588      527.46224      593.41018      487.09621      441.12548      506.21017      478.39828      839.92139      433.54284      853.25654      431.79241      535.35899      622.11566      699.58115      1115.83743     768.71219      960.71541      898.66932      687.25048      1164.19478     1069.06089     631.44671      379.25428      408.48173      714.07409      1252.17785     501.90043      405.71551      2382.54175     521.43624      343.95342      662.96527      603.61299      465.86502      1230.98651     491.64639      694.43102      336.46388      720.99137      1526.91143     3410.76173     982.76920      460.90287      857.54737      446.75511      460.48175      685.88482      695.89515      765.24846      633.23258      1007.04149     672.17461      317.63524      391.59938      905.51320      787.83116      730.38584      816.83019      691.96862      1676.04317     701.04063      543.74478      3332.28744     499.39478      896.16709      814.90452      178.84462      748.79306      252.18251      717.59448      555.06066      633.28438      798.96975      1253.54688     874.60451      535.81275      1369.11255     1430.14224     656.66289      391.76905      591.60247      667.26982      633.01582      257.01765      678.29700      1195.02544     825.78651      540.56546      820.83765      852.02350      1029.47225     659.67752      1060.57751     723.94541      738.23329      774.70828      504.09744      759.87209      820.38781      716.86662      808.33544      524.93884      562.98450      817.92062      749.69153      712.20186      824.05544      820.30180      479.63281      769.60939      805.62991      404.78790      491.10217      445.12020      823.64337      569.02170      
1976 09 30 472.91019      503.38218      922.39916      1002.63496     1132.05024     1177.40312     1092.53436     1099.01096     1163.00533     1107.85351     829.45449      821.86757      919.60336      528.77424      766.16835      718.07727      795.59535      970.11308      727.19284      1097.28001     780.13651      755.94471      892.14467      847.35554      920.05539      771.55819      683.47947      990.68085      869.91432      727.88612      837.17418      838.01800      989.81125      1079.43775     939.78246      747.49409      1059.91332     904.93946      1119.67508     997.27378      818.72317      713.76360      1015.49487     1001.81200     1067.09442     719.54997      1305.94253     1462.90360     1432.13540     1308.02119     835.59326      1328.26513     739.41465      1263.32729     1073.35779     1193.47883     1079.53203     942.42042      965.82628      911.00925      701.43809      946.48975      956.76015      1304.58880     711.40337      1504.29253     863.66587      887.84649      1112.11518     1196.73778     1534.53428     1481.61421     1373.39807     1349.91460     1117.18495     1642.46897     1607.28718     1216.31103     639.82853      674.91913      1333.56551     1721.88118     824.77771      715.91381      3069.24878     1176.10516     595.34145      1185.17804     1003.44625     759.88537      1798.70163     833.99343      1342.37430     609.98326      1319.57088     2130.08377     3795.55413     1707.77704     762.20742      1555.42714     749.85179      783.30637      1166.74288     1292.99010     1380.28259     1094.69379     1708.88483     1214.79275     585.26797      655.23658      1622.02750     1365.13903     1244.88930     1371.08833     1188.21846     2528.79809     1167.11116     910.89790      3949.66687     845.19306      1737.28778     1571.20105     148.57037      1397.49974     511.91469      1504.00013     919.55653      1121.62228     1347.09675     2076.84936     1684.23892     872.92059      2176.74663     2135.02220     1167.16292     685.70397      978.74526      1164.55523     1127.76193     531.52311      1157.05936     1946.01770     1436.41843     908.84886      1576.72864     1510.95852     1795.86549     1153.62401     1787.87055     1257.51541     1314.68182     1454.70392     886.26438      1394.45957     1550.62602     1448.67709     1391.26489     1119.92702     1025.53834     1483.05882     1448.06194     1302.17519     1415.04354     1550.30110     844.16959      1404.42032     1389.13304     760.31302      929.26461      752.88398      1471.41085     941.29485      
1977 09 30 196.93229      220.41204      384.40545      425.67809      445.61823      489.39358      427.70427      480.20386      620.05492      564.60295      422.95052      315.86017      502.66875      229.29342      230.52902      239.83683      242.19501      573.29411      215.40545      482.18718      358.48727      426.73809      428.27363      513.59649      505.35808      386.35130      402.35592      417.61094      352.26635      249.51565      427.25397      477.85863      528.45050      474.46487      542.75265      285.55629      596.29256      478.77417      633.09471      541.34266      389.66668      449.40919      452.58178      501.28336      615.20862      272.61226      730.49196      551.21410      587.16540      532.96821      333.12850      560.18950      292.23641      706.03474      673.22583      696.33652      625.90719      551.96688      404.28917      464.68462      272.53877      504.33484      516.99576      723.63674      234.01564      601.88984      452.54957      356.91576      622.58646      475.55115      859.71691      615.82642      779.43880      697.44633      484.06568      925.16719      896.99598      496.27877      252.81703      275.09402      675.83434      1043.07978     325.20338      249.86667      2611.85481     615.75711      204.17261      452.92088      409.01477      301.31108      1140.56931     318.08232      743.15072      210.22581      656.21937      1335.94747     3891.80921     791.36610      318.28096      674.32436      284.29057      327.93479      476.51882      620.51370      747.67876      423.94216      783.18548      462.21745      187.52976      250.20111      891.77229      587.91670      509.48377      574.23910      483.35118      1562.23225     472.38372      352.16358      3739.33938     312.45958      764.10090      871.64242      139.32638      617.88925      106.30395      950.57971      346.54007      420.15815      556.93901      1140.75484     776.66698      314.99617      1197.28983     1186.32776     439.14848      246.01250      388.17751      455.02865      417.68198      104.85029      472.23670      1064.58446     601.10612      351.52779      674.78609      665.10848      966.65327      429.87453      1072.67403     512.18141      724.86591      800.01588      253.57042      585.18954      607.46377      853.22923      742.35334      555.88475      323.04173      665.71650      554.81789      462.86584      812.03210      882.97419      227.48307      785.31826      609.68970      208.05482      263.54805      275.22900      691.84898      343.27091      
1978 09 30 474.92330      488.12946      602.95179      683.06440      741.17259      789.77902      716.64669      777.65852      1139.80286     1087.25531     753.28859      494.23609      765.43692      492.01899      417.78781      415.05767      436.04992      938.65676      401.34863      811.69867      648.69873      617.36735      753.99339      734.58316      828.17570      638.50222      542.56054      636.99258      579.56793      414.45825      710.78666      623.41061      704.01019      789.57188      781.32958      445.93871      912.55757      633.42060      1027.49625     950.77464      643.36463      538.69979      647.62884      846.97747      923.33216      422.81455      1177.03536     851.48945      909.74390      784.03290      480.93504      820.43534      428.14559      1126.13923     900.23837      937.40872      826.37328      815.77999      593.31239      730.74964      405.97114      771.17988      842.47454      1066.64362     406.49547      900.08743      734.48914      516.88246      912.46627      727.74346      1353.31578     931.32161      1164.94010     1132.52817     689.14896      1443.27880     1357.61434     789.27538      380.51174      403.16652      1006.90673     1538.32745     463.01011      374.50002      2868.84768     967.80895      314.17667      711.05803      575.72210      438.13422      1613.44301     465.28761      1113.00394     314.72717      978.14838      1893.56095     3912.27697     1085.94580     445.25239      967.90052      439.04874      490.63477      675.83815      988.91911      1118.83252     596.53158      1096.69479     739.34158      285.42568      373.85861      1274.30321     849.02841      722.34398      806.36930      671.28534      2224.37097     676.99743      541.05554      3934.20410     489.09600      1086.76979     1347.84439     166.39477      1000.23155     219.37567      1244.44214     548.46141      651.23935      789.17711      1729.78494     1127.79980     518.99340      1762.01687     1867.72858     649.41528      384.13874      630.70851      660.65561      626.35550      215.36444      684.36506      1577.14257     868.06744      535.58370      1015.79041     950.45174      1478.68197     626.80352      1422.54788     728.70743      1005.88250     1157.34592     416.95533      880.77523      888.00491      1261.67821     1115.90086     855.77014      507.35815      1084.80450     849.80935      723.25386      1203.54318     1360.45172     385.62753      1331.68937     1003.57298     367.49644      433.95169      438.41693      1154.53927     550.71437      
