      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1973 09 30 533.20060      526.58878      512.21919      643.05673      464.35080      572.01295      661.12546      627.61991      659.37577      607.40374      640.37997      448.29276      575.48088      449.80932      597.71151      750.94297      629.74672      454.71446      474.43131      747.51359      601.89502      656.42195      560.22686      631.00838      623.11019      620.17657      427.45811      523.42686      435.52087      707.85190      591.44846      505.03541      364.56488      697.79320      565.96922      547.64182      608.59668      639.99575      634.43394      617.49695      607.21571      523.74249      602.63299      652.78482      650.38273      403.40062      
1974 09 30 536.80332      553.08309      543.54774      676.84964      494.00561      606.61091      693.73018      645.90414      653.33689      603.21531      637.58607      438.19769      604.79631      479.83041      589.18685      754.38230      627.10428      460.76828      468.35893      845.58936      704.73703      738.89931      614.06971      682.34708      758.42806      680.16259      468.74477      515.60368      411.31275      753.15593      665.38115      513.87093      358.93407      702.95200      577.15896      576.49311      643.78242      647.68871      650.33603      621.59919      622.37784      530.81312      598.64314      646.26575      646.05216      410.39717      
1975 09 30 517.32594      515.99071      496.61079      625.62720      451.85581      557.55419      643.30985      605.12698      632.06279      582.14731      607.85389      437.33377      572.01620      447.66660      575.29959      721.44234      601.29537      434.50712      454.59227      742.18126      601.00145      646.10325      539.41188      612.43003      630.38589      612.17123      421.60375      513.42473      426.72387      682.06916      567.15824      488.44238      357.55196      670.40061      547.51672      524.36410      584.60783      614.52832      612.51548      593.53453      586.20901      505.79868      579.65727      626.45824      625.20752      390.94205      
1976 09 30 518.41594      545.98290      556.49850      662.68964      514.89862      608.98803      681.49600      636.87140      626.29074      586.21412      611.15302      469.44554      680.64004      579.39345      559.01853      711.58745      611.20240      491.95955      484.98730      865.40823      759.75776      757.53666      637.52383      682.80882      824.57978      703.47063      553.88070      567.50635      450.77862      733.33896      685.75280      545.33151      433.67775      666.13945      577.91063      585.58756      641.86247      620.68599      628.56370      598.85294      594.50699      530.49929      557.35073      612.72141      603.79702      438.14780      
1977 09 30 537.94175      549.37804      537.27886      659.90095      488.48006      593.10821      676.09717      636.39427      658.13443      616.08834      645.46235      464.70511      637.03127      504.34965      599.35794      745.11184      629.40700      471.60075      484.03132      805.50743      681.17716      704.61508      599.83490      658.76432      706.32692      665.50895      488.41352      560.83276      456.69161      731.38904      635.82370      532.61250      391.54447      691.61786      582.09057      570.61539      632.01400      638.11286      639.14731      615.12964      616.40107      532.80877      593.42522      647.64259      642.15110      421.28861      
1978 09 30 550.26754      568.98414      573.84303      706.82641      530.69701      639.15876      720.96542      667.95103      667.00071      621.63072      653.75264      473.31078      680.42986      564.67290      603.31080      756.76076      644.23027      499.12054      498.04043      887.39768      767.80417      779.38359      648.95951      707.02103      823.22035      727.17263      532.62885      576.65553      461.14392      771.93019      693.17060      549.37666      408.88474      715.94665      595.57744      597.77688      661.88349      666.27284      675.86088      641.22487      632.20371      554.89879      602.02104      655.10609      649.99231      441.24625      
1979 09 30 535.66904      530.83385      520.12908      656.51010      471.83183      580.55784      669.59477      631.30575      666.02812      612.23262      646.29185      451.93068      605.88624      481.66917      602.19554      759.98998      634.11783      459.43896      477.54515      772.22502      627.98923      679.70677      562.75671      639.99244      649.59439      641.48360      435.55901      546.00682      453.60633      719.73122      593.15173      511.79119      365.01292      703.68590      563.51723      535.95156      604.92683      644.56747      642.03713      622.79913      608.18869      526.26741      603.53031      656.14267      652.47037      404.53221      
1980 09 30 507.72753      529.84713      540.20886      632.35976      494.10319      583.11813      649.06114      615.88862      613.45418      579.73366      601.21546      459.24271      647.68946      559.68506      554.63300      699.43675      600.85750      482.48129      479.60000      803.37810      705.36286      711.07800      608.96123      650.99136      749.81088      675.74792      533.10813      537.26536      430.90638      700.74582      643.23683      533.87847      429.98851      651.66993      563.62506      565.81862      616.22069      604.30164      611.83484      587.12309      575.71462      513.00740      546.71779      600.04186      591.39532      419.53838      
1981 09 30 511.35031      554.56784      553.07282      659.93335      511.66347      606.88668      676.31284      626.54577      617.12531      580.53309      607.48928      450.77304      656.74356      551.87744      556.85945      704.75710      601.39318      481.68500      472.70777      882.22755      752.94677      779.76694      647.77115      698.79747      852.18188      715.97839      535.11384      539.39732      426.01587      742.06790      702.60952      532.76832      409.63623      660.82186      569.53957      588.81534      646.46102      615.49940      627.94577      595.80716      593.32304      519.52148      555.03816      604.45278      597.06148      422.87091      
1982 09 30 504.64035      509.73476      505.49537      630.17321      459.83623      564.08218      646.43783      606.84112      622.17684      569.45832      594.68095      426.68342      577.44135      473.45205      555.48056      715.03123      600.19781      445.69231      456.39851      763.16829      630.18071      671.11556      553.83949      624.17817      672.30655      623.76512      435.91431      503.20382      413.24402      689.30515      589.80985      486.37272      360.84748      665.79856      541.27545      528.40710      588.04574      611.89707      611.48548      590.94202      576.80719      503.67536      566.61305      615.36948      612.05931      394.45283      
1983 09 30 534.26371      566.55208      561.50346      674.17145      515.86553      616.87750      694.04348      649.65022      646.05425      612.78581      639.82095      478.30158      691.82002      561.82229      582.90185      742.19107      630.34317      495.92654      494.98680      881.76905      767.74395      770.46009      658.61666      698.95169      823.39012      727.49594      556.01427      571.05324      455.33546      759.01983      697.23890      556.43844      430.38681      688.99326      603.57914      606.47332      664.73088      638.86268      646.04196      616.95451      613.60998      539.72659      576.68492      632.20167      624.40899      439.77219      
1984 09 30 508.47670      536.76135      537.62487      651.96596      492.75920      593.28443      669.10541      619.59380      628.77098      588.52669      620.00740      451.94069      650.11370      547.21564      567.11432      714.38918      608.98262      475.91404      476.51445      859.69248      738.56407      757.40900      624.81721      682.16833      809.06459      698.85628      516.44379      544.00881      433.00587      735.76075      668.76561      529.88137      403.53016      666.72979      565.78099      571.25372      630.30965      617.23446      623.97419      596.17809      587.91832      511.31174      559.69189      614.86572      602.16295      411.46511      
1985 09 30 517.21402      513.36594      483.34759      627.64526      439.25479      552.21763      643.76765      601.62746      639.87488      591.46986      625.10547      418.02923      554.73404      427.74026      579.34174      733.93342      606.56707      425.12397      451.13722      740.73454      594.19162      654.36480      537.04261      618.89325      631.53271      603.27845      401.27041      496.31337      403.00678      690.95114      566.67894      480.89118      326.81473      682.57339      543.02154      521.40714      583.52000      624.39635      618.45101      605.18282      592.41412      495.46504      593.13913      635.60106      630.14994      368.15562      
1986 09 30 503.13655      523.17430      512.79059      634.35949      467.32108      568.58218      648.44108      601.36103      608.99894      564.39741      595.27679      421.52376      589.82820      474.26329      546.73591      700.16759      586.79827      438.79661      445.87405      795.65789      657.27661      698.10771      576.61115      640.13381      728.51979      639.32258      450.13816      508.02545      412.23457      699.84509      621.14873      488.74050      356.05795      654.27278      540.05282      539.55740      600.34813      608.82586      608.60095      582.29721      583.31411      500.52836      560.36406      602.57480      597.65240      394.75069      
1987 09 30 532.36887      531.54394      520.98110      642.60751      462.03328      571.39079      657.62266      619.60384      652.12322      600.00118      636.01452      435.54341      587.40058      457.73371      583.27088      743.61714      621.44948      445.91552      465.10875      770.35210      625.81019      673.78268      563.73075      633.80427      662.29232      633.09347      432.36078      523.48618      428.50802      708.65372      595.43999      501.99603      355.15198      689.95355      559.27523      541.64922      603.96931      634.18702      625.94369      605.47377      606.82925      519.70791      594.99351      646.45419      641.61571      398.74283      
1988 09 30 517.47461      528.08796      506.18172      629.42867      458.63917      560.47267      644.49637      603.97366      630.42520      585.28046      619.04528      436.73384      593.08481      463.61195      569.26671      721.02061      599.91447      442.20158      455.55586      768.01467      619.39845      673.97495      564.66734      628.48176      675.74471      639.42009      433.53045      526.79068      432.54490      699.99040      601.66805      497.52570      367.05961      667.34252      545.45611      534.66084      596.68022      616.71499      611.97959      589.68737      595.14754      504.69867      578.78919      624.58090      617.61270      390.26533      
1989 09 30 520.97125      539.85662      507.47311      627.91418      454.41304      561.24077      645.22303      601.31039      627.73912      589.12562      618.90470      449.84380      611.16327      475.19007      567.92206      715.52978      599.38788      441.40693      460.97742      792.86138      660.53379      691.04754      587.50356      643.50045      705.33618      648.21596      465.43077      531.88920      436.23888      708.31564      618.89328      511.72451      379.73129      664.49092      564.77923      559.08764      617.68086      612.60885      607.06735      587.76939      598.23453      502.29126      567.99725      619.72370      609.71934      389.88838      
1990 09 30 507.79337      519.09093      490.16527      624.89811      445.27995      552.42790      638.35925      592.97259      618.36876      571.81787      606.80177      413.82620      574.02507      434.38851      559.34382      712.76499      585.28562      417.67620      435.85089      780.60000      622.61600      682.27474      563.68713      634.32032      683.32619      635.95733      414.32241      501.71432      401.95248      703.17953      611.03919      474.28309      334.40658      659.72445      534.92358      531.71094      596.71671      607.46732      606.41798      582.62300      588.57137      491.44028      572.07473      614.10695      612.97061      371.34913      
1991 09 30 516.76973      528.63157      521.66031      644.74889      481.95882      585.00975      666.00892      628.78524      634.96798      590.22958      610.24619      460.76737      664.16703      543.52791      578.26239      723.31228      609.75826      471.90858      476.29949      833.18475      705.97868      722.81601      608.22593      660.42430      766.02343      672.84907      504.76459      562.13667      450.50121      721.46169      647.81659      527.20086      410.66950      670.68037      566.14890      564.94016      626.35537      620.89504      622.30579      597.87265      593.89231      524.17260      579.40230      627.65961      622.45762      420.26687      
1992 09 30 562.80728      571.45092      558.87881      679.97737      497.46680      608.95024      698.75553      659.02867      686.98876      634.71747      667.05159      479.83119      647.01580      505.30752      617.67004      781.66609      655.90284      479.27685      495.98717      841.59885      689.26905      734.84485      615.32481      687.45637      732.54825      689.10706      485.14251      575.38856      475.28306      758.04698      654.42861      545.68764      400.21304      722.66772      599.42248      582.19544      651.12449      665.25617      658.15908      635.05142      642.26239      552.10509      622.07019      679.57615      672.63328      427.81219      
1993 09 30 510.96149      554.42406      556.30296      652.95712      515.18937      601.14264      670.51087      632.32819      625.08527      585.11800      617.37980      458.86608      659.42518      550.73879      553.65211      715.33955      613.24383      492.57245      482.49756      846.31869      727.81424      750.80798      643.64146      683.63467      794.98570      704.01999      531.92894      551.00857      439.90107      735.98384      689.85783      537.91459      421.31530      664.65580      575.56095      589.21898      648.91822      621.73651      621.87210      595.29447      595.84751      531.30732      561.00571      614.30406      601.80432      446.19748      
1994 09 30 503.77543      492.81368      474.87727      607.40968      428.89020      533.62149      621.64995      588.44226      627.11820      575.90951      607.90319      428.07097      565.35775      426.69735      569.06059      717.31375      592.84570      416.91768      443.70179      710.84230      573.22527      617.70420      509.72524      587.58737      592.98428      584.05049      392.92772      523.38141      434.44588      665.09691      537.62013      473.49431      339.94293      660.37363      523.53950      493.40808      558.61954      606.63942      595.28988      580.27031      575.03371      489.31450      576.72518      623.05327      616.75580      369.19094      
1995 09 30 524.80264      528.65577      522.52745      648.15963      470.03113      580.18125      666.17753      627.87719      652.58981      595.11992      624.58729      449.19186      586.54162      480.88150      581.74610      743.20229      626.01833      461.53154      477.89068      791.12515      655.35086      688.17820      569.29045      645.63085      691.27953      638.63691      458.10037      517.81362      428.84248      710.46657      604.06924      513.46292      380.74725      689.80496      567.70488      545.21731      610.37400      633.35014      628.98319      611.33777      599.78542      522.48208      593.72591      645.06913      639.35222      406.21998      
1996 09 30 515.46632      531.22829      522.40121      659.70128      481.74278      588.94424      674.02286      625.38307      633.81245      582.28529      613.54547      423.12023      602.90962      482.85041      569.49086      728.64794      604.87567      445.86670      451.45453      841.75764      700.26498      733.71918      591.44048      668.38139      776.51905      661.66744      457.59285      517.59182      410.34810      729.01747      643.54680      500.49527      345.89376      677.09039      552.23231      551.11240      617.95309      627.14038      627.81273      599.66620      599.40606      514.25309      583.72294      627.60193      623.89170      398.77467      
1997 09 30 515.81558      561.90312      539.43349      650.61428      493.58363      592.32715      665.73134      614.13057      608.91577      575.53598      605.49904      447.46334      665.04503      536.64070      547.50086      694.73087      590.92602      463.36713      462.90424      885.49604      755.93966      773.23680      649.80699      691.05109      852.93949      711.80548      529.61980      548.96772      435.89468      738.77941      706.19812      525.50637      401.69363      655.16735      567.67555      585.45262      647.61748      610.72642      616.50286      586.22868      599.48721      510.01833      552.47225      598.81357      589.40065      408.61463      
1998 09 30 479.67412      485.41739      451.04109      574.54031      405.41326      504.80144      586.31791      551.84023      575.27462      535.17329      567.60177      384.02590      528.34939      390.61320      522.92829      664.60302      545.36900      386.01197      405.37244      720.68992      568.19918      626.52973      526.58792      585.23339      634.73301      580.25918      378.30535      466.24069      379.07270      651.44085      565.56827      438.89705      304.39746      612.24244      500.09689      502.05598      558.06786      563.16047      557.12800      538.26696      554.05767      457.63871      530.41357      571.90903      570.60015      347.25961      
1999 09 30 495.04932      520.61204      515.18769      621.60599      471.76698      566.19856      637.58818      593.40958      595.27994      559.39080      585.77051      431.61310      611.53769      511.59941      534.55111      682.14672      579.01322      452.99426      452.05511      806.98787      689.32512      707.39436      602.49929      642.91232      749.63475      664.24935      494.74505      514.79337      412.62891      702.56484      646.50798      503.14067      386.83325      633.81578      547.00034      557.13521      611.29264      589.44312      590.85182      563.66627      572.03480      493.50299      536.33562      586.32566      579.72067      399.59852      
2000 09 30 509.29602      541.08801      538.50978      651.74255      492.90697      591.34760      667.65540      614.38583      613.30294      569.08261      601.88717      434.79427      625.80226      516.79904      548.34687      703.60702      593.22459      457.69600      457.58615      838.93848      710.18082      733.77782      608.23673      663.91822      789.93168      673.94131      492.05844      526.78974      419.86899      715.23559      658.45423      508.08858      386.46897      659.62809      552.20622      557.02357      619.27675      615.49547      621.36711      589.54493      589.99495      513.09821      561.16241      605.02218      598.77232      410.13789      
2001 09 30 508.69916      533.81758      529.31421      632.72795      480.79030      574.74634      646.44592      604.46354      608.90379      572.48689      601.66772      444.96291      639.03104      527.64398      547.75859      692.76525      590.59451      462.27428      463.07600      790.53033      690.85606      691.24293      597.54684      633.81710      727.30750      653.70854      509.49659      542.80739      440.04511      695.52232      634.59015      518.80099      399.02737      646.91714      554.67057      551.51935      610.87207      604.11822      607.17230      577.27511      582.76706      506.60794      548.68959      598.48458      589.60478      410.43791      
2002 09 30 498.22503      490.84381      470.06334      608.66443      430.29042      534.51130      619.69876      577.18493      604.99655      555.61601      586.07276      407.62325      533.40999      417.21262      549.12418      693.12316      573.12913      413.97149      432.50247      714.13588      570.55560      631.66344      514.16407      592.26151      614.21970      584.09556      385.69860      487.14339      408.12346      658.88230      546.99326      458.72141      324.29323      644.84381      513.63042      497.97469      554.76329      595.40370      593.43682      571.67726      567.20980      480.93071      560.71728      600.40891      599.24376      366.17631      
2003 09 30 517.75006      511.44659      494.33056      623.98532      441.44560      548.57979      636.10457      595.95106      629.83815      577.71325      608.85612      420.64312      547.60947      433.95549      569.30793      717.96487      596.66386      427.51962      448.55221      744.58489      599.23177      651.24220      537.99190      614.53564      640.27022      602.58350      407.60991      497.60814      415.69199      684.21087      573.24888      480.45407      341.10821      667.24475      537.53073      520.14877      582.51710      614.45888      609.84467      587.36704      589.29311      498.73482      580.31506      624.79364      621.51449      377.95332      
2004 09 30 519.97949      519.86209      507.54967      647.50129      467.34766      575.58095      660.31908      608.13759      625.79032      579.55684      608.76544      434.62486      591.49696      472.56198      567.30678      715.72454      597.65926      437.75804      452.45857      772.37108      636.43388      671.32896      556.75527      625.70372      678.18304      623.87787      437.67251      531.26684      430.78717      696.80471      594.31489      489.49659      358.75427      669.81410      543.48536      532.81920      594.35956      621.97984      618.85304      593.01707      594.13726      507.14739      570.74677      619.92774      614.47243      390.43135      
2005 09 30 501.15613      506.22399      488.17529      613.75800      443.65560      544.05637      625.58820      584.51651      604.66578      560.02708      589.78255      418.84767      568.36954      448.44185      547.32342      686.74441      575.99129      425.63017      437.61299      745.88314      602.24509      656.66877      543.32499      611.28502      654.68736      604.30352      416.17733      514.33899      425.86765      675.94384      579.57475      477.15000      346.87645      640.32199      523.22600      517.66296      575.50119      593.69733      591.97264      566.45624      575.50113      489.62648      553.31035      597.98411      594.95797      381.56623      
2006 09 30 522.61540      510.32393      493.99035      638.67333      449.82004      559.87770      651.56897      610.38896      643.23091      589.00805      622.54486      422.04116      563.48897      432.70145      581.35625      732.88999      607.88127      430.55711      448.87389      750.52497      593.04623      652.78391      531.02760      615.64249      632.34916      600.25334      391.12040      520.25343      426.79758      694.74086      566.97722      476.36376      324.12146      679.30534      535.09413      513.44791      580.83589      626.59633      615.16257      595.43353      598.23482      509.97541      594.51450      640.47673      639.28792      387.68856      
2007 09 30 463.69922      472.20788      459.33749      564.11650      411.81961      506.81034      578.81213      535.97631      558.01741      518.59559      545.49092      399.61515      541.52557      440.33929      504.63305      630.08071      532.16310      401.07698      415.33452      686.10011      566.85679      602.78789      510.05569      556.39953      606.29696      573.65153      407.63975      482.06411      403.87149      619.95129      543.09953      449.50923      346.43944      590.34453      487.44915      480.20315      533.17507      549.74770      547.91153      525.00439      530.11970      452.82942      510.44374      551.41865      545.30224      351.80444      
2008 09 30 428.26025      453.60063      432.45482      533.06167      395.53805      478.86008      544.31166      499.81031      511.89052      483.13490      512.45084      365.13850      520.98654      406.61901      465.61026      581.13596      490.03938      371.26771      380.58635      672.65620      561.66361      586.27047      501.45384      538.49730      612.96700      549.39718      397.08890      449.50663      367.73540      591.24898      541.44231      419.98493      313.46823      545.69165      459.46984      462.34904      514.38401      510.72012      510.63779      486.61852      495.21730      419.43002      468.72320      505.30127      496.93013      331.96365      
2009 09 30 505.07042      507.41745      489.84057      614.88590      443.56228      543.63593      625.48055      579.00953      613.11080      562.56434      600.04624      409.97710      542.79380      425.88285      546.41943      688.36118      582.02914      422.43688      442.06682      699.84653      571.00628      615.19581      518.98479      581.05406      599.20971      576.00266      395.29349      499.38366      415.82128      652.05383      550.72925      466.86832      337.89748      645.12521      518.62825      496.43552      560.24426      604.80700      592.52293      570.26063      575.73392      493.11555      566.46875      609.89284      601.21440      384.15095      
2010 09 30 466.27369      486.39025      464.22380      581.85378      424.46032      517.61161      590.95691      537.88224      556.98363      521.41384      554.06266      379.28787      541.78489      420.18910      506.38511      631.91564      528.50025      388.33483      399.70079      725.72611      591.10007      629.50579      523.80098      576.48162      658.52009      584.65127      396.54298      472.89595      380.59928      638.39092      567.64186      437.96831      309.31242      590.64458      485.78343      487.48715      545.26214      552.17191      553.12162      524.04084      539.79096      450.52449      511.49760      551.43859      544.50104      346.80410      
