      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1974 09 30 536.82798      545.14323      537.85503      669.64266      490.16810      601.66350      687.13606      637.85065      644.49436      602.56327      639.46700      444.79994      601.85369      477.93390      587.60345      742.60610      620.09055      456.28255      460.43421      842.00956      700.82458      745.43849      615.06655      681.94018      754.63132      697.74289      466.60979      529.72603      420.07993      754.55645      664.74523      507.97193      370.75420      693.14879      575.44229      576.54917      641.50476      640.20834      644.47378      615.52108      619.33787      525.35326      589.70130      637.59838      639.24980      407.12115      
1975 09 30 516.73782      505.93797      492.94242      622.90365      450.37326      554.44629      640.49102      600.18413      624.98187      581.29983      612.98245      443.15152      569.77557      445.48696      573.63511      709.32010      598.20474      432.04839      447.09485      738.54047      597.22760      660.45407      539.83377      618.42658      626.99811      633.91068      419.24307      522.96237      431.35447      682.23863      566.09390      485.13847      368.19395      665.16153      545.66777      522.43187      582.42517      610.89569      608.90295      590.17240      582.65090      502.56800      573.38363      619.89138      620.95118      389.14418      
1976 09 30 518.46172      541.26931      552.85617      661.17167      514.22630      607.81594      679.58670      633.29848      620.31072      585.89220      610.97627      473.92494      679.42149      577.20012      558.61871      703.72661      607.86820      489.29402      479.10811      863.13670      757.44720      768.18342      640.77588      687.87632      821.67743      720.36255      552.40247      575.03821      455.18507      736.49952      687.12407      542.32786      439.77261      661.63126      577.39920      585.36095      640.31653      617.64901      626.42737      595.75122      592.08913      527.70121      552.38127      607.04590      601.27170      436.48187      
1977 09 30 537.97901      540.72005      533.75629      655.91295      486.51431      590.94490      673.55536      633.01955      652.13214      615.54061      648.20238      470.13498      634.81180      501.75171      598.22374      735.59422      626.99649      469.51726      476.90861      803.14746      677.67922      716.56241      600.82796      663.54084      703.19835      684.81672      486.05190      571.70894      463.16762      733.00260      634.50733      529.03321      400.99708      688.10468      581.43711      569.80688      630.19823      636.63049      637.93663      613.24972      613.46953      530.59939      586.90968      642.51061      639.24002      419.39476      
1978 09 30 550.25505      561.10772      570.99678      705.92681      530.07878      637.83644      721.52473      664.18008      661.63980      621.15756      656.33438      478.74631      677.90575      563.45642      602.19179      749.56949      641.68305      497.32150      492.10972      885.08618      764.94073      788.65868      648.94225      709.23427      820.11874      744.13581      530.86386      588.61553      467.92485      773.53299      693.80339      546.00653      417.90894      712.60378      594.47571      597.49311      660.15749      663.49924      673.65661      638.97054      629.39544      552.49293      595.65947      650.00278      647.16512      439.69285      
1979 09 30 535.73311      520.23533      517.62032      656.69706      471.27496      579.28999      668.77526      626.84689      659.83544      611.48854      649.02717      458.15386      603.18377      479.75373      600.35753      754.36456      631.54993      457.74874      470.15576      769.15674      625.28790      693.93882      563.05400      645.73288      645.84421      662.76831      433.89307      559.23886      460.43067      720.94223      591.31778      508.62984      376.72077      699.54834      562.24697      534.62087      602.60134      641.74344      640.13512      619.67729      604.75510      523.71289      597.02511      650.69943      649.54625      403.25210      
1980 09 30 508.20904      525.56968      536.57903      631.31426      492.16482      581.60985      647.63239      611.73525      608.89532      579.51731      605.89963      464.03191      646.50956      557.33429      553.71948      690.37087      597.19328      479.52827      474.68410      801.51233      703.39859      720.95591      610.83164      655.48007      747.08662      694.40849      532.06990      544.89372      435.31051      703.26023      644.55585      531.40291      436.66961      647.00271      563.03512      565.94340      614.93572      600.98034      610.45865      584.63507      573.61498      509.85654      542.74601      595.39450      588.76131      417.55533      
1981 09 30 511.60390      550.90964      549.58520      656.02239      509.38590      604.08673      673.29536      621.65564      612.49650      577.50106      614.99196      456.48355      654.53648      550.07946      555.56200      696.91991      597.24480      479.38266      471.01052      878.67703      749.14192      789.60991      653.78731      705.81026      848.51246      733.77586      533.21557      549.30076      431.78991      747.40578      705.83398      527.91019      418.79858      655.56807      567.68825      591.10160      644.60331      612.13302      624.22011      591.84530      591.09073      515.98491      550.34053      600.16185      593.59620      420.94639      
1982 09 30 504.17934      500.06713      502.87719      629.92961      459.21999      563.35707      645.49372      603.76818      616.98968      568.48272      596.66716      432.08724      575.05335      472.31752      554.15585      704.37487      598.37253      443.75711      450.28445      760.48640      627.62880      686.02486      552.76245      631.64178      668.90254      640.39250      434.38977      513.76413      418.64712      689.81379      587.52458      484.10443      370.24738      663.76451      540.29374      526.33313      586.10279      610.21267      610.61811      589.81773      573.71475      501.31622      560.83720      611.18620      608.98876      393.18222      
1983 09 30 534.91531      562.20428      557.66862      671.82966      513.56364      614.47571      691.49830      645.35881      640.67538      612.57735      642.78457      483.71025      689.41804      559.24435      582.07643      732.75963      626.93874      493.41622      489.38149      879.71371      764.04317      783.21659      660.85342      705.59930      820.67146      744.79456      552.94283      581.37035      461.59242      761.08902      698.12199      552.10659      436.88080      684.52420      602.01845      606.16738      663.39972      635.11179      643.27293      614.35220      611.27195      536.58753      571.46184      626.96510      621.12486      437.01979      
1984 09 30 509.86217      531.43077      533.76291      648.77746      490.89161      590.72894      666.67676      616.12455      623.64069      588.21595      624.35799      457.64168      647.96537      545.70370      566.12101      706.55684      605.47674      473.50502      471.73915      856.49955      735.90633      767.62334      631.00895      686.97972      805.61649      719.16336      515.05034      555.52554      439.53781      740.93053      675.69023      525.02032      412.06331      662.37817      564.31795      575.06656      628.38463      613.95345      619.92399      593.43813      585.67328      508.30127      554.92524      610.11022      600.05560      409.83296      
1985 09 30 517.56063      504.71518      480.20281      624.44325      437.29594      551.07392      642.11717      597.55250      633.39834      590.47304      629.69155      423.92916      551.66046      426.12249      577.32743      726.28568      603.29098      423.01454      443.46005      737.90403      591.88730      666.09650      543.13566      622.03161      627.47256      625.64036      399.55855      509.23239      411.19159      695.79655      571.27550      474.96094      339.36772      679.26690      541.81891      524.36169      581.05028      622.59247      618.40877      602.85659      588.79931      492.77109      583.89173      629.70527      625.73516      365.94855      
1986 09 30 502.95177      516.74700      508.70100      629.00388      465.05635      565.57295      644.23125      596.83314      602.41395      563.17134      598.72581      428.03290      587.18824      472.75101      545.49252      690.39913      581.70145      435.64471      440.24135      792.18395      654.07983      706.67531      578.04800      644.61990      724.73956      657.76989      448.23413      520.10391      419.40912      701.92603      623.86730      483.27560      367.01817      648.35014      538.42947      539.32803      598.06087      603.79845      605.78521      578.65193      580.35525      496.87700      553.93694      596.17121      593.49948      392.00823      
1987 09 30 532.18454      521.80718      515.76282      637.22816      458.99264      567.60531      653.72478      611.85292      643.18995      599.14186      639.23495      442.29501      584.60535      455.38042      581.52649      732.49214      615.99978      442.10242      455.84021      767.98930      622.78456      684.99275      564.41186      637.77989      658.46514      654.11565      430.57049      535.44634      435.93497      711.43738      597.48731      497.67995      367.12081      681.56360      558.00326      540.07133      601.88909      628.13216      619.78806      599.56376      603.66105      514.65988      586.96167      638.37315      635.92738      395.81538      
1988 09 30 517.76724      521.28090      501.57993      627.94472      457.06216      557.99954      641.90650      597.08813      623.74487      583.31649      624.07229      444.76166      590.08083      461.68953      566.91416      708.78219      594.95491      439.42589      450.79276      763.59218      615.37385      687.73721      574.72861      634.44009      671.96143      664.80040      431.31136      537.78878      439.11038      707.12725      607.51337      490.56869      380.44451      661.55559      543.68186      540.41439      593.76444      613.58128      609.21212      585.09460      591.50307      499.75815      571.84776      617.87245      612.90024      388.19530      
1989 09 30 521.46933      532.90953      499.54168      619.09211      449.06033      554.38051      636.92529      591.08634      616.31095      588.38841      624.99297      455.33113      608.36875      471.87578      566.34646      696.47632      590.94129      436.19276      451.25434      787.92696      653.72962      709.46473      596.25558      652.99308      702.29167      669.22096      461.95959      544.11793      443.95383      712.69037      624.74656      504.25869      389.32046      652.34111      560.35531      561.58222      615.58431      603.43580      598.70101      580.72638      595.40899      495.47155      559.65265      609.03466      602.20050      385.99572      
1990 09 30 507.90801      511.12744      484.35894      615.64293      440.94100      546.51283      630.00438      584.55955      608.92584      570.61428      612.53038      421.94855      570.74421      432.32551      557.52814      696.65518      578.42494      413.90009      426.57252      777.52727      618.02165      692.13378      567.18605      637.05002      679.55637      654.66939      411.77114      516.26087      411.14571      704.66405      610.16614      468.51097      348.79199      649.06358      532.50597      532.94025      594.13050      598.27841      598.07847      574.88596      585.39374      486.29757      561.87822      605.13998      605.84675      368.31569      
1991 09 30 517.05415      522.04737      517.59197      639.76281      478.40121      580.16963      661.20162      622.70590      628.49015      589.75794      615.26440      464.57207      661.86781      541.52246      576.76148      712.15891      605.20861      468.45417      470.42942      829.54959      702.15189      737.81601      616.70697      668.37955      763.28796      691.27177      502.77262      569.63776      454.85222      726.38421      653.42064      522.56450      417.67161      664.88729      563.47491      568.51241      624.38870      616.48862      618.40992      593.60052      590.88359      520.18689      572.45939      621.44041      617.67985      417.55287      
1992 09 30 563.80144      564.15429      554.52631      674.44385      494.72379      603.41058      692.34699      651.94332      679.29635      634.22829      672.34910      487.90086      644.09509      502.71558      616.57993      766.70566      651.59427      475.68926      488.03390      837.96610      685.61159      747.69383      621.36391      692.75919      728.93235      713.68593      483.16971      589.81772      483.55302      762.51112      657.82375      540.86014      412.70253      716.00153      597.46813      585.94885      648.82276      661.45362      653.39702      630.01976      639.25063      547.20156      612.05217      672.39174      665.61320      424.26454      
1993 09 30 510.84118      551.07160      550.98695      645.66908      511.31269      596.66605      664.92040      624.95087      618.16050      583.30569      621.84355      464.15968      657.19149      548.68446      552.38189      703.17065      606.41496      488.75502      479.70877      843.15992      723.24265      757.78495      644.81325      686.58869      791.56968      718.34624      530.01768      560.31804      445.72915      738.05705      689.84960      532.84572      429.22438      655.94234      574.14220      588.57233      647.44355      615.03237      615.88096      589.49111      593.78968      526.33550      554.30032      607.27137      595.56903      443.06646      
1994 09 30 503.07351      482.18035      472.20974      605.45915      427.55801      532.09820      620.10784      584.14552      620.69736      574.98995      611.00509      434.06631      562.93089      423.99951      567.68226      710.47498      590.75886      414.84645      435.73208      707.70648      570.29355      630.03322      509.45319      592.16479      589.27439      604.81828      390.91127      533.59079      440.03685      666.52188      535.35469      470.12952      350.76037      657.30315      522.51535      491.16669      556.24449      604.28958      593.52655      578.44419      571.44354      485.98907      571.74989      617.57396      614.20014      366.77958      
1995 09 30 524.30561      519.67970      519.81998      645.84106      468.66783      577.45050      665.57648      623.66513      647.80568      594.45449      627.79915      455.34978      584.36828      478.87590      580.65855      734.78470      624.56627      459.52841      471.48117      789.10812      653.21699      702.14649      569.24178      653.10524      687.90856      658.64277      456.58640      530.44221      435.76944      711.84856      602.36111      511.44598      390.15657      687.69305      567.16722      543.23081      608.62867      632.04824      628.03931      609.65480      596.81234      520.04374      588.70468      640.90092      636.37742      404.08015      
1996 09 30 515.41285      524.20218      519.51783      658.50362      481.09568      587.30561      673.09792      622.63983      627.45102      579.83398      618.19187      429.57534      600.09417      481.38152      567.62166      718.37698      601.27374      444.16372      448.23710      838.65235      697.50298      747.78109      596.82633      676.89022      772.67166      682.81909      455.63003      531.79862      419.06010      733.61096      646.48121      492.55288      357.38381      674.49624      550.38947      553.73288      615.79454      625.25295      626.41128      597.73482      596.10608      512.56961      577.85097      621.98711      621.57160      397.42416      
1997 09 30 516.73730      557.03837      531.48976      638.51978      487.71819      583.83562      655.55126      602.69489      599.10445      574.27069      613.92046      454.01896      662.68923      533.94016      545.68927      681.61189      581.35818      458.01827      457.71001      882.00319      750.40574      782.38524      656.24146      694.91719      850.20546      728.08325      526.82931      562.09033      444.44948      742.04178      709.90108      517.87207      414.04567      641.06962      563.62346      588.24852      645.63858      600.98127      607.51240      576.05945      597.68974      502.36631      540.70915      588.68252      579.99406      404.49822      
1998 09 30 480.03228      475.97789      447.78650      570.82295      404.03825      504.16866      584.49547      546.39024      569.34460      534.86263      569.65690      389.64409      525.00487      388.53795      521.32291      657.22093      542.59382      383.76528      397.96099      717.55922      565.19360      637.10574      525.14539      589.69123      630.93771      595.03475      375.67125      477.90041      385.29758      650.51746      563.33319      434.87576      315.36952      607.39326      498.09031      502.07322      555.34010      558.96471      555.25499      533.77893      551.16476      453.25779      522.36547      566.19893      565.69013      344.74281      
1999 09 30 495.40325      514.84710      510.52580      613.95658      468.80234      562.06321      632.35548      588.89320      588.54267      559.22628      587.31487      436.39038      609.27700      509.58866      533.44081      672.15277      574.18810      449.84425      446.11668      804.36753      687.03380      714.91647      603.26318      645.38224      746.28666      678.04610      493.02164      523.80077      417.45710      703.59547      645.07698      499.63841      394.56642      627.26570      545.76368      558.25180      609.54028      584.21838      586.70287      559.82120      569.63180      490.03536      529.12099      579.23843      575.58058      397.10681      
2000 09 30 510.55309      535.17180      531.46640      643.24074      488.66563      586.16283      659.63014      602.94306      604.13020      568.21441      609.24512      442.49447      623.42719      514.69753      546.81459      687.40485      584.79582      452.77616      452.29403      835.05131      705.44970      742.09887      617.94872      669.17369      786.40922      695.32848      490.49147      541.48784      428.94948      723.08391      666.44331      501.00848      398.56367      647.40821      548.96660      562.96625      617.11872      606.30157      611.90274      579.46247      587.59317      504.33998      548.81470      595.92247      588.61282      406.32459      
2001 09 30 509.20240      528.35628      525.19622      627.51445      478.51103      571.36066      643.98511      598.19160      603.24322      572.25864      604.03647      449.66346      637.47304      525.33061      547.15009      680.72626      586.59687      459.44410      457.59575      788.10747      688.11706      700.49345      598.44857      637.33722      724.62944      669.72059      507.52091      552.00798      445.63497      696.65377      636.04978      515.11713      405.48414      640.73368      553.87869      552.23260      609.36743      599.20312      602.32605      573.34310      580.59918      503.38857      542.91500      592.63571      585.47773      408.15128      
2002 09 30 498.07285      480.44249      468.74340      609.91155      430.39854      534.74421      620.35984      576.39485      600.30098      554.54733      591.88216      412.81320      530.47883      416.05410      547.75394      688.18340      572.47460      413.11955      426.25990      711.67923      568.75011      645.79875      519.34172      598.70216      610.19593      603.95836      383.86605      498.48369      413.91811      663.45074      549.20938      455.12341      335.62499      645.83009      512.84268      499.19517      552.51284      596.13420      594.54575      572.20873      563.66020      479.23653      555.63368      596.47764      596.82028      365.21995      
2003 09 30 517.04648      501.78967      490.68109      621.69650      440.08810      547.33786      634.00071      591.63725      623.38363      576.47458      611.68840      426.88172      544.88561      431.75538      567.85030      710.99131      593.19380      425.10325      441.20133      741.19028      596.85517      661.72110      538.51534      618.58563      636.35807      624.03710      405.93054      509.19421      422.28203      685.81316      573.41584      475.51096      352.58163      662.20947      536.13070      518.71403      580.18622      611.71358      607.76266      583.73711      585.57744      495.26005      572.64988      618.70768      617.50948      376.29759      
2004 09 30 519.64899      507.73974      504.05822      644.07273      465.53857      572.55752      658.42777      602.64384      619.39971      578.86576      612.52671      439.35802      588.82827      470.26296      565.73252      706.63990      594.24740      435.10828      445.07521      770.25845      634.65401      684.84383      557.33647      632.35304      674.61511      641.69005      436.16139      540.70566      435.82971      698.87354      592.76280      487.15712      367.72263      664.89711      542.61247      531.66505      592.35059      619.30432      616.25879      589.26333      590.98379      502.76170      565.01204      614.16463      610.13932      388.46366      
2005 09 30 501.09358      498.91858      484.40710      611.03738      442.32534      542.35873      622.99583      580.37487      598.14639      558.68029      598.77747      423.59399      565.49742      446.73020      545.94727      679.88027      572.07872      423.19400      431.44053      741.59321      598.65819      675.05794      552.55268      620.03934      650.89620      624.84981      414.28164      525.29510      431.49914      682.69603      585.75679      470.34537      357.74934      635.83201      521.06817      521.48925      572.99134      591.15756      590.02907      563.73124      571.93616      486.48089      547.86077      592.37243      592.43668      379.83368      
2006 09 30 522.03395      496.29013      492.06445      636.77074      449.01384      558.11671      649.44538      607.22475      637.76751      587.91877      625.16194      426.91935      560.27041      431.47032      579.41120      727.23062      606.46934      429.20150      441.66193      746.98233      590.21589      664.11546      532.20824      619.36139      628.31457      619.90667      389.31856      531.44126      433.03100      696.34164      567.69761      472.81914      336.03827      677.33163      533.97651      512.60065      578.18431      624.90938      614.03803      594.23776      594.43672      508.08128      589.47091      635.91608      637.05719      385.45154      
2007 09 30 463.27235      464.62816      455.53947      559.32704      408.71034      501.22552      575.26498      530.58795      552.12837      517.93250      548.75306      405.40306      539.23649      439.10976      503.60179      620.94339      528.55006      397.79356      408.82706      683.51926      564.40687      614.09000      510.24396      562.84146      602.81385      591.10965      406.10525      491.36240      408.69863      620.77659      542.82653      447.44934      355.10940      584.51645      486.58051      479.56750      531.46201      545.03184      543.32858      520.81651      527.63153      448.63874      504.11192      545.49656      541.70427      349.49697      
2008 09 30 428.83533      448.62616      429.67734      532.30304      394.51020      478.16434      543.40031      496.81769      507.47292      482.77163      515.78156      369.92748      518.87015      404.54578      464.68491      574.65736      488.03318      369.18667      374.88110      670.71539      558.44449      593.31315      504.02871      540.56595      610.06599      562.42785      394.60460      459.36942      373.86491      592.06232      541.23358      416.05078      320.37570      542.61112      458.39955      465.10804      512.85424      508.33381      508.36230      484.27106      493.31857      417.51710      464.43560      501.22569      495.15607      330.41651      
2009 09 30 504.96789      497.51304      484.79395      610.06929      441.34022      538.37447      622.40495      572.60717      604.18634      562.46492      603.24943      416.56253      539.91310      424.36384      544.88678      680.75804      576.50185      418.83046      433.98207      696.54407      567.40850      626.43085      519.87394      585.19243      595.58166      594.56924      393.54531      514.58912      425.24120      654.05038      551.37881      462.10155      349.76727      638.52454      516.78986      495.87660      558.13497      599.56645      588.33306      566.28999      572.76440      488.82620      560.06765      601.26339      596.75087      381.41779      
2010 09 30 465.81561      479.36532      460.51424      576.84074      422.03363      513.28538      587.50839      532.95382      550.55546      520.39847      556.88711      385.34372      538.90449      418.66644      504.76891      623.25782      525.05173      385.86586      392.90145      722.56010      587.72863      635.85806      525.83256      576.68274      655.19673      601.57631      394.45172      485.09421      388.22895      640.15004      568.84707      433.11224      319.58950      585.00415      484.34805      487.14107      543.14148      547.86284      549.02841      520.28510      537.23833      446.98920      505.16609      545.28605      541.57109      344.92911      
