      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1966 09 30 131295.80527   32799.08138    10025.27635    723.44270      2677.82408     0.0000000e+00  0.0000000e+00  149284.31770   202503.87144   21395.00299    6573.53170     36184.93609    0.0000000e+00  0.0000000e+00  44482.49254    8214.72710     93746.70012    3997.85316     1745.56257     5888.77149     796.67482      194705.69874   185812.19920   532746.14298   1965.19683     5446.61600     0.0000000e+00  0.0000000e+00  0.0000000e+00  8457.73697     35053.14318    20684.94251    55.42114       37161.44271    185071.43471   343314.35893   63789.44708    85831.32702    14864.63670    85780.08388    445874.11650   77820.67107    101320.19665   260292.74016   55966.71829    9816.63927     
1967 09 30 158222.92207   49550.40923    15710.10954    1120.77262     3908.65547     0.0000000e+00  0.0000000e+00  213380.24096   255484.22726   26285.75667    8412.06379     34466.73567    0.0000000e+00  0.0000000e+00  55949.01925    10770.19662    116621.19643   5452.30724     2086.01509     9674.34960     1136.85892     233729.95136   220111.61669   610932.63850   3534.72516     6109.52521     0.0000000e+00  0.0000000e+00  0.0000000e+00  10011.65783    48810.97906    24864.96528    52.11738       51987.46883    249887.82441   422024.30289   94297.08229    111587.22472   21817.40496    112243.48467   614036.64046   95869.09130    137190.64799   280179.54933   79180.32020    12978.68484    
1968 09 30 152062.36200   34829.96513    11187.54793    767.72423      3002.04555     0.0000000e+00  0.0000000e+00  168389.65711   226420.19346   24086.74603    8161.66178     34715.18028    0.0000000e+00  0.0000000e+00  51410.34576    9789.08434     104350.77807   4079.70777     1784.09139     5796.00077     736.17568      253039.66491   217529.36436   645763.70428   2292.01734     6433.96440     0.0000000e+00  0.0000000e+00  0.0000000e+00  10293.20895    45271.50464    19160.31739    45.09088       41128.29002    189434.71775   405560.77925   68864.87012    90110.83035    16986.16825    88766.00342    502527.13970   74833.73631    119488.19340   253024.44545   62876.25114    10201.37334    
1969 09 30 140422.92650   38093.61688    11897.54690    753.34774      3391.26893     0.0000000e+00  0.0000000e+00  174895.23285   239743.31436   23226.45956    7646.91932     34965.00186    0.0000000e+00  0.0000000e+00  55233.69882    9045.78319     95551.73420    4626.12452     1843.07100     6454.32036     949.17214      208544.96691   207793.17395   548546.23351   1810.68318     6187.99647     0.0000000e+00  0.0000000e+00  0.0000000e+00  9586.38942     39806.58757    22410.88892    52.40498       38371.39301    181660.64284   379233.80361   68119.36907    92188.04776    18600.05420    85450.18875    468648.80256   82435.18575    107452.01920   263246.84254   65153.63272    10449.99764    
1970 09 30 116559.65834   30951.41508    9919.78261     739.64101      2817.62023     0.0000000e+00  0.0000000e+00  159747.34052   209690.78338   20499.82360    6183.46844     33052.68325    0.0000000e+00  0.0000000e+00  40424.88096    9035.02926     92311.91135    4031.16064     1690.32922     6014.67301     714.88172      178621.48499   170987.95363   502622.21156   1797.02182     5441.19038     0.0000000e+00  0.0000000e+00  0.0000000e+00  7988.92845     35358.74823    21716.52480    60.05703       37437.27023    179993.71503   321015.33704   73193.04440    77754.90282    15167.27615    80372.31587    400741.29035   74418.96551    99305.44420    240796.83191   58619.52356    9831.96371     
1971 09 30 144566.55592   38463.83570    13535.23585    1019.86642     3387.16535     0.0000000e+00  0.0000000e+00  189000.70029   235268.25169   23568.88734    7102.16963     35699.39811    0.0000000e+00  0.0000000e+00  53195.24996    10291.70864    111960.18685   4719.63487     1887.27721     7626.38882     945.39341      214482.40670   195166.26183   559409.76126   2669.61720     5691.09160     0.0000000e+00  0.0000000e+00  0.0000000e+00  9111.87331     42520.79970    20639.15234    56.20074       44531.65581    187692.97952   359010.08682   77816.24195    104546.51932   19264.59414    100026.41442   519535.61810   82085.73622    120200.56103   282862.55161   69345.23842    11007.48846    
1972 09 30 198156.56966   45034.05562    15091.43111    1237.86366     4042.02793     0.0000000e+00  0.0000000e+00  215726.18800   284892.11483   31770.57048    9667.53383     42043.25037    0.0000000e+00  0.0000000e+00  58698.56409    11209.30684    122037.56067   5234.24799     2116.72414     10847.71634    1296.92844     282567.56659   252980.12841   707038.35491   3657.74340     6975.49943     0.0000000e+00  0.0000000e+00  0.0000000e+00  12154.41405    58599.50288    24319.99804    60.03190       50920.57355    237836.20205   480856.99069   105808.93439   112341.95208   22042.05925    109295.65450   699226.75494   98266.28896    136283.22466   316321.09285   79317.63775    13619.83028    
1973 09 30 87520.26809    23479.99190    6653.09688     566.68447      2007.14943     0.0000000e+00  0.0000000e+00  127376.12258   150535.29462   15298.09175    5186.93098     27534.30082    0.0000000e+00  0.0000000e+00  35388.25672    6165.31563     64880.64052    2709.56808     1194.76647     4361.35673     626.35881      165087.70196   138327.33460   443234.38320   1501.65640     5043.89289     0.0000000e+00  0.0000000e+00  0.0000000e+00  6119.72135     24790.50132    14558.73807    39.45651       27690.68589    123966.89838   249238.00616   53142.33927    58859.74245    11780.92913    57239.95743    341758.52147   55853.20891    88477.13589    172946.45773   47254.95982    7142.66734     
1974 09 30 171440.05970   52486.14405    18074.92211    1325.62076     4559.49482     0.0000000e+00  0.0000000e+00  260608.21666   304222.07752   28353.27569    8142.70525     40732.11504    0.0000000e+00  0.0000000e+00  74678.14478    13049.33765    142080.90237   6012.65895     2345.31744     9957.37339     1177.92720     230297.10324   208282.65358   604614.15371   2934.53062     6096.67829     0.0000000e+00  0.0000000e+00  0.0000000e+00  9788.72409     44475.51683    26789.60799    62.67278       61023.97106    291382.32189   412572.09900   106299.77590   129906.21990   25286.22305    126117.14416   588273.95899   116202.96682   155299.45612   352355.59525   93379.37757    14958.93119    
1975 09 30 126713.68075   40609.13199    14300.96873    955.35877      3453.48891     0.0000000e+00  0.0000000e+00  179754.50563   248373.05028   21840.52532    5993.72129     36912.93952    0.0000000e+00  0.0000000e+00  58096.28292    9073.99708     104676.64830   4499.94802     1867.02559     8769.39535     1034.86205     193255.82916   167311.02275   518713.66666   2735.94245     5183.11138     0.0000000e+00  0.0000000e+00  0.0000000e+00  7514.09427     32687.95208    24025.96721    56.40208       47842.46603    199295.54224   296021.70951   91397.99543    100769.61695   18290.37499    97422.17916    451204.33240   84874.01541    104734.21776   271943.20993   68652.52461    11751.20268    
1976 09 30 174231.67950   45100.02560    17857.81068    1065.41241     3609.26278     0.0000000e+00  0.0000000e+00  201429.51143   245024.90186   28000.22477    9457.46893     36434.49783    0.0000000e+00  0.0000000e+00  60395.55357    10163.17861    104112.04124   4235.63986     1713.22843     11264.07486    1422.93112     260670.56686   234006.57908   668081.24394   3781.66457     6785.69595     0.0000000e+00  0.0000000e+00  0.0000000e+00  10527.44630    53878.35480    22686.17907    46.82417       44530.03785    229664.14428   443475.73259   100717.18175   103265.65777   18122.27625    93604.12478    671449.77814   90119.94881    109675.69429   268219.53446   65475.70894    11881.18582    
1977 09 30 105744.30746   29863.67444    8297.05146     496.37784      1888.92765     0.0000000e+00  0.0000000e+00  103706.85037   140266.01169   15791.09696    5386.94899     33857.19059    0.0000000e+00  0.0000000e+00  33650.20573    5801.62793     59801.01962    2596.16778     1263.98922     3901.92870     460.51981      171084.44885   143106.66707   475968.18663   1018.22725     4861.53677     0.0000000e+00  0.0000000e+00  0.0000000e+00  6705.12142     27988.59386    14527.97538    45.96575       27807.84626    116730.21868   273101.44164   43884.07367    70768.26074    11265.70320    59505.26850    360097.52196   49826.26730    82120.72414    169610.10496   44393.69715    8051.16363     
1978 09 30 137924.91584   38916.04850    11489.74672    880.46628      2952.10248     0.0000000e+00  0.0000000e+00  149040.20049   208502.37061   23028.42807    7453.59786     42066.23349    0.0000000e+00  0.0000000e+00  57956.75291    7463.34822     86837.41064    3944.02800     2019.67915     6199.18292     884.17016      204093.05172   196687.84575   561602.09717   1922.81767     5953.64265     0.0000000e+00  0.0000000e+00  0.0000000e+00  8996.84356     38088.07557    21124.60239    65.49794       38036.97145    150675.91049   369728.77579   65495.10197    85470.77115    16385.11122    88354.34117    452544.43264   80558.95350    102156.28285   229680.63356   59628.21493    10748.61059    
1979 09 30 96694.15954    28005.58838    9228.26588     653.32440      2282.24275     0.0000000e+00  0.0000000e+00  121266.05577   178033.94975   17532.37954    5315.42048     33293.61445    0.0000000e+00  0.0000000e+00  40205.60719    6334.24994     67025.26484    3060.21246     1146.73597     4052.63036     538.45257      170867.35116   148221.01678   456130.11445   1491.70614     5259.24232     0.0000000e+00  0.0000000e+00  0.0000000e+00  6542.99349     28437.73895    16402.86584    48.30928       31405.01010    129903.84581   274371.21075   57457.86328    67062.35210    10991.41004    72911.59298    352314.00404   51099.79529    79488.43471    192717.91033   43602.54139    7137.06577     
1980 09 30 119095.95903   32614.39559    10915.64224    778.55426      2759.34044     0.0000000e+00  0.0000000e+00  151239.48458   195790.95619   19594.27635    6273.76691     35494.21417    0.0000000e+00  0.0000000e+00  41394.20401    7712.73724     84726.82369    3223.43966     1333.97906     5566.42631     731.32705      199862.83543   165583.41901   521370.20228   1669.48692     5532.34526     0.0000000e+00  0.0000000e+00  0.0000000e+00  7754.59601     31537.25656    17418.37865    45.75334       34454.38360    154734.82002   298604.63688   56384.90140    80879.58633    14607.73599    77489.59984    412498.50111   69458.63786    89303.04847    220829.37250   53640.86079    10022.14790    
1981 09 30 159828.72063   46022.21787    15489.06800    1072.87252     3472.32899     0.0000000e+00  0.0000000e+00  184229.44181   246610.06091   24477.17742    8373.93795     38864.48690    0.0000000e+00  0.0000000e+00  58090.60201    8858.53361     102680.49547   4155.37420     1825.81758     7849.94507     1017.91751     231464.35116   224673.01037   606358.37333   2575.18400     6685.86733     0.0000000e+00  0.0000000e+00  0.0000000e+00  10262.31470    46697.42538    23726.41558    48.05587       37351.43836    204287.18976   427493.05036   81625.12232    99803.64976    17286.74412    93473.93679    572613.75030   79189.99391    116625.25957   304710.26789   65638.30098    11540.96562    
1982 09 30 153840.93525   47001.01882    16274.51800    1118.15755     4167.53613     0.0000000e+00  0.0000000e+00  217775.85076   274992.31784   27509.41641    8532.57579     35746.13488    0.0000000e+00  0.0000000e+00  67534.39620    11706.44945    111496.88981   5092.78515     2185.98590     11054.89334    1384.32779     236571.77311   204031.62624   602259.19074   3697.16774     6308.96220     0.0000000e+00  0.0000000e+00  0.0000000e+00  9522.68504     45211.37509    23516.70409    49.82190       48740.79703    224192.93043   379036.07404   103991.23746   117751.62565   22037.31366    108145.27143   632245.96143   104136.47881   131745.56533   305386.57377   73293.80841    14184.12643    
1983 09 30 137591.88149   47976.82154    18109.57755    1241.48674     4241.38994     0.0000000e+00  0.0000000e+00  209264.60032   267496.14724   24660.26234    7201.73510     40358.15859    0.0000000e+00  0.0000000e+00  63592.98589    10612.04755    116391.64252   5301.48883     2145.64414     10188.11807    1416.71348     210200.54633   182176.46459   545470.86584   3191.34531     5776.21297     0.0000000e+00  0.0000000e+00  0.0000000e+00  8753.74136     38607.59588    27136.56291    57.30529       50357.76829    229523.82164   333186.70223   102149.56367   120218.26704   22010.18980    110062.34552   529176.75255   102660.74771   130939.77225   300359.49784   75343.21386    13872.64481    
1984 09 30 158046.21250   45142.68476    17077.24597    1193.57449     4236.23918     0.0000000e+00  0.0000000e+00  209609.07711   276521.24994   25754.01924    8403.61008     40986.26815    0.0000000e+00  0.0000000e+00  61311.73233    10061.86072    107024.95949   5432.27002     2163.59737     9004.33788     1150.87057     248028.71021   233172.09678   637077.99341   3013.81185     6783.38638     0.0000000e+00  0.0000000e+00  0.0000000e+00  10598.21216    47777.35097    28683.59189    62.56550       48336.87286    223720.10077   432136.87769   94711.02882    102964.38827   22072.02955    105889.08258   564609.59553   94511.64254    125152.89755   302470.52763   75129.67508    13170.49934    
1985 09 30 118642.34346   34381.10699    12208.32889    965.01791      3407.33756     0.0000000e+00  0.0000000e+00  180627.61027   210911.66271   20520.16007    6437.41063     35190.34278    0.0000000e+00  0.0000000e+00  47894.50937    9727.92460     94022.29374    4111.24705     1839.18181     5608.60780     748.93035      187372.11220   169669.44125   487134.20735   1973.35271     5662.96366     0.0000000e+00  0.0000000e+00  0.0000000e+00  7843.30102     35164.67233    25637.88129    57.92308       39921.61729    182878.38126   312873.30092   68263.69498    82972.26448    16599.24400    80585.47580    415167.09327   77105.12888    97247.19832    251728.71081   64574.57085    10770.19326    
1986 09 30 143661.01492   38495.42733    13098.15053    1025.71774     3750.35208     0.0000000e+00  0.0000000e+00  179505.14812   223167.43112   23715.80561    7526.45454     37437.54883    0.0000000e+00  0.0000000e+00  53191.36118    9826.44216     92525.35693    4491.85041     1859.54123     6021.86070     833.13588      236582.91515   216030.55375   595591.01986   2400.03882     6348.93550     0.0000000e+00  0.0000000e+00  0.0000000e+00  9744.60673     44669.49498    25944.34926    57.37784       38913.03900    193871.37117   392953.34700   72634.83949    99517.47468    18908.09361    103880.73013   454303.64414   87214.27699    118121.68879   242308.36657   66560.95900    12252.41815    
1987 09 30 115342.76981   37613.80838    10961.79448    910.04682      3106.36852     0.0000000e+00  0.0000000e+00  160502.51315   210622.47146   20206.69701    6212.04368     36393.75795    0.0000000e+00  0.0000000e+00  50172.79515    8125.71516     93879.43839    3847.75623     1483.32657     7409.40208     985.81951      208568.04634   171484.43996   545417.53117   2183.22193     5678.94346     0.0000000e+00  0.0000000e+00  0.0000000e+00  7893.89233     35465.31632    22525.59522    50.39446       41790.74487    183691.26259   312313.37431   68671.28715    95649.95746    18606.17557    86850.99244    403344.73172   75841.11262    99866.81187    246686.93029   57729.16514    9643.96940     
1988 09 30 109194.37030   23451.20892    7953.59601     739.24407      2541.35241     0.0000000e+00  0.0000000e+00  132212.55562   176763.80806   18058.69336    5635.92024     37002.76800    0.0000000e+00  0.0000000e+00  38083.63380    7575.66516     78493.76005    3404.92247     1351.33172     3031.14501     613.73707      154955.03870   141947.30613   429060.77744   1065.72261     4579.79032     0.0000000e+00  0.0000000e+00  0.0000000e+00  6841.23565     24507.49473    18530.73335    49.85924       33155.62035    151604.53421   258414.30596   48590.41044    72877.72014    13322.17712    68402.05628    362880.77766   66382.89722    85999.76125    217688.08747   49175.70171    8749.64062     
1989 09 30 166381.86627   50763.36726    17395.33889    1162.93939     3771.12300     0.0000000e+00  0.0000000e+00  220770.89616   279692.40667   27362.88069    7933.47288     38316.22826    0.0000000e+00  0.0000000e+00  74205.73695    11001.03832    119359.90666   5419.30755     2212.59893     11590.19486    1309.40703     246711.47125   222053.64681   632007.51768   3450.71917     6344.05606     0.0000000e+00  0.0000000e+00  0.0000000e+00  10387.12909    49953.71515    25437.83395    57.29415       50394.84386    252580.16122   418405.94065   103510.24690   117529.48731   22207.66244    110502.61437   577609.10018   104613.09575   130717.11675   337402.30096   74715.08948    12706.84400    
1990 09 30 148779.16739   41972.66221    13758.96636    1052.15717     3639.37716     0.0000000e+00  0.0000000e+00  195179.34349   269376.88255   24377.92116    7533.72259     37568.89227    0.0000000e+00  0.0000000e+00  59754.17010    10294.66987    118102.16034   5009.70223     2042.19276     8689.74625     1119.79350     237886.85772   201147.10184   617280.77044   2695.19316     6198.42332     0.0000000e+00  0.0000000e+00  0.0000000e+00  9395.96344     42901.55575    26130.48945    56.82049       46939.95160    203986.25849   382620.41644   97908.14781    97462.53321    19342.83329    93391.82747    544890.94326   93639.32444    122145.90336   297004.32623   74612.55553    12414.92821    
1991 09 30 154669.90342   46267.79501    14189.37763    937.16348      3588.21784     0.0000000e+00  0.0000000e+00  197615.86736   275927.25741   25720.18593    7901.09745     35931.23576    0.0000000e+00  0.0000000e+00  62281.21422    9744.20250     112167.31514   5424.80963     2136.82146     8248.12309     1024.47719     234710.94979   194669.07193   597483.48382   2898.78663     6238.32586     0.0000000e+00  0.0000000e+00  0.0000000e+00  9411.95317     41488.89481    27069.87168    58.09568       44938.05968    194294.45437   359691.28194   79071.64205    99460.40213    19278.67758    92236.98903    597961.63882   89096.18913    125331.95967   305319.15534   75074.91428    13093.54138    
1992 09 30 130760.46604   43032.54632    12695.13583    940.60230      3226.12557     0.0000000e+00  0.0000000e+00  171416.00808   241997.11938   21854.27240    6072.40339     36019.15357    0.0000000e+00  0.0000000e+00  56222.54376    9242.79993     104184.32567   5018.67050     1958.15384     6797.17697     902.47953      206250.90884   170106.03137   527413.37710   2245.09985     5583.02319     0.0000000e+00  0.0000000e+00  0.0000000e+00  7795.11552     34845.14380    24052.42635    54.42629       41346.38664    194373.62013   324357.82367   68822.70406    98642.22995    17168.00484    91861.22677    463403.92753   79244.07287    113442.22616   297889.21175   60083.75654    10748.85757    
1993 09 30 122181.65457   30766.49273    11681.07643    827.29377      3017.36158     0.0000000e+00  0.0000000e+00  137377.51265   211928.74079   19933.99199    6399.13068     34555.12645    0.0000000e+00  0.0000000e+00  47140.29253    8301.53683     87395.98895    3510.29363     1486.33900     5031.20541     631.68673      181161.48244   173989.76697   493149.30710   1329.37830     5610.09926     0.0000000e+00  0.0000000e+00  0.0000000e+00  7870.40015     33374.03403    18648.85458    49.03510       35198.39622    176551.44496   329239.02388   59230.57630    88811.34993    15220.21488    85456.92299    434092.63822   72210.72088    98878.72278    262630.67783   59858.59181    9013.70831     
1994 09 30 104655.67897   36066.64721    14440.60762    923.56483      3196.69186     0.0000000e+00  0.0000000e+00  169924.75984   223476.51380   19185.30073    5469.22855     35432.89868    0.0000000e+00  0.0000000e+00  49734.42913    8508.89823     89795.34182    4346.03617     1605.16444     6068.15518     892.10377      168516.05781   146066.02218   459686.14103   2043.71724     4813.61725     0.0000000e+00  0.0000000e+00  0.0000000e+00  6929.94855     28588.44526    22747.48625    52.76681       35852.66878    172765.15117   267469.06351   68453.42176    86991.69155    16008.73346    77259.24845    387970.43316   73637.03543    102637.00420   249411.95185   58162.34044    10242.92547    
1995 09 30 134746.35424   40733.72527    13404.48013    1045.03833     3719.13055     0.0000000e+00  0.0000000e+00  170314.02869   230555.99766   22681.50708    7170.23068     36943.71206    0.0000000e+00  0.0000000e+00  56769.83326    7932.25318     102320.31657   4643.43264     1993.61681     8981.98380     1160.12612     227266.14676   207371.18039   580753.06903   2729.01803     5903.52258     0.0000000e+00  0.0000000e+00  0.0000000e+00  9414.18239     41881.72385    24762.41069    53.86469       39960.58417    196147.86595   374357.58200   81541.62190    96433.15170    18310.26175    91104.59645    483881.31467   78389.93059    123860.48687   255396.13404   59485.34234    11600.82892    
1996 09 30 172617.42814   48464.25234    14437.85376    1072.90617     3562.87641     0.0000000e+00  0.0000000e+00  185300.52658   283471.00949   28513.27874    9464.81636     36817.92211    0.0000000e+00  0.0000000e+00  63658.56845    9240.59429     111228.53900   4577.31291     1951.51245     9005.92897     1134.52953     253453.34363   246709.99841   650176.86402   3108.61008     6928.42779     0.0000000e+00  0.0000000e+00  0.0000000e+00  11266.15010    51511.12317    26150.69181    45.83518       44165.92574    217131.88338   460076.61273   91658.37160    102125.67932   19182.39981    96601.28892    681102.22490   87032.19159    119614.28328   304148.54739   73323.02064    11219.81735    
1997 09 30 195019.13798   44516.36002    17189.57430    1194.30099     4039.07790     0.0000000e+00  0.0000000e+00  248521.38776   323631.54875   32325.17307    10123.96635    42186.11165    0.0000000e+00  0.0000000e+00  72175.66703    13114.48571    141338.94611   6000.57234     2210.48265     10815.10028    1317.59030     288462.79760   272232.69627   746362.73408   3708.64637     7255.33921     0.0000000e+00  0.0000000e+00  0.0000000e+00  12460.01711    58895.44492    27650.14401    60.65254       54074.54941    298764.97514   511442.60053   115136.62367   119839.26609   21193.88310    114471.43753   761141.02282   105540.55506   143554.54767   353367.52783   88267.08207    13343.07994    
1998 09 30 143601.06554   43326.14213    14886.58933    929.62582      3641.52620     0.0000000e+00  0.0000000e+00  209329.51423   257364.70434   25351.03950    7742.15489     38686.22662    0.0000000e+00  0.0000000e+00  57823.45389    10412.10874    118500.12741   5152.78649     1971.23097     8314.62916     1054.81900     243643.66164   222987.88462   628580.85599   3151.62841     6393.75414     0.0000000e+00  0.0000000e+00  0.0000000e+00  10123.20061    46932.19625    27227.58136    54.35906       47204.75723    234563.85591   410345.86597   92557.51413    107099.66548   19152.59675    98006.96026    526532.73463   92822.80988    131318.75871   302998.15518   74036.77469    13374.18699    
