      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1966 09 30 54290.02906    35709.32081    8179.57019     636.64299      2338.36675     0.0000000e+00  0.0000000e+00  139615.06181   186860.71530   7586.11986     3466.41552     50174.59515    0.0000000e+00  0.0000000e+00  40242.18866    8207.24992     91682.23716    3512.08358     1677.17706     3848.09785     568.21181      111860.58491   95261.32835    310225.42320   849.45479      1016.31105     0.0000000e+00  0.0000000e+00  0.0000000e+00  4181.42147     10702.84585    19017.35663    76.83994       34547.80368    149825.22351   153042.53091   45325.68981    79214.23306    14102.11506    78634.50791    252780.83420   66243.23592    99412.50381    236366.82648   55656.45568    8255.16255     
1967 09 30 79307.52798    52867.27206    15272.08438    991.03900      3343.88264     0.0000000e+00  0.0000000e+00  204667.21570   266284.09120   10953.25459    5778.10986     49628.91712    0.0000000e+00  0.0000000e+00  51627.22093    10958.84059    114255.43671   5013.64495     2167.34116     8810.94266     983.58088      159228.69255   133227.90030   414459.22795   2147.47433     1270.52839     0.0000000e+00  0.0000000e+00  0.0000000e+00  5895.12048     21185.81685    24129.56593    90.41326       50933.62213    233343.90196   233815.91518   79628.41172    105699.45286   21307.71434    106355.18964   406035.32942   83130.08775    137670.63802   286582.95337   75937.97379    11357.04222    
1968 09 30 58975.06333    40194.75885    8936.84349     711.40672      2648.41363     0.0000000e+00  0.0000000e+00  156349.17337   221802.89530   8700.26162     5102.80204     44714.91710    0.0000000e+00  0.0000000e+00  47771.08717    9908.88370     95405.01230    3903.20270     1871.16305     4765.86940     621.40769      137870.95074   107587.39467   365257.87041   1033.00189     1040.71133     0.0000000e+00  0.0000000e+00  0.0000000e+00  5008.19718     13891.59621    21254.53708    70.11870       41038.98159    173950.85548   184113.90389   56648.06183    84419.84511    16202.54219    90660.20942    269107.87165   68681.57097    109406.15889   253916.33774   64526.70618    8522.90525     
1969 09 30 61553.84734    43386.52363    8836.75209     665.79399      2943.30472     0.0000000e+00  0.0000000e+00  165144.83159   225968.11164   9330.50615     3904.41677     44506.71134    0.0000000e+00  0.0000000e+00  52335.72676    9038.39567     92435.38980    4257.56830     2023.16857     5057.07612     764.39117      119673.32728   105355.78857   324218.22688   1062.25254     1091.04729     0.0000000e+00  0.0000000e+00  0.0000000e+00  4737.82887     12222.88374    20300.91818    80.06949       38341.74869    170190.15638   182814.88341   55138.94612    87833.36006    18122.59313    81878.18673    320145.01622   71960.83201    107086.87484   251202.03745   64748.89271    9130.01521     
1970 09 30 51324.52121    34081.53235    7872.01312     647.12495      2459.85832     0.0000000e+00  0.0000000e+00  147666.99258   190770.79289   8246.83923     3194.89829     39569.60974    0.0000000e+00  0.0000000e+00  39680.38398    8584.18898     79708.39774    3934.42573     1812.10920     4981.28227     610.45756      113611.57387   97814.28282    316400.66329   1175.36279     1101.40489     0.0000000e+00  0.0000000e+00  0.0000000e+00  4413.33160     13667.01929    20413.75190    81.84988       35664.86511    151559.96792   167168.89241   58215.18213    74518.86203    13861.14436    77148.78865    254185.76838   69041.62895    98428.97089    229945.42481   55410.77013    8206.26724     
1971 09 30 67686.16796    40214.65350    10854.31480    909.15652      3043.91643     0.0000000e+00  0.0000000e+00  171929.86877   220494.45220   8940.69146     4072.33724     47451.20629    0.0000000e+00  0.0000000e+00  47157.87851    10139.88729    102200.33232   4206.57973     1857.32627     6362.30927     745.76930      131800.44820   114230.01508   350698.77686   1502.02249     1018.13802     0.0000000e+00  0.0000000e+00  0.0000000e+00  5239.55889     15857.20936    20769.18095    85.35032       43642.11373    182237.11348   187006.65295   58519.02627    95464.44751    18357.29768    92383.58672    308335.54199   69898.84034    117437.64456   263609.73192   66872.79109    9060.03601     
1972 09 30 81508.47094    53477.90905    12228.35814    1069.14104     3500.98101     0.0000000e+00  0.0000000e+00  199272.09437   285150.26893   10749.21791    6354.21724     59900.00022    0.0000000e+00  0.0000000e+00  52790.45196    10481.82827    113248.96042   4930.65972     2369.29345     8436.13024     954.78377      180538.92054   154036.93985   455478.38845   2042.13570     1312.83119     0.0000000e+00  0.0000000e+00  0.0000000e+00  7057.77576     21930.74243    26825.64286    96.33468       48316.44174    217022.08472   245732.73262   80838.95370    107751.30709   20829.85959    104840.20880   383865.02801   87153.81858    136171.35391   310570.88097   73906.16395    12196.53601    
1973 09 30 42702.62802    28219.58954    5114.39933     530.52899      1798.70139     0.0000000e+00  0.0000000e+00  121862.79277   151085.47074   5980.89754     2597.45329     34713.12507    0.0000000e+00  0.0000000e+00  33832.51673    6389.79155     60814.52206    2530.09037     1168.55613     3666.75572     460.09235      96732.79105    69849.94047    258031.06229   878.07062      845.58190      0.0000000e+00  0.0000000e+00  0.0000000e+00  2919.60941     8694.21503     13785.47561    60.16785       27209.61872    108700.97673   116299.37717   37340.67423    58681.66184    11933.52970    54869.39823    176715.57072   50738.81298    80582.32740    162726.03316   44074.56599    6205.92560     
1974 09 30 88808.52041    53672.96301    15175.46708    1275.87034     4407.50821     0.0000000e+00  0.0000000e+00  238369.87294   294336.06359   12855.08897    5029.07174     57108.82958    0.0000000e+00  0.0000000e+00  64434.92143    12889.01928    131166.57021   5626.32537     2343.00229     6868.29490     861.52286      148462.75601   131320.10176   399089.28732   1542.26561     1253.98743     0.0000000e+00  0.0000000e+00  0.0000000e+00  5993.98755     18768.94780    25580.30229    95.91805       57142.19149    255492.67325   218990.37544   84012.46709    123450.92310   24206.77866    116904.43542   416574.85354   102656.92189   155478.48104   338550.53139   87698.95886    13481.76342    
1975 09 30 65513.47290    44477.01204    12583.60291    823.87995      3007.72410     0.0000000e+00  0.0000000e+00  173551.33309   221873.80483   10687.68988    3696.42720     51342.77984    0.0000000e+00  0.0000000e+00  54762.41510    8901.66261     92340.68063    3958.95157     1821.91697     6766.82002     810.31171      119878.32830   104260.30506   334771.12446   1693.98633     1250.68287     0.0000000e+00  0.0000000e+00  0.0000000e+00  4331.14286     15547.68603    23434.32384    85.99368       46018.25056    180714.02546   175757.27709   73385.51031    95877.72466    17938.02704    92314.72546    347606.01560   79756.88395    104124.31461   241292.51948   67680.04373    9785.31326     
1976 09 30 80280.16525    49723.34067    12397.46743    974.76980      3053.20478     0.0000000e+00  0.0000000e+00  204878.57076   263863.60458   9504.10496     6045.48275     47202.32372    0.0000000e+00  0.0000000e+00  56569.49406    10324.04888    95670.83768    4150.56511     1990.69030     7446.15285     934.43005      162619.98988   135129.50479   415620.77586   2203.53895     1292.43262     0.0000000e+00  0.0000000e+00  0.0000000e+00  5955.60712     22378.56722    25182.88625    73.02095       45929.93172    192826.51611   223259.27492   72733.30696    101470.09835   17796.34541    85197.57856    380929.57044   81797.27039    110987.04346   281888.33076   66935.10528    10388.87691    
1977 09 30 44172.68510    28760.62570    6283.04653     474.26914      1921.54356     0.0000000e+00  0.0000000e+00  97012.96186    127524.45017   4924.48903     2493.57803     41691.83591    0.0000000e+00  0.0000000e+00  31382.19879    5788.31400     57109.95615    2554.31107     1278.27597     2069.54816     234.23888      94605.79329    67815.62201    270967.85521   516.34361      915.53429      0.0000000e+00  0.0000000e+00  0.0000000e+00  3160.44032     8564.31113     15516.67486    66.56489       27491.46704    101223.59937   110781.73088   32730.73455    66297.18971    10607.93053    59219.49062    208200.66568   46213.40860    83119.02409    152004.16803   41091.58841    7303.55210     
1978 09 30 61835.49640    40694.87062    9317.96590     725.80647      2480.02561     0.0000000e+00  0.0000000e+00  139595.44765   202935.07917   8606.05832     3806.59201     48039.64278    0.0000000e+00  0.0000000e+00  50650.93548    7454.75858     84222.24012    3771.56285     1928.23654     4172.38782     612.92102      119952.39234   95150.59078    328192.66440   1031.22369     1063.26953     0.0000000e+00  0.0000000e+00  0.0000000e+00  4222.86056     12397.39993    20537.88472    89.94075       36346.25310    140612.09709   160379.13223   46858.53895    80939.08539    15591.25982    82541.16394    286206.59207   75228.03522    99219.37986    219330.42967   59495.62130    9122.98476     
1979 09 30 45038.63774    29845.71729    7608.39277     507.37341      2093.63375     0.0000000e+00  0.0000000e+00  112931.47077   155070.05689   6656.60647     2908.52021     35864.82376    0.0000000e+00  0.0000000e+00  36969.22217    6309.05944     62585.36504    2832.52550     1267.41932     3336.80785     434.62501      103134.28418   74563.99291    274131.89092   881.27346      1008.72112     0.0000000e+00  0.0000000e+00  0.0000000e+00  3234.12373     9922.23821     16461.48408    62.77039       27521.49111    123090.39371   131585.77408   35919.77080    64172.86492    10748.88713    67809.27796    216884.56139   47223.30741    79497.01703    156149.29352   42832.66986    6073.27166     
1980 09 30 56033.58617    34015.75752    7928.37448     755.08966      2632.93718     0.0000000e+00  0.0000000e+00  142178.31972   189421.22130   6331.59683     3001.47560     41573.16162    0.0000000e+00  0.0000000e+00  40496.01642    7277.21068     75606.88272    2727.64232     1569.90959     4719.75845     567.48385      108765.64281   83823.94466    298345.86106   1075.03787     888.33231      0.0000000e+00  0.0000000e+00  0.0000000e+00  3631.28395     8690.35116     18478.77486    68.51921       32411.65432    121699.78271   137868.53003   41764.82275    74608.12252    14491.83305    67178.03526    239783.29951   55495.85250    87579.84036    212164.09933   48842.24263    9369.22228     
1981 09 30 70784.50398    50273.93765    12276.92983    990.89572      2922.74776     0.0000000e+00  0.0000000e+00  169166.86659   254528.10188   8686.03730     4503.87627     52798.76436    0.0000000e+00  0.0000000e+00  56439.25913    8673.72976     89393.01005    3718.65449     2069.37924     5016.84616     662.45228      139307.91698   118394.21120   371747.46041   1347.63555     1122.04601     0.0000000e+00  0.0000000e+00  0.0000000e+00  5313.10346     15812.38559    23982.86764    78.76654       35850.15491    167033.31629   191702.23135   60159.20491    94876.18503    16384.72814    88893.70859    345620.94291   74675.75171    118271.91205   288975.54973   59802.20008    10839.28076    
1982 09 30 82668.66831    53933.07639    14578.26063    1012.42791     3513.29003     0.0000000e+00  0.0000000e+00  205870.27090   280467.56463   11315.93075    6009.45299     52540.54840    0.0000000e+00  0.0000000e+00  57631.55958    11310.81826    114032.30894   5063.76699     2208.66292     8159.44892     1025.21193     159952.63300   128608.32191   390634.00210   2024.30695     1271.12326     0.0000000e+00  0.0000000e+00  0.0000000e+00  5861.93986     20151.18164    25772.36793    84.53030       48010.37480    204959.38772   222449.97816   75479.17886    110695.55787   21335.69418    104494.27500   426829.36141   96427.49335    126025.55405   316484.78629   72027.64525    11153.63610    
1983 09 30 83172.59504    49084.80243    14158.88059    1231.70204     4189.14424     0.0000000e+00  0.0000000e+00  194406.13214   263883.33726   11307.54809    4239.41708     52335.74426    0.0000000e+00  0.0000000e+00  56491.98758    10591.01831    110319.11770   4794.61521     2195.08937     7239.09083     937.60133      132542.07049   113393.10457   353166.75005   1851.29742     1333.44231     0.0000000e+00  0.0000000e+00  0.0000000e+00  5277.84815     20131.37181    25867.66778    84.16136       47167.61536    197423.41765   194362.51875   68079.30052    112624.43280   20997.41113    102708.96309   403505.24984   97027.24797    130114.46418   290684.99680   71893.48913    12588.91891    
1984 09 30 77265.88251    49620.62695    13548.44928    1029.44482     3535.96645     0.0000000e+00  0.0000000e+00  195389.07048   274611.32624   12042.78192    4820.12576     54876.41657    0.0000000e+00  0.0000000e+00  59181.70187    10345.53947    109597.96367   4884.96354     2299.86088     7522.47224     948.11104      139776.06941   124400.06218   377010.21881   1743.42666     1353.57033     0.0000000e+00  0.0000000e+00  0.0000000e+00  5509.16015     18777.61904    27557.11324    97.82108       46950.67154    194834.45880   213645.12288   73182.54545    98569.93148    20587.66393    101602.24788   377363.66462   89257.03140    125909.48537   302851.16677   78116.17895    11090.31885    
1985 09 30 57582.95560    39769.19341    9486.37384     806.41552      3039.21494     0.0000000e+00  0.0000000e+00  166397.05512   210630.26848   9784.64260     3388.92308     42672.10854    0.0000000e+00  0.0000000e+00  49116.70183    8595.87532     93527.78468    3720.13326     1858.25437     4618.70809     590.92932      109719.69270   91023.77070    290432.52731   1036.10532     1048.87888     0.0000000e+00  0.0000000e+00  0.0000000e+00  4116.07838     9912.91748     23935.06349    84.45621       37441.78400    170285.85076   154406.85835   58860.25910    75195.52975    14602.20978    74615.41721    265363.35071   71601.42503    98227.13698    232441.09072   60522.90465    9324.60314     
1986 09 30 65811.72160    41126.21405    10741.11178    876.39217      3315.75569     0.0000000e+00  0.0000000e+00  176708.11117   219576.62607   9543.50465     3805.91434     44424.19377    0.0000000e+00  0.0000000e+00  49722.96941    8722.25921     90471.90175    4326.26575     2173.29744     5360.13078     671.19865      132636.59104   108165.94489   349185.04066   1394.22612     1119.89178     0.0000000e+00  0.0000000e+00  0.0000000e+00  4924.88539     13126.51483    21575.96912    83.60056       37270.27621    167290.97685   177577.11343   55567.18914    94193.34607    17833.80859    96400.55983    321007.99481   81819.28168    115505.18307   235056.04033   66252.62504    10252.06992    
1987 09 30 58219.90628    38119.88923    9132.44155     799.21338      2705.99886     0.0000000e+00  0.0000000e+00  153887.01211   205738.55863   8172.02539     3412.12014     46956.65317    0.0000000e+00  0.0000000e+00  47631.82352    7891.71432     85278.37803    3154.17577     1728.43520     5778.74420     707.67183      122375.98148   90815.79758    320713.32854   1356.73366     1123.95230     0.0000000e+00  0.0000000e+00  0.0000000e+00  4260.87425     12430.45375    19999.75813    75.47389       39966.36586    167613.39084   149170.16638   51025.06551    85518.82051    17909.53836    83376.44752    293978.42310   68593.68366    102449.63716   230613.89313   56271.47031    8130.29294     
1988 09 30 45209.19095    28700.74558    6747.09565     657.30599      2148.54855     0.0000000e+00  0.0000000e+00  120518.68187   184633.02055   6824.97196     2813.01023     43324.66590    0.0000000e+00  0.0000000e+00  38838.99225    7575.97304     70647.67848    3154.94399     1651.72161     2306.86809     415.95716      87917.57525    67894.28337    250991.41018   492.86349      868.58700      0.0000000e+00  0.0000000e+00  0.0000000e+00  3443.83741     7436.80576     17833.08010    62.48229       31941.58507    128959.80716   118726.12725   38289.89824    71250.50630    13008.22942    64941.15905    206780.83555   56217.09955    90828.56905    215709.41722   49404.96495    7422.67055     
1989 09 30 80768.33200    53113.15751    14171.04634    1143.84815     3639.43877     0.0000000e+00  0.0000000e+00  212405.25580   261923.64749   11327.76913    4871.53051     56168.42848    0.0000000e+00  0.0000000e+00  59659.57393    11006.26091    110588.03496   4982.70816     2266.72564     8058.28311     903.71265      158032.35563   139082.94767   417006.27223   2038.24189     1388.83404     0.0000000e+00  0.0000000e+00  0.0000000e+00  6398.95610     21308.87694    26384.56528    86.39109       47613.83668    206438.76015   235654.55044   74596.31803    104207.79447   21279.37932    104438.40742   435872.56617   87195.33910    128726.58893   308689.41257   75289.67806    11501.93002    
1990 09 30 70452.90217    47234.09997    11674.96620    887.42788      3249.38743     0.0000000e+00  0.0000000e+00  186348.90086   262769.51108   10427.51899    4868.03698     48284.66220    0.0000000e+00  0.0000000e+00  55453.21939    10617.43717    116021.41938   4538.01185     2054.69749     6409.72052     831.77347      139408.85446   119047.58448   375458.00476   1466.84037     1277.78682     0.0000000e+00  0.0000000e+00  0.0000000e+00  5401.81184     15526.84333    23589.15566    88.35262       44147.22210    196689.60961   200535.19251   76113.53779    91847.75891    18472.53892    90328.60457    364418.69096   84475.73312    118887.93065   289315.65260   72812.43871    10003.95670    
1991 09 30 76759.19069    47765.87079    11905.70042    905.30109      3448.46050     0.0000000e+00  0.0000000e+00  186155.48432   262789.28283   11642.00030    5124.40597     52067.10828    0.0000000e+00  0.0000000e+00  56052.92866    9639.51133     107789.89986   5046.66025     2267.81510     5934.65924     745.86786      140931.61699   112296.71650   375321.48016   1489.70452     1119.47298     0.0000000e+00  0.0000000e+00  0.0000000e+00  5312.56723     16410.93552    28280.23371    87.52479       44461.34394    166709.20351   193454.21834   60035.69162    93368.32413    18870.30867    90363.10040    350636.37564   81740.30917    126632.35514   286437.94689   69988.18277    10822.82248    
1992 09 30 63162.49630    44395.64748    10690.60349    802.64756      2661.31916     0.0000000e+00  0.0000000e+00  150302.27714   228257.16902   10505.54319    3534.54132     47058.53716    0.0000000e+00  0.0000000e+00  51741.55517    7988.47054     97351.34263    4212.36688     2008.07274     5058.67298     633.08539      119256.89699   98501.11559    319884.02740   1245.85855     1150.00935     0.0000000e+00  0.0000000e+00  0.0000000e+00  4412.19454     13825.18917    21948.70668    88.00774       37803.19041    159392.53559   159936.38514   56491.60727    92995.98799    16698.95252    87544.35075    311356.72073   73322.15096    113670.65789   268870.11550   55287.08499    9458.40037     
1993 09 30 52202.38310    33517.85503    10561.92775    791.20919      2700.60432     0.0000000e+00  0.0000000e+00  130017.88471   202609.41584   6966.68275     3215.52446     43207.08502    0.0000000e+00  0.0000000e+00  45679.19952    8126.35125     77733.58275    3296.11056     1876.12123     2830.00464     472.62724      103952.79210   84818.52335    288571.96925   549.45871      854.70272      0.0000000e+00  0.0000000e+00  0.0000000e+00  3755.27794     8893.68844     19161.82192    67.51258       34990.59136    133293.59383   138793.64596   42430.78359    86661.17845    15059.57786    80289.54655    268752.86694   64226.13407    99769.86954    237925.00617   57324.02774    7800.67700     
1994 09 30 56372.62677    38686.11404    11531.19453    926.60196      2858.67439     0.0000000e+00  0.0000000e+00  167281.86821   213159.76110   8293.24382     3338.57369     46658.26316    0.0000000e+00  0.0000000e+00  46828.46732    8499.81651     91279.75570    3786.96392     1665.80366     4633.96700     746.77615      106622.31037   80558.19324    293412.78490   1086.57279     1049.08066     0.0000000e+00  0.0000000e+00  0.0000000e+00  3706.12500     12259.19815    22563.53117    79.46117       35824.65498    153388.54108   146759.00856   54311.40041    83629.02896    15697.90344    73829.86645    314534.96133   67972.19637    101876.46331   239946.30088   58417.91041    9444.87454     
1995 09 30 70189.06119    42435.24271    11506.04938    960.69510      3388.70689     0.0000000e+00  0.0000000e+00  157135.59577   214043.00974   9554.16716     4001.28415     50553.53648    0.0000000e+00  0.0000000e+00  52495.61388    8614.37769     88429.71273    4311.16753     2041.38416     6958.03259     806.38693      125314.84609   102944.24885   326844.65299   1664.69053     1214.25476     0.0000000e+00  0.0000000e+00  0.0000000e+00  4480.62251     14972.05170    26553.53109    82.83064       40370.01788    159893.45546   164005.33578   54743.16310    92344.13580    18082.24587    83907.03317    330692.00158   69691.51091    119202.74093   240843.69674   58687.28915    10690.71330    
1996 09 30 79018.33279    50316.57954    10479.97558    953.75637      3020.22647     0.0000000e+00  0.0000000e+00  173963.74021   292253.49640   9958.02302     6064.23040     49694.00892    0.0000000e+00  0.0000000e+00  54317.09303    9212.04943     107340.27965   4328.12139     2214.46894     7154.32942     874.86514      150311.40665   130690.50272   391136.83631   1711.55848     1228.46478     0.0000000e+00  0.0000000e+00  0.0000000e+00  5784.46896     19572.12777    26168.29059    76.96060       43036.59849    182564.40684   218039.76689   67708.10708    99306.98195    18738.66276    89693.80499    392484.36660   81833.07803    121653.34548   313374.72359   68129.01596    9722.21293     
1997 09 30 83681.68298    51114.93256    11454.77376    1011.09044     3153.24859     0.0000000e+00  0.0000000e+00  228177.63245   326403.04754   11880.20421    6996.26617     59365.19605    0.0000000e+00  0.0000000e+00  64251.59420    12577.01435    125156.05958   5304.07825     2464.46329     8057.69748     968.31631      173753.25193   154578.95381   469465.68956   2074.96266     1434.18171     0.0000000e+00  0.0000000e+00  0.0000000e+00  6866.19670     22701.53424    27372.12812    98.45035       52035.72973    253230.32887   261101.94627   86831.43486    114404.64271   20872.77158    107724.70575   388535.79337   98317.48861    145394.41684   359785.78716   83291.81200    10315.94805    
1998 09 30 72232.56799    47384.91319    11205.73604    853.13636      3302.86587     0.0000000e+00  0.0000000e+00  190414.90164   239626.90555   11021.79436    4455.41575     51390.57536    0.0000000e+00  0.0000000e+00  52571.08542    9675.19158     108600.14143   4445.56713     2024.90773     7124.51015     917.13744      151722.41320   131194.11352   401379.40226   1718.48105     1274.78800     0.0000000e+00  0.0000000e+00  0.0000000e+00  5936.56795     19267.12699    24468.27277    77.79822       45208.68888    205281.85397   215114.31881   73077.03810    102760.15960   19132.76543    91743.14816    376719.40671   80688.87542    125546.92488   281367.48393   69175.60352    11939.56781    
