      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1966 09 30 564.74874      576.33481      577.81705      704.18915      529.53627      638.15502      723.15118      675.46203      685.01104      630.64927      658.56413      486.19585      654.54771      549.21982      617.74744      776.54342      658.61590      500.92945      507.60905      866.31550      737.21411      749.55453      631.26036      696.52477      777.19828      702.01765      518.15095      567.75958      468.27354      766.65203      673.58432      554.91507      420.76461      724.07732      607.02605      599.43498      662.69653      670.73888      674.87979      645.17430      643.44384      565.54291      618.02877      674.39935      670.94064      450.84405      
1967 09 30 580.41903      560.55304      553.66344      717.32249      502.79132      628.33450      732.12431      688.08220      724.48488      652.32729      683.12372      451.74750      573.63445      446.04797      656.69902      829.01475      683.76619      470.83008      496.14557      832.23540      666.28886      707.83351      573.69007      675.51905      692.00695      644.91608      419.54530      513.78866      422.83364      767.10254      611.71222      521.27112      334.80213      770.53334      604.91638      566.93620      644.18307      701.53256      700.15929      676.20360      659.86612      569.22304      668.93275      721.11794      722.78108      426.82218      
1968 09 30 594.64458      614.00478      612.93151      751.09960      565.41696      680.52723      769.73863      713.16543      713.85252      665.31431      691.36238      509.81417      734.16410      607.68855      644.99880      813.02742      688.31419      531.66753      532.62470      945.26333      816.06736      818.63857      687.20973      747.02426      871.65584      757.95639      575.52863      613.35614      488.62154      818.04965      736.97623      593.96053      445.99264      760.96517      646.27911      641.58581      711.01353      707.16861      716.27436      678.98732      680.56298      596.47995      644.03640      702.08928      698.29712      479.81722      
1969 09 30 558.32408      560.73356      548.13154      699.02187      498.80086      620.18284      717.02345      662.94733      688.45167      629.12286      662.00049      452.39730      617.17575      488.99885      619.24763      789.93581      655.41363      469.72258      484.06255      854.15564      695.16981      745.33383      598.51421      693.50028      755.06070      677.23279      454.63346      536.87887      432.24437      762.42421      643.30669      524.82736      355.90270      733.90887      589.76376      571.73834      644.16005      672.77019      674.42286      648.19185      640.96202      547.60689      629.24638      681.68345      679.36723      414.84927      
1970 09 30 564.50133      558.76059      558.41030      696.92550      502.57673      619.53096      713.38196      672.26715      701.35200      637.45981      667.02715      462.50836      605.03484      495.95440      630.48266      800.52510      668.07276      479.53267      498.83112      830.13861      687.85478      715.74195      589.54542      674.13497      717.57229      659.09655      462.91605      532.93076      436.71172      748.38890      625.16379      535.04201      376.58947      742.80069      598.20571      569.24579      642.38915      680.48078      679.24256      656.28461      639.35459      557.75374      638.67191      693.55483      690.36145      423.98807      
1971 09 30 552.44275      567.80244      564.93676      690.95098      520.98859      627.08554      708.84091      666.66117      667.30687      620.71334      641.66043      468.37757      647.48136      521.35067      605.70973      768.79891      642.96482      487.80906      491.89657      848.99970      717.01885      735.84983      622.28899      686.06148      761.73615      683.68125      505.60217      551.33929      444.59606      750.27813      663.64742      538.75001      401.75548      713.26846      600.33992      593.13194      655.68400      660.47259      665.52390      636.00714      633.12871      552.60033      608.70411      659.58333      657.74734      438.31739      
1972 09 30 539.64525      566.59803      545.06639      671.74366      498.69075      602.98899      686.17806      643.33128      650.30594      611.57690      638.52611      463.50203      673.97911      531.02518      590.54435      747.90235      624.28817      473.39899      479.44048      882.51145      735.07155      759.73273      639.58263      693.14134      819.06340      705.17643      506.54740      565.91721      454.65092      758.88051      683.43805      536.12650      396.35180      695.36192      584.87824      591.87935      657.75438      642.26753      642.60132      617.37954      623.91108      533.96966      593.55225      642.14762      634.35195      420.16388      
1973 09 30 532.27771      524.90901      511.51735      644.40535      464.15858      570.62513      660.07764      626.52482      659.13908      606.42289      638.77769      446.11573      572.38587      448.23908      597.18570      750.83339      629.17971      453.06705      473.49891      745.25528      600.17054      650.97652      556.56799      627.03163      619.30094      613.61485      425.30762      519.66928      432.67550      705.37559      587.00037      503.82254      361.23735      697.50871      565.14360      544.63395      606.42572      639.22530      631.94796      616.66886      605.64995      522.93443      601.39657      652.45775      649.65321      402.08642      
1974 09 30 535.83416      551.11991      542.75394      676.77377      493.06763      606.47122      692.86889      645.04976      653.03636      602.09875      635.76197      435.86671      601.75713      478.21204      588.49512      754.59217      626.70015      459.32204      467.65967      843.09873      703.25404      734.44807      609.84826      679.40720      754.63130      674.68036      466.61436      511.52561      408.16741      750.28993      661.37609      512.59316      355.56079      702.61230      576.12512      573.41555      641.53389      647.21016      650.12429      620.94620      620.93802      530.05760      598.00335      645.84154      645.55987      409.09635      
1975 09 30 516.67816      514.00677      495.56227      625.96405      451.44337      557.33638      643.10563      604.16650      631.79253      581.30512      606.90080      434.96416      569.85895      445.62200      574.89312      722.03018      600.61541      433.26709      453.76655      739.99480      598.96534      640.83692      536.15833      608.67821      626.99811      605.81614      419.24768      510.30729      424.65683      679.84196      562.99017      487.08922      353.46809      669.84480      546.32890      521.59717      582.66136      613.80859      611.37799      592.70963      584.90871      504.90132      578.99956      626.14480      624.38976      389.85379      
1976 09 30 517.72626      544.68505      555.22143      661.67950      513.96099      608.19139      680.20171      635.38199      625.87178      585.73343      610.46056      468.07044      679.42901      577.38037      558.79143      711.07011      610.43547      490.37169      483.75488      863.61684      759.03614      754.10296      634.69496      681.05221      821.67743      699.53227      552.38769      565.81372      449.59486      731.60135      683.04409      544.26299      430.69860      664.93441      577.53430      583.82104      640.34406      619.28678      627.38996      597.82434      593.48607      529.09148      556.52571      612.06068      603.19843      436.95257      
1977 09 30 537.16708      548.00164      535.93930      659.41450      487.88146      592.70517      675.81292      635.62112      657.73091      615.22836      643.95191      462.52270      634.79727      501.88582      598.91851      745.05696      628.59095      470.30123      483.00191      803.57947      679.27651      699.88867      596.63280      655.41970      703.19834      659.83586      486.05190      557.47012      454.25555      729.22895      632.07600      531.04449      387.69899      691.03169      581.49741      568.16168      630.23542      637.32691      637.98881      614.36303      615.22704      531.78281      591.43463      647.14289      641.03061      419.73853      
1978 09 30 549.50901      567.40760      572.50430      706.55963      529.97505      638.66846      721.44431      665.84035      666.83197      620.71204      652.24164      471.38883      677.92545      563.53012      602.79310      756.34314      643.77871      498.09669      497.20888      885.20116      766.27477      775.40912      645.90688      704.46624      820.11871      722.19736      530.86714      573.32243      458.58381      769.56431      689.73223      548.39770      406.09486      714.89584      594.57581      595.39335      660.15746      664.61359      673.85613      640.00792      630.97855      553.48723      600.00215      654.89028      648.36954      440.04869      
1979 09 30 534.60377      529.00171      519.15116      658.07395      471.74773      580.55110      669.63272      629.42205      665.49957      611.10975      644.22792      449.93362      603.12662      479.93744      601.59490      759.22357      633.04768      458.44762      476.74665      769.78847      626.44525      673.77523      558.87048      635.44807      645.84420      634.80062      433.89307      542.25159      451.16876      716.90079      588.63656      510.89267      361.41314      702.00243      562.32455      532.74949      602.60100      642.72792      640.39790      620.91685      606.45717      524.90972      601.68927      655.50440      651.30544      403.51811      
1980 09 30 507.23466      528.52489      539.12260      630.91340      492.60237      582.74215      648.65788      613.99688      613.10660      579.18843      600.40176      457.89432      646.50930      557.41134      554.22893      698.18524      599.81526      480.50526      478.42155      801.67907      704.42161      707.53853      606.32589      648.86628      747.08662      671.60951      532.07050      535.72402      429.82422      698.94972      640.50555      533.04296      426.96976      650.52342      563.05439      564.12582      614.87777      602.70518      610.40290      585.80842      574.92668      511.08096      545.41172      599.64694      589.98080      418.10294      
1981 09 30 510.75295      553.44478      552.31203      659.44284      510.79207      606.30055      676.22740      625.39063      616.72450      579.64354      606.43577      449.12322      654.60317      550.22288      556.26929      704.34838      600.98475      480.74023      472.08852      879.77429      751.05685      776.15357      644.83038      696.11403      848.51244      711.93854      533.22350      537.11737      424.42465      740.27098      699.81412      531.56672      407.09029      660.46872      568.68020      586.80405      644.73805      614.84551      626.64675      594.58006      592.40919      518.01123      554.04336      604.03418      595.80909      422.11149      
1982 09 30 503.91854      508.24836      504.46968      630.97609      459.58002      564.21987      646.54888      605.97714      622.11471      568.56383      594.15220      425.01497      575.05407      472.40897      554.90890      715.48520      599.98172      444.52905      455.98477      761.17125      628.89557      665.95752      550.71570      620.46254      668.90254      618.17719      434.33664      500.16702      411.33718      687.20288      585.77396      485.57700      358.39834      666.14449      540.48931      525.72994      586.10283      611.38494      610.92446      590.83198      575.57702      502.58152      565.37023      615.29601      610.88755      393.58869      
1983 09 30 533.83827      565.41669      559.82692      672.23230      513.92019      615.30672      692.04865      648.20630      645.55158      612.28436      638.74934      476.44282      689.38911      559.34869      582.41433      740.31393      629.54671      494.45899      493.74012      880.01891      765.30087      766.71842      656.42724      696.28754      820.67142      723.43788      552.95460      568.75525      453.71099      757.28220      694.46252      554.86645      427.28374      687.34571      602.23649      604.76564      663.39953      637.13335      644.43301      615.97843      612.71004      538.49072      576.44491      631.64700      623.81578      437.95187      
1984 09 30 507.78699      535.21354      536.25584      651.46058      492.12538      592.72722      668.52209      618.29734      628.23340      587.64835      618.33794      450.30373      647.98640      545.79815      566.60308      713.53913      608.24062      474.53016      475.46179      857.41001      737.37412      753.02027      621.61331      678.92294      805.61649      694.23063      515.05556      541.29245      431.11924      733.23073      665.47468      529.04467      400.77543      666.04788      564.98470      567.56508      628.51259      616.37412      623.32027      595.48704      586.82230      509.92665      559.07688      614.34252      601.37046      410.44783      
1985 09 30 516.02900      511.31791      482.64589      628.20984      438.88638      553.07348      644.96757      600.85450      639.64355      590.23192      622.84146      415.56280      551.66020      426.22058      578.54358      734.02107      606.34867      423.98940      450.48893      738.01031      592.85414      648.81863      532.14142      615.31056      627.47255      596.79647      399.55932      491.95378      399.58232      687.74076      562.05329      479.58516      323.20206      683.03815      542.03722      518.10704      580.98218      624.11570      617.31021      604.51916      590.82873      494.16454      589.58966      635.31574      627.72467      366.64042      
1986 09 30 502.28769      521.56802      512.44075      635.78383      467.66443      568.69731      649.08522      601.42538      608.60612      563.43589      593.89751      419.48253      587.24057      472.92082      546.16244      702.71859      586.51671      437.79286      445.21012      793.15677      655.68734      693.35253      573.22972      636.71437      724.73956      634.21045      448.23484      504.84075      409.94772      697.41818      617.52423      487.61399      352.98644      655.55335      539.08585      536.78287      598.26740      609.88483      608.54059      582.83365      582.04733      499.92908      559.94951      602.27695      597.39452      393.71572      
1987 09 30 531.49264      529.66159      520.06221      641.99128      461.17330      571.04532      658.24111      617.66055      651.82352      598.95475      634.19930      433.22857      584.54897      455.63267      582.59961      743.84540      620.68005      444.49769      464.04781      768.20193      624.59482      668.58558      559.91597      630.26212      658.46513      626.82366      430.57351      519.62467      425.60278      705.81531      591.03129      500.77932      351.71661      689.02508      558.39651      538.61216      601.87949      632.56516      623.65772      604.14634      605.33238      518.07287      594.45810      646.10799      640.73053      397.26204      
1988 09 30 516.54113      526.06035      505.15726      629.38097      457.93747      558.90290      642.98853      601.71797      630.04091      584.18611      616.95963      434.34828      590.27107      462.00558      568.58872      720.18066      599.38832      440.85892      454.76044      765.16185      617.57891      669.27182      560.26813      625.25003      671.96126      633.22880      431.31136      523.44886      430.16080      697.04863      597.51926      496.11126      363.12464      666.36067      544.48200      531.65086      594.37381      615.98800      609.02829      587.76122      593.74967      502.57194      577.56699      624.06495      616.83051      388.70135      
1989 09 30 520.19791      538.06411      505.91839      627.07407      453.00059      560.21371      644.69246      599.17097      627.24102      588.32014      617.50175      447.50121      608.63611      472.27888      567.49714      714.93507      598.68721      439.57156      459.53573      790.67021      657.04068      685.68549      584.61436      640.15491      702.29168      643.12353      461.96338      528.70571      434.03666      706.07429      615.53677      509.53319      375.56829      663.40548      563.33295      556.51544      616.05415      610.96957      606.27382      586.46936      597.00000      500.77383      567.71240      619.31377      609.61558      388.29530      
1990 09 30 506.82868      517.19935      489.16322      625.38311      444.66671      552.55087      638.79310      591.88667      618.04709      570.67320      605.30452      411.34058      570.75519      432.54371      558.68563      712.72697      584.70080      416.61189      435.02418      778.14888      620.05916      677.74419      559.73424      631.17202      679.55637      630.15921      411.78070      497.57108      398.80522      700.55441      606.77279      472.84369      330.65847      659.33409      533.63006      528.64868      594.20103      606.82335      605.34856      582.15028      587.08725      490.47049      571.86924      613.70035      611.33097      370.81672      
1991 09 30 516.08095      527.01626      520.56222      642.90837      480.05451      582.68539      663.80903      627.12904      634.42583      589.70718      608.85656      459.27356      662.09424      541.70079      577.79951      722.34962      608.90845      470.07030      475.11739      831.38386      703.95850      718.39222      605.53843      657.31572      763.28795      668.43868      502.77103      559.95345      448.99921      719.36502      644.64354      526.12367      407.60168      669.61722      565.16812      562.53812      624.82535      620.17776      621.70869      596.28139      592.79173      522.71460      577.56768      627.05447      621.05767      418.45958      
1992 09 30 562.11388      570.08502      557.90338      680.27525      496.69966      608.35658      697.72952      657.42663      686.42052      633.85769      665.30978      477.77982      644.22627      502.91237      617.10998      781.76013      655.44270      477.61987      494.73316      839.37352      687.47468      730.00260      610.58451      684.07848      728.93235      682.95474      483.18683      571.75966      472.86331      755.26801      650.37708      544.44988      395.90371      722.55129      598.52982      578.94756      649.15443      664.60664      655.77520      634.22543      641.02153      550.59816      619.87491      679.09032      670.60750      425.69542      
1993 09 30 510.42163      553.40584      555.96815      654.24252      514.71436      600.74512      670.29055      633.01111      624.89726      584.38168      616.44751      457.31533      657.21378      548.93901      553.23907      717.23062      613.32082      491.84766      481.79521      844.08512      725.84772      747.46144      641.01465      681.29555      791.56966      700.11201      530.01768      548.67125      438.24983      734.17437      687.11713      536.83772      418.66574      665.57506      574.71485      587.09971      647.47792      622.57522      622.38594      595.60189      594.99056      530.98471      561.11959      614.11134      602.12826      445.48970      
1994 09 30 502.82131      490.93138      474.01927      607.38248      428.18977      533.68700      621.38110      586.60386      626.57659      574.88456      606.15598      425.78743      562.93470      424.10547      568.50158      717.22500      592.05591      415.57207      442.47084      708.31256      571.69710      612.26173      506.03862      583.60196      589.27439      577.60149      390.91127      520.18582      431.93058      662.48025      533.03097      472.27834      335.67799      659.71524      522.68212      490.15783      556.27723      605.55419      593.25649      579.21598      573.48864      487.45257      576.64204      622.59854      616.34913      367.25563      
1995 09 30 524.15066      527.12065      520.88402      647.12830      468.95253      579.44311      666.32989      625.27943      652.13539      594.37034      623.20645      447.58046      584.32915      478.90313      581.34487      742.83304      624.96724      459.92428      477.00245      789.23588      653.98347      682.98261      566.21253      642.02493      687.90857      632.69092      456.59655      514.26393      426.54312      708.45411      600.08081      512.75374      377.17131      688.13302      567.16806      542.70526      608.61985      631.47926      627.69427      609.66924      598.64544      520.68004      592.62085      644.45770      637.72842      404.50363      
1996 09 30 514.62067      529.74127      521.75616      660.23426      481.68223      588.52407      674.40437      625.14933      633.48321      581.25653      611.89329      420.93155      600.11502      481.55447      568.90104      729.18679      604.47537      444.92102      450.92648      839.44284      699.14091      728.43302      587.34019      664.49489      772.67164      656.17638      455.62490      513.63499      407.38680      726.32657      639.74837      499.08086      342.67386      676.78810      551.35480      548.34427      615.88934      626.32547      626.07334      599.26181      598.18059      513.72200      582.78864      627.27995      623.37573      398.03556      
1997 09 30 515.20452      560.41657      537.89171      650.01816      492.24603      590.72314      664.74939      612.71438      608.37583      574.80861      604.17165      445.53394      662.76979      534.27841      547.00055      693.17093      590.03263      461.62365      461.93454      883.94992      753.53981      769.66061      646.78634      688.87691      850.20540      708.28090      526.81814      546.44395      434.02558      737.20501      704.03343      523.89923      398.61320      653.92034      566.63058      583.34457      645.98038      610.09116      615.42043      584.63079      598.66201      508.62479      550.99314      598.21907      587.92806      407.40989      
1998 09 30 478.67432      483.26758      449.99234      574.44552      404.99498      505.14307      585.81574      550.40348      575.03503      534.09576      566.23930      381.75426      525.03208      388.60692      522.31766      664.59988      544.73721      384.93394      404.41381      718.04007      565.86750      622.08585      522.96315      582.05257      630.93770      575.21128      375.67348      462.58537      376.40493      649.36495      561.80919      437.41264      300.80775      611.68385      498.87631      498.78411      555.61671      561.80826      554.49496      537.06415      552.59016      456.14215      530.07617      571.54831      569.89971      346.68790      
1999 09 30 494.44670      519.15449      514.29108      620.92717      471.42896      565.80416      637.98772      593.39115      594.89057      558.68320      585.83359      429.91890      609.39762      509.71418      534.07837      682.16174      578.30186      451.67664      451.08478      804.88888      688.11038      704.00907      599.29255      640.80185      746.28666      660.23886      493.01851      512.53285      410.99149      700.77160      643.48682      501.85128      383.91370      633.71222      546.25381      554.47431      609.67283      589.62304      591.10515      562.80771      571.04949      493.04373      536.22228      585.92966      579.80207      398.74647      
2000 09 30 508.56157      539.34941      537.32928      651.82145      491.73960      590.62243      665.90723      611.24246      612.89756      568.20481      600.40613      432.98242      623.59460      514.96684      547.80727      700.90334      592.43038      456.32700      456.82029      836.72096      708.68680      729.63882      603.95230      660.44392      786.40922      669.35754      490.49492      523.81436      417.70547      712.84634      655.22973      507.08943      383.57318      658.16453      551.38602      554.00304      617.47917      614.21783      619.60852      586.98093      588.89330      510.82393      558.56150      604.59729      596.55128      409.04803      
2001 09 30 508.10557      532.43576      527.87741      631.36518      479.81976      574.22491      646.67890      602.80044      608.43451      571.92308      600.31866      443.23619      637.49413      525.46109      547.44372      692.87268      589.76155      460.61582      461.95685      788.61493      689.24487      687.78797      594.99711      631.34687      724.62944      649.53978      507.52091      540.70569      438.34597      693.78353      631.73825      517.44194      395.90550      646.33347      554.22487      549.06073      609.41215      603.26630      605.97752      576.26431      581.93426      505.25343      548.32051      597.96683      589.40055      409.49234      
2002 09 30 497.26430      488.93984      469.88339      610.75032      430.55600      535.14777      622.44129      577.20746      604.96129      554.53367      584.35054      405.52070      530.48089      416.09561      548.56624      693.79056      573.11168      413.50268      431.73114      711.77802      569.22716      625.97427      510.25898      588.18826      610.19590      577.90730      383.87816      483.21954      405.42540      656.11685      542.58249      457.65606      321.35401      646.46465      512.74134      494.97813      552.51840      596.34115      593.85080      572.10528      565.74732      479.97628      559.78475      600.46262      597.63847      365.41144      
2003 09 30 516.82034      509.48690      493.40021      624.74608      441.14267      548.35769      636.91630      596.18518      629.48124      576.68362      607.07896      418.52522      544.80591      431.88549      568.71772      717.69336      596.18983      426.58083      447.58384      741.97736      597.92677      645.53497      534.20318      610.55915      636.35807      596.33189      405.93055      493.65128      412.93184      681.19363      568.96946      479.42842      338.08525      667.40524      536.63674      517.13799      580.20904      613.50948      608.83734      587.60252      587.72401      498.64700      581.16096      624.45936      622.88694      377.84930      
2004 09 30 519.09816      517.95346      506.73080      646.55131      466.31033      574.41178      659.71005      605.43819      625.46441      578.61956      607.64952      432.44339      588.81777      470.36990      566.71471      715.00784      596.91515      436.46008      451.47901      770.20080      635.36877      666.11212      553.21414      621.95464      674.61510      618.09740      436.16591      527.99731      428.26540      694.41608      590.25834      488.54451      354.85350      668.40583      542.61995      530.02741      592.35059      621.05855      616.12184      591.02690      592.79871      504.80378      570.07246      619.61318      612.83930      389.36605      
2005 09 30 500.27272      503.96635      487.59839      613.68759      443.47100      543.96261      625.38509      584.05933      604.22509      559.03595      588.03475      416.79577      565.52702      447.14938      546.76027      686.59814      575.54311      424.63001      436.72666      743.29967      600.66335      651.40708      538.96805      607.22777      650.89594      598.64649      414.29774      510.98072      423.51783      673.13401      575.63974      475.97103      343.40602      639.99504      522.27322      514.94169      573.31612      593.29054      591.57411      566.02995      574.10594      488.58416      553.15404      597.61356      595.07613      380.67960      
2006 09 30 521.48652      508.04583      493.57149      638.85944      449.48284      558.99534      650.90541      609.30747      643.21075      587.74646      621.35037      419.74282      560.28435      431.53335      580.58858      732.13913      607.65118      429.83416      448.19161      747.43795      591.58624      647.00083      526.71123      611.13071      628.31457      593.61712      389.34256      515.95118      423.42488      691.62748      562.22931      475.23352      320.99875      678.65767      534.06310      510.11974      578.22972      625.22514      613.71438      594.42878      596.52598      509.14126      593.64935      640.34793      638.65252      385.91271      
2007 09 30 463.00193      470.73643      458.67346      564.12920      410.75827      505.32831      578.42082      534.13124      557.68620      517.90039      544.35004      397.91404      539.23635      439.22835      504.19592      630.11219      531.33932      399.33280      414.11672      684.04144      565.52260      598.47047      507.00424      553.38279      602.81384      568.71972      406.07611      479.29874      402.08424      617.88659      539.66957      448.65466      343.63476      589.53863      486.64569      477.97966      531.46201      548.06749      546.45085      523.36055      529.03129      451.33666      509.56968      550.83334      544.75170      350.63547      
2008 09 30 427.63054      452.33076      431.24210      532.61877      394.74425      478.98909      544.43143      498.71580      511.54359      482.42059      511.27559      363.25550      518.88867      404.64286      465.10637      581.00589      489.33788      369.84445      379.70024      670.94609      559.26583      583.56224      498.72032      536.65397      610.06598      545.57159      394.60628      446.86533      365.83475      589.69864      538.61137      418.64194      310.51915      544.98155      458.73411      459.87843      512.80814      509.86048      510.06815      485.85537      494.36354      418.59296      468.48829      504.94345      496.57005      330.71930      
2009 09 30 504.16450      505.69565      489.02947      614.54314      442.90355      542.90442      625.24970      577.85931      612.96434      561.58954      597.99597      407.95547      540.04380      424.64405      545.84886      689.48638      581.27962      421.12401      441.56421      697.66322      569.75456      610.30181      515.31694      577.63966      595.58166      570.22809      393.54840      495.19851      412.72018      649.70360      546.67898      465.87211      334.95190      644.56393      517.82265      493.37232      558.15757      603.90411      591.96080      569.03980      574.38770      491.92948      565.88954      609.27393      601.07538      382.69849      
2010 09 30 465.37550      484.64053      463.21737      581.25443      424.12109      517.10831      591.05135      536.21766      556.68083      520.40893      552.59328      377.03611      538.94975      418.78815      505.70393      632.04627      527.87613      387.13223      398.94953      723.43037      589.23740      626.13924      520.44314      574.07803      655.19670      579.78514      394.45525      469.31609      377.77944      636.07488      564.21653      436.70831      306.00208      589.66189      484.64410      484.79894      543.14147      551.41392      552.11103      523.24185      538.63299      449.12643      511.59455      551.03149      544.45578      345.75866      
