      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1996 09 30 172137.90973   48690.03096    10420.68673    812.28483      2549.05690     0.0000000e+00  0.0000000e+00  185759.15131   273473.85408   28496.44326    9466.61640     31068.07296    0.0000000e+00  0.0000000e+00  63652.75139    9372.51582     112284.19608   4626.99560     1948.24299     9019.12939     1136.28390     246491.12023   245852.35716   649567.57878   3108.34634     6569.17731     0.0000000e+00  0.0000000e+00  0.0000000e+00  11117.06094    51507.46541    20324.61091    44.62032       44709.24730    217036.77510   459850.46806   91410.63205    95774.91648    19295.84841    96353.75350    714728.70363   78134.60115    115687.32428   303289.11239   74748.50016    8578.76511     
1997 09 30 195316.48621   44255.49692    12022.63710    839.44996      3010.48267     0.0000000e+00  0.0000000e+00  233244.37005   304643.41269   32394.72829    10117.81179    33387.18689    0.0000000e+00  0.0000000e+00  72139.39941    12885.63037    141340.60299   5757.99653     2209.88385     11073.62216    1321.10329     280277.21252   271267.83342   745530.98167   3708.32573     6865.89303     0.0000000e+00  0.0000000e+00  0.0000000e+00  12311.91813    58891.22723    22056.82603    60.88272       53974.13444    298783.08848   511202.63966   114812.56455   114730.22080   21526.89845    112931.97212   802491.22899   90117.89505    137832.91154   353628.19618   88155.52336    10370.48126    
1998 09 30 143611.95773   45336.05657    12073.21009    734.11575      3009.57469     0.0000000e+00  0.0000000e+00  205816.43915   257536.95418   25432.77841    7744.22158     32075.20555    0.0000000e+00  0.0000000e+00  57815.74206    10386.68969    114950.44874   5191.40180     1969.72546     8628.73639     1054.68253     235915.91843   222189.34330   627990.50407   3151.34440     6055.54036     0.0000000e+00  0.0000000e+00  0.0000000e+00  10013.38414    46928.29356    20196.49840    56.11172       46098.76490    234525.66481   410148.89836   96110.65933    111409.76440   19336.10158    97963.58112    537964.51331   83257.02362    135359.78786   294517.84277   73938.11422    10882.20409    
1999 09 30 178661.14711   60092.73352    19737.41152    1274.38213     4332.85657     0.0000000e+00  0.0000000e+00  268062.95504   332810.21461   31270.86711    8456.48955     34774.24557    0.0000000e+00  0.0000000e+00  89740.17431    14039.89947    154427.02814   6535.06838     2486.44918     15024.61143    1765.68561     250187.67323   207703.24907   656031.72410   4839.69619     5954.48109     0.0000000e+00  0.0000000e+00  0.0000000e+00  9887.22300     49597.12195    26262.46020    61.91431       61839.55629    292111.70946   411033.42515   130117.21707   144861.98698   27289.67444    134376.81244   752592.24047   111220.70748   173029.93302   383036.23549   102212.64847   14454.93885    
2000 09 30 162852.39035   52334.62682    11022.78380    837.74924      2954.84340     0.0000000e+00  0.0000000e+00  207615.38712   283180.38602   28334.24043    8128.87067     36388.36583    0.0000000e+00  0.0000000e+00  71357.33734    10439.10305    117669.61546   4990.92809     2076.27490     9575.78517     1116.20251     242604.15152   221404.33315   649482.46288   3379.77991     6136.58389     0.0000000e+00  0.0000000e+00  0.0000000e+00  10063.04185    47600.14875    21679.63211    57.80578       46151.71953    210418.63553   423525.80043   98529.82520    111209.40707   19945.54815    106928.28408   617380.79482   87395.56110    129073.93352   339785.11384   74036.53478    9895.82569     
2001 09 30 111244.00846   29861.70946    7387.60628     639.17090      2452.09012     0.0000000e+00  0.0000000e+00  126131.07467   158085.50739   18497.79681    5569.67646     29520.58567    0.0000000e+00  0.0000000e+00  40790.50017    7109.06223     68309.97552    3088.04671     1274.02595     3048.43256     491.06168      164821.04774   153671.19455   476060.73659   1027.92432     4687.80289     0.0000000e+00  0.0000000e+00  0.0000000e+00  7049.73844     29768.06635    13021.93974    49.64628       27636.35636    131358.05672   295756.56770   51546.14608    70869.87681    13100.76818    69708.20968    365708.56520   54101.73564    83026.73475    196458.22444   43553.15147    6853.15979     
2002 09 30 142648.41134   47565.08535    12268.65770    797.79737      2661.98833     0.0000000e+00  0.0000000e+00  200219.93974   238128.86184   24612.61255    7718.70145     33787.91658    0.0000000e+00  0.0000000e+00  64004.13458    10243.58054    109220.28121   4808.49056     2087.15221     10107.59178    1265.40021     236468.18413   223184.20461   632982.91885   3493.34150     6076.16362     0.0000000e+00  0.0000000e+00  0.0000000e+00  10133.02171    48182.09650    22192.85007    58.51815       45698.72212    227168.62028   408213.46386   105095.05147   97283.41835    18751.26815    100149.57884   585440.25686   79075.61549    117635.86329   275578.65473   70121.73220    9241.55056     
2003 09 30 116507.27193   38531.72444    9987.94608     823.70913      2706.88546     0.0000000e+00  0.0000000e+00  163489.98862   231612.45778   20734.55717    6068.13449     32120.53839    0.0000000e+00  0.0000000e+00  53416.75513    9356.03810     99167.64659    4428.29087     1952.33901     6684.02158     928.66605      188249.22352   170668.29076   498293.14815   2154.04875     4933.25769     0.0000000e+00  0.0000000e+00  0.0000000e+00  7926.16396     35618.32704    18772.51546    59.30068       42213.94237    203813.05524   316612.25658   84438.90904    93770.88886    17211.65101    96839.99523    455813.00664   69826.45105    104061.47990   271521.09431   62172.38018    9242.54520     
2004 09 30 135529.83316   35837.06727    10040.14702    754.72951      2475.27373     0.0000000e+00  0.0000000e+00  137918.03428   207846.83324   22363.85876    7180.42138     32216.54060    0.0000000e+00  0.0000000e+00  52906.83947    7811.06879     91421.06331    3802.87152     1697.52267     7622.92974     1002.04190     221756.68608   199641.51034   586799.90934   2657.55659     5764.98400     0.0000000e+00  0.0000000e+00  0.0000000e+00  9288.84085     42875.30502    17657.13657    52.93296       36376.32408    181930.30835   361037.33761   74651.72246    83404.84851    14791.69143    81387.47873    477954.49499   67580.91365    87227.97112    250632.51471   53674.31957    8138.15293     
2005 09 30 141350.73714   32192.98363    7461.06616     544.27955      1920.68534     0.0000000e+00  0.0000000e+00  107022.76079   187042.95703   22834.13235    7817.19411     27676.36767    0.0000000e+00  0.0000000e+00  44897.57345    6658.10462     76565.03449    3306.14694     1483.53903     6896.22004     798.84704      217575.18208   214239.17988   585692.67187   2374.45880     5953.94889     0.0000000e+00  0.0000000e+00  0.0000000e+00  9542.78174     46533.80297    16612.81046    42.07982       29005.81786    158341.19540   400629.13573   66793.14285    65927.70279    12042.41378    76258.09119    511191.83615   52342.74224    93325.61647    225058.10091   47845.15441    7922.78393     
2006 09 30 136103.20968   51614.42545    13571.29757    991.23396      3340.92451     0.0000000e+00  0.0000000e+00  211494.43965   283370.00627   24671.81388    6680.71034     28955.95765    0.0000000e+00  0.0000000e+00  69936.10028    11253.45968    119416.52519   4661.84076     2024.02753     10650.90656    1345.27634     185686.77483   166314.85016   511089.35081   3554.83894     4943.65596     0.0000000e+00  0.0000000e+00  0.0000000e+00  7753.32203     35311.53446    22282.67771    49.35695       46868.57593    244798.93413   320414.02703   104992.10722   111710.32720   20132.73167    96363.07994    608592.98613   84415.15816    120672.11805   328716.06098   74077.54413    9865.23505     
2007 09 30 165272.45275   50826.44010    15766.03829    1352.66337     4171.51421     0.0000000e+00  0.0000000e+00  276886.67512   316446.56509   28169.71209    7822.32062     38143.53899    0.0000000e+00  0.0000000e+00  80705.32662    14591.10438    158568.07321   6296.93219     2310.20517     14719.30887    1764.52227     254390.03362   227426.27834   654315.04616   4653.73568     5919.10323     0.0000000e+00  0.0000000e+00  0.0000000e+00  10324.11362    53115.30852    23708.07720    64.79958       61890.01432    312863.26428   423500.22963   125554.29725   132806.85792   26585.24961    134885.42417   660539.32296   114753.42898   162280.15426   360101.73365   95657.37159    13659.85133    
2008 09 30 155545.03981   51542.73483    15588.06442    1151.74310     3935.30748     0.0000000e+00  0.0000000e+00  228385.35673   287748.70344   25589.77039    7265.25105     36929.69910    0.0000000e+00  0.0000000e+00  66096.28259    12477.72275    138982.80215   5477.84441     2307.67210     9753.06162     1296.96053     213617.75393   210445.84212   611766.97409   3392.55009     5526.12398     0.0000000e+00  0.0000000e+00  0.0000000e+00  9859.78888     45203.53968    23767.92057    65.04728       54433.64894    260184.29773   411332.29176   110207.40747   125647.77615   24704.72999    116083.19151   575813.49383   103919.15243   144763.83430   365440.34589   85031.41410    12265.90431    
2009 09 30 122477.27472   36571.92976    10957.74878    794.22615      2781.44384     0.0000000e+00  0.0000000e+00  152957.82512   198489.36748   20102.89688    6694.37802     28729.51757    0.0000000e+00  0.0000000e+00  56521.34437    8634.48490     88757.50712    3823.26795     1725.06273     7320.76055     894.87960      207871.02995   187805.03977   561163.89987   2227.60091     5534.56088     0.0000000e+00  0.0000000e+00  0.0000000e+00  8504.98418     39191.98153    17193.80569    45.42774       39623.11766    175745.61900   352620.83762   81968.77423    94120.48341    17223.33655    87064.37820    485228.34638   67368.93076    101630.41060   254595.51973   63591.07167    8150.56082     
2010 09 30 180722.93339   58378.09104    16452.47558    1030.40170     3574.84544     0.0000000e+00  0.0000000e+00  229700.19238   288301.96615   28833.23114    8346.80082     41226.67513    0.0000000e+00  0.0000000e+00  75608.33139    11683.34878    123629.38586   5169.77627     2190.62404     11374.44315    1323.76818     227861.08563   231609.06953   640108.29611   3517.74534     5861.38083     0.0000000e+00  0.0000000e+00  0.0000000e+00  10522.05391    46020.35070    23026.98631    65.12186       55115.69185    267234.25679   441410.26654   105541.27021   127707.19317   23040.37602    122791.16815   701627.50619   95565.13915    144882.35027   333435.75323   85176.64154    10657.44794    
2010 10 02 69807.12521    0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  1972.44852     34839.40588    0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  9273.71148     153457.00404   103190.43359   0.0000000e+00  5450.05401     0.0000000e+00  0.0000000e+00  0.0000000e+00  4381.05275     0.0000000e+00  0.0000000e+00  46.08103       0.0000000e+00  0.0000000e+00  87962.75250    0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  1657.05446     0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  
