      Years Drainage_1    Drainage_ 2    Drainage_ 3    Drainage_ 4    Drainage_ 6    Drainage_ 7    Drainage_ 9    Drainage_ 11   Drainage_ 13   Drainage_ 15   Drainage_ 16   Drainage_ 17   Drainage_ 19   Drainage_ 21   Drainage_ 23   Drainage_ 25   Drainage_ 26   Drainage_ 27   Drainage_ 29   Drainage_ 31   Drainage_ 33   Drainage_ 36   Drainage_ 38   Drainage_ 39   Drainage_ 41   Drainage_ 42   Drainage_ 44   Drainage_ 45   Drainage_ 46   Drainage_ 48   Drainage_ 49   Drainage_ 51   Drainage_ 52   Drainage_ 54   Drainage_ 56   Drainage_ 57   Drainage_ 59   Drainage_ 61   Drainage_ 63   Drainage_ 64   Drainage_ 66   Drainage_ 67   Drainage_ 69   Drainage_ 71   Drainage_ 73   Drainage_ 75   
1966 09 30 565.84436      569.51981      570.74663      702.17647      525.66444      636.18804      721.50801      672.42315      676.82225      631.00225      664.19088      459.81134      640.43731      537.09696      617.43281      771.33891      657.42399      499.66445      502.45191      866.67724      736.13919      760.13149      635.49840      706.25593      777.18044      711.30903      518.12723      549.68855      438.65227      768.25460      677.43744      540.21838      431.25108      722.12945      607.11376      602.02101      662.60631      669.24755      673.91315      644.93691      639.70747      562.13054      613.49871      669.67081      669.03896      446.50847      
1967 09 30 580.52138      543.14255      547.15759      710.14577      498.70797      625.16900      729.20115      686.03938      716.55951      652.45372      680.66712      434.86298      564.00340      438.03925      654.76666      818.46294      682.16270      469.86206      488.31628      831.74072      665.09414      718.52031      576.15119      684.28090      691.99513      660.86907      419.53555      506.89206      405.56756      767.62967      613.62936      508.95616      349.34118      768.51643      604.87997      567.94223      643.84381      700.01909      697.34598      676.59779      655.92352      565.66917      665.00681      716.24213      720.52978      420.56466      
1968 09 30 595.89832      607.00038      605.90050      747.47103      561.59091      678.16124      768.45138      710.94883      705.59593      665.72868      693.13573      485.37990      716.43642      596.02524      644.38990      804.44843      686.90089      530.57074      526.99828      945.04871      814.65675      827.69678      690.83173      757.52393      871.63537      764.94540      575.50035      593.16595      461.41188      818.21415      740.96674      579.56193      454.84803      759.28232      646.05481      643.77771      710.58255      706.32946      715.54003      678.82352      676.63370      593.60403      639.81669      697.66959      696.92765      474.59336      
1969 09 30 558.44088      553.36716      540.67619      694.25268      495.04237      616.71025      714.18586      659.27563      679.02844      628.85075      667.51796      438.01335      606.30681      480.33258      618.22363      778.07661      652.30715      468.27478      477.28134      853.48984      693.68494      757.38486      603.20478      705.83406      755.04650      691.82847      454.61478      528.23303      414.74288      764.91679      647.44088      510.64717      371.66628      730.70482      589.62473      574.50330      643.76718      670.97518      670.41010      646.35279      637.11623      544.25510      623.65878      675.36132      677.91915      410.75083      
1970 09 30 564.87710      548.84884      550.56329      691.58186      498.16096      617.19631      711.52144      666.90441      691.68984      637.49505      671.69724      439.14976      590.03794      482.70797      629.49847      792.37073      665.42921      477.81148      492.03336      828.74292      685.95168      724.34731      592.32306      683.33416      717.55162      671.61434      462.89961      518.88351      413.48469      749.78183      627.53098      518.37290      389.09216      739.17469      597.92775      569.99385      641.95345      678.26326      676.00900      654.09739      635.06796      553.17614      631.80119      687.47708      686.69498      419.41365      
1971 09 30 553.19549      561.71804      556.79953      685.42381      516.61503      623.34312      705.58976      660.99766      658.87672      620.93261      649.31734      445.82956      631.51484      510.67964      604.96290      756.64199      640.10578      485.96971      486.23873      848.80012      715.43197      746.43093      629.89600      695.98545      761.71905      695.24037      505.58704      532.11436      417.66233      753.91534      669.63512      525.08756      412.87435      707.75799      600.12715      597.26620      655.49152      655.21668      661.69984      633.09222      629.64355      548.27974      602.73613      654.05825      654.33238      432.92280      
1972 09 30 540.94462      562.23805      537.55191      666.69835      493.93839      599.37264      683.07995      638.36409      642.71742      611.52654      644.04798      443.20081      659.33840      521.30003      589.74832      737.13230      620.12458      471.40893      476.13268      882.02031      733.85355      767.12478      645.20541      702.24842      819.04293      712.87901      506.54421      548.40515      429.44607      759.28132      689.48041      520.13166      407.03856      689.93318      584.05015      594.90388      657.26733      638.01537      640.93954      613.97440      620.16651      529.73117      587.54780      636.81723      630.95115      415.20954      
1973 09 30 532.62406      514.79255      504.12732      637.67364      459.68919      568.60310      657.99955      622.63112      650.53197      606.48628      641.54831      423.82159      558.04500      437.04926      596.00795      741.54537      626.67011      451.63191      466.69833      744.04041      598.80745      661.00722      557.24099      635.09377      619.28666      626.12464      425.29426      500.93743      405.10738      704.33181      588.42873      490.38462      373.65876      693.37497      564.70464      544.92233      605.88455      636.28687      631.05944      614.05719      601.64293      519.19170      595.29131      647.03523      647.20687      398.87157      
1974 09 30 536.81441      544.24156      536.19450      674.16614      490.35868      605.28129      692.52736      641.95822      645.14057      602.54884      639.50427      420.87420      591.23343      469.68240      587.59092      748.69594      624.24184      457.79264      461.79184      842.37549      701.79028      737.41126      614.31329      681.93880      754.61702      683.79832      466.59883      503.08899      392.31973      751.99663      664.72636      499.10839      369.19581      700.38821      575.71945      576.46032      641.23297      645.35740      649.28527      619.32801      617.69040      526.29481      592.45032      640.69109      643.63918      405.28683      
1975 09 30 516.71093      505.01641      490.29420      621.86418      448.06519      555.14943      641.81237      600.93318      624.84433      581.23743      612.94327      415.54999      556.35056      438.31239      573.70978      711.06958      600.11979      432.47510      447.81303      738.74352      598.16607      653.03385      539.12307      618.04528      626.98507      620.72082      419.23239      493.26683      397.25579      679.28466      566.07878      475.24240      366.56080      667.74309      546.19307      522.27365      582.07508      611.59033      609.80642      591.20716      580.67989      502.06893      574.49308      622.03473      622.96742      385.71303      
1976 09 30 518.47074      540.12142      545.84952      657.44863      509.64280      605.43838      677.87723      630.02472      616.47395      585.92016      610.98041      439.36635      661.09257      564.73354      558.61791      700.14910      605.98454      487.76709      478.82540      862.81631      756.92048      758.83171      639.82544      687.61832      821.65720      704.45888      552.38456      540.20405      417.60677      733.29372      687.10190      527.89609      437.64243      659.99036      576.88833      585.28292      639.96664      615.74059      624.86633      595.31535      589.95404      523.42291      551.43383      605.87299      598.89564      430.19567      
1977 09 30 537.96142      539.29862      528.45426      652.23190      482.87389      589.28745      673.18180      631.14814      648.98551      615.54003      648.22472      440.44067      618.35621      491.94286      598.20608      734.79265      626.64250      468.61507      476.58229      803.22499      677.70114      707.67017      599.97159      663.30393      703.17955      669.35447      486.03772      538.69493      427.79629      730.05187      634.48681      517.38049      399.13977      686.78061      581.27239      569.77632      630.01220      635.06752      636.74604      612.48847      611.45655      527.37230      585.80048      641.74561      637.97902      413.55496      
1978 09 30 550.29769      560.00755      564.92799      703.74477      526.82724      636.43029      720.10716      662.56572      658.76555      621.16675      656.36341      452.53347      664.24731      552.12626      602.17408      747.74052      641.01015      496.58002      491.89517      885.10926      764.57908      779.93865      648.13172      709.08782      820.09961      729.66131      530.85036      559.73342      437.46175      770.67319      693.78384      534.75334      416.05463      711.83528      594.44958      597.43024      659.91201      662.18670      672.96054      638.61446      627.60844      550.36576      595.27569      649.77381      646.57078      435.39637      
1979 09 30 535.84913      518.54176      512.85607      652.99214      467.81791      578.36184      668.01358      626.77530      657.67366      611.54605      649.05988      430.29679      590.28232      470.40591      600.38161      753.10533      632.00357      457.54288      470.13567      769.31578      625.33404      686.44469      562.39943      645.54563      645.83109      649.58698      433.88149      528.20491      425.57803      718.46746      591.30212      498.19081      375.03774      701.20290      562.63269      534.59956      602.52260      643.04121      640.68936      620.92675      603.29207      522.62801      598.10135      651.02053      650.15844      398.90350      
1980 09 30 508.18724      524.29885      530.63438      627.44135      488.51432      580.38303      647.26560      609.94543      606.68376      579.49300      605.87353      428.77838      626.64518      544.00818      553.69810      687.57357      597.93016      479.19082      475.05815      801.65997      703.55297      711.12895      609.77007      655.17734      747.06434      677.26260      532.04810      510.17752      398.34524      699.64680      644.53206      516.01299      434.47447      647.58319      563.00536      565.80908      614.53734      600.43579      610.46844      584.67468      571.24718      507.40233      541.06421      596.16761      587.65790      412.84968      
1981 09 30 511.58299      549.76946      543.39282      653.45623      505.68938      602.31931      671.94503      619.67279      609.79535      577.47810      614.97428      427.74387      639.74463      539.15680      555.54480      695.79619      597.06378      478.73755      471.00677      878.21145      749.16824      779.33073      652.79991      705.48459      848.49112      717.45671      533.20088      520.23031      401.54655      743.96313      705.81049      514.60259      416.86753      654.47635      567.54479      590.94419      644.15176      610.06911      622.66176      590.89333      588.96959      513.64768      549.47632      600.03494      593.12432      416.37094      
1982 09 30 504.11021      499.16347      497.72474      627.26580      455.66803      561.85757      644.95204      602.30266      614.47655      568.40784      596.61321      403.36541      562.37152      461.39136      554.09329      703.47118      597.98451      443.26131      450.27353      760.09268      627.42016      678.51665      552.02705      631.21850      668.88881      627.61619      434.37717      485.45857      386.21265      687.00756      587.50871      472.70166      368.33586      663.26267      540.24854      526.18021      585.69586      609.59924      610.02749      589.57050      571.73371      499.47337      560.66798      611.08754      608.63260      389.54675      
1983 09 30 534.89547      560.95947      552.80578      668.73086      510.35168      613.27217      690.94147      644.86463      638.89705      612.55483      642.75143      452.47045      673.16573      549.43723      582.05680      731.14797      627.45070      493.03758      489.77829      879.52311      763.99529      773.60629      659.79599      705.26416      820.65009      728.11869      552.92976      548.11335      426.38549      757.52431      698.09878      539.86597      434.91959      684.99617      601.99301      606.03528      662.98243      634.53994      642.83406      614.66839      608.97848      534.81352      571.95918      627.67856      622.07894      432.94145      
1984 09 30 509.84635      530.62164      528.24167      646.27078      487.59345      588.40917      665.32906      612.69519      621.17616      588.17953      624.33307      430.36042      634.99020      536.06590      566.10315      702.02510      604.40310      472.59153      471.84989      856.72837      735.98491      758.32416      630.11319      686.67136      805.59808      704.18627      515.03650      525.96350      408.23881      737.79152      675.66885      514.11627      410.35992      659.61057      564.43619      574.95398      628.03062      611.47063      618.36143      591.05374      583.80406      505.22271      552.91796      609.31733      598.24033      405.70745      
1985 09 30 517.54749      503.76714      476.71326      623.39353      434.87788      550.24123      642.21139      597.23198      631.49827      590.45602      629.66644      401.78380      540.94020      418.30080      577.31324      726.82077      603.82922      422.86365      443.59080      737.55999      591.85071      658.30825      542.45374      621.68552      627.45966      612.87395      399.54684      483.43512      384.68947      693.18977      571.25934      465.96862      337.88593      679.46891      541.57240      524.26995      580.70428      622.60527      618.39879      602.90279      587.18673      491.87405      584.03983      630.12486      625.85484      363.42112      
1986 09 30 503.05674      515.96626      504.68972      628.23776      462.33491      565.80773      645.17190      597.37029      601.05727      563.27598      598.84273      401.91364      574.61132      462.91105      545.49032      691.51016      582.91491      435.79131      440.71220      792.52735      654.55476      698.21763      577.32742      644.52621      724.72334      643.68330      448.22213      491.25549      388.16010      699.45511      623.84808      473.19183      365.29124      650.18518      538.69364      539.31171      597.97897      605.06573      606.09057      579.89875      578.83518      496.06884      553.73816      597.02384      594.02241      388.46591      
1987 09 30 532.16414      520.95881      510.99031      635.22870      455.79173      567.69308      654.23388      612.20957      642.11416      599.10211      639.04919      413.75129      570.64166      446.02610      581.50885      731.95907      616.84702      442.27202      456.82768      767.39615      622.89825      676.62902      563.56572      637.37361      658.44855      639.20237      430.55657      504.51784      402.67817      708.16999      597.46843      486.71077      365.27390      683.48133      557.85150      539.93834      601.51567      629.22907      621.01146      601.36388      601.53282      513.15981      587.92871      639.56978      636.10740      391.97284      
1988 09 30 517.78433      520.25045      496.26236      620.56603      452.32290      554.62020      637.59760      594.05320      620.71832      583.42518      624.04144      415.88503      576.31012      451.54146      567.04689      704.96393      593.85468      438.21463      450.63154      762.03361      614.52539      679.12722      573.89577      634.16917      671.94556      649.32372      431.29944      507.19625      405.53812      704.13809      607.49456      478.65517      378.48185      658.85180      542.46417      540.31005      593.37239      610.05459      605.88424      583.81462      589.63886      497.57677      571.29128      617.60532      612.08310      385.74614      
1989 09 30 521.45933      531.73954      497.07870      616.08067      446.27858      552.38384      636.68806      592.27212      615.26443      588.43239      624.99313      424.35144      593.40436      464.80514      566.60727      697.25590      592.65021      436.35510      451.57697      788.56547      654.40539      700.01008      595.30743      652.87518      702.27275      653.45994      461.95021      511.20953      406.79728      709.39745      624.72458      493.96903      387.50897      653.64480      560.54389      561.48460      615.34595      602.33179      598.39837      579.89727      593.35304      494.65528      558.31678      609.91751      603.98235      382.64132      
1990 09 30 507.89410      510.24952      482.89742      621.22611      441.23022      550.56761      636.62874      588.48781      610.03097      570.62298      612.57618      397.64347      559.94201      424.91924      557.51506      702.49669      582.42207      415.25685      428.60006      777.71103      618.63378      683.55545      566.46199      636.89298      679.54033      640.12371      411.76191      488.75727      382.62259      702.05173      610.14699      460.39151      347.15110      655.47939      533.06938      532.89178      593.92532      604.12648      604.34793      580.62103      583.75632      487.09028      565.74390      608.54657      609.36367      366.14955      
1991 09 30 517.03111      521.05127      512.88019      636.65377      476.00349      578.42247      660.76316      622.06765      626.01249      589.69346      615.27050      434.56125      646.18070      530.07059      576.65278      711.05786      605.32463      467.98653      470.44801      829.53097      702.45902      729.20077      615.84041      668.16719      763.27049      676.86864      502.75873      536.37694      419.35705      723.28391      653.40148      511.04922      415.72161      664.53366      563.56374      568.40119      623.90007      615.33706      617.87334      593.72526      588.98660      518.29645      571.60305      621.20099      617.15863      413.32972      
1992 09 30 563.79492      563.67274      548.28020      672.13601      491.13010      601.64836      690.92054      650.57601      675.61268      634.28982      672.33933      453.83845      628.05570      492.24461      616.71670      765.49477      650.25218      474.59951      487.27511      838.77390      685.44076      738.11796      620.40595      692.66957      728.91307      696.72438      483.15349      553.64357      443.26398      759.22569      657.80166      528.39031      410.60334      714.61408      597.50637      585.83735      648.68362      659.54730      653.09104      628.89198      637.04799      544.19865      611.11576      671.17135      664.69767      420.77207      
1993 09 30 510.82297      549.92530      546.93238      647.52475      509.74158      598.48854      667.85795      626.27489      616.94232      583.28472      621.80988      434.29734      642.31433      537.96722      552.36282      706.40116      608.93919      489.60365      480.37479      843.23900      723.92275      748.20785      643.83214      686.21312      791.54973      702.24636      530.00398      530.53840      413.81742      734.69396      689.82659      519.92435      427.32828      659.09247      574.14623      588.45843      647.04922      617.36152      618.02824      591.96450      591.67460      526.20690      556.33122      609.17055      598.48129      439.00172      
1994 09 30 502.97692      481.14615      467.64232      602.42583      423.94715      530.95802      618.94038      583.38634      618.29955      574.94828      610.93132      405.84243      548.45489      416.54204      567.56322      707.79146      590.71067      414.46687      435.56976      707.17916      570.08962      622.65157      508.77191      591.84332      589.26037      591.36935      390.89936      500.54763      405.17947      663.82919      535.33971      460.01309      349.24860      657.04555      522.18404      491.03827      555.86225      603.01114      592.52084      578.09437      569.60532      484.95929      571.36039      617.17240      614.31750      364.15111      
1995 09 30 524.24945      518.67648      514.89045      643.21812      465.68038      576.02622      664.50143      622.66838      644.56362      594.43096      627.64791      424.32821      570.64669      469.26453      580.64009      733.70252      623.53594      458.76746      471.08842      788.02910      652.49393      694.04520      568.42125      652.74804      687.89278      644.93065      456.57192      500.11569      401.03800      708.56564      602.34402      499.38797      388.32986      686.81515      567.14396      543.04422      608.11716      630.69870      626.94075      609.04009      594.67568      517.63902      587.95645      639.76628      635.52623      400.43810      
1996 09 30 515.34090      523.12613      515.55212      656.17549      478.11531      587.56297      673.35415      622.01704      626.13836      579.74710      618.06555      408.39518      589.83540      473.48906      567.55497      718.57554      601.90887      443.68530      448.62944      838.40941      697.82489      739.60794      596.11691      676.52792      772.65618      670.09079      455.62076      507.41560      393.58284      730.76192      646.46459      483.75399      356.09613      674.35455      550.70951      553.55886      615.46089      624.89159      626.18950      597.69726      594.38587      510.81081      577.56418      622.85245      621.68707      393.76344      
1997 09 30 516.72833      555.96357      529.28014      643.69488      487.88388      588.04486      661.97450      607.49601      599.74958      574.22650      613.84831      425.28432      647.39967      525.01075      545.88923      688.27646      585.14307      459.66298      459.45347      882.55894      751.56537      771.56873      655.15332      694.58781      850.18113      710.84639      526.81625      530.19816      411.16014      738.28544      709.87473      507.60690      412.13647      647.70530      565.16567      588.11409      645.42861      605.52581      612.67022      582.44585      595.53852      504.13527      546.48147      591.81492      585.38378      402.21387      
1998 09 30 480.02299      475.39446      445.18678      570.58375      401.82470      503.85242      584.76739      547.52650      568.87967      534.87403      569.64278      365.99808      514.82505      381.83563      521.44015      658.85399      544.09079      384.06344      398.81873      718.16315      565.72499      629.02351      524.37929      589.44101      630.92281      581.46454      375.66447      450.56142      356.17582      647.77744      563.31446      427.46124      313.94701      609.95760      498.85928      501.97402      555.34540      560.49639      555.74549      536.17539      549.47921      453.28383      523.98986      567.76206      567.11477      341.97400      
1999 09 30 495.38624      513.86364      508.49406      619.14821      467.90476      564.74973      637.51817      591.65129      589.05306      559.20731      587.31755      409.02943      595.99596      500.61370      533.42443      677.41925      577.92529      451.05370      447.36042      804.51047      687.75484      706.91770      602.39876      645.10852      746.27125      663.93687      493.00742      495.13959      386.40382      700.61037      645.05684      489.45843      392.82767      633.04236      545.98556      558.13510      609.22129      588.21249      590.84225      562.29810      567.73784      490.42155      532.18812      582.82386      579.41166      394.22535      
2000 09 30 510.53500      534.40536      528.11585      641.19126      485.43943      584.20391      658.83473      602.56997      603.61328      568.19781      609.28375      414.05618      610.14873      504.49057      546.83999      688.20620      586.18372      452.94829      453.45335      835.69640      706.04625      732.37908      617.02247      668.91555      786.38937      679.47056      490.47780      511.20474      397.27024      719.83751      666.42088      490.01351      396.72233      647.53197      549.86984      562.87473      616.99428      605.68714      611.22864      579.81840      585.70056      503.99068      549.48501      597.42569      589.82585      402.62655      
2001 09 30 509.18297      527.21962      519.88223      624.63414      474.59789      569.98614      642.52516      597.05497      601.02035      572.23565      604.00672      417.00888      618.62877      513.07129      546.89452      680.01009      586.87763      458.97004      457.58734      788.15021      687.82458      691.10402      597.43045      637.09395      724.60703      653.43573      507.50348      516.58071      408.08464      693.16199      636.02620      501.72944      403.47125      640.09108      553.48448      552.11841      608.99236      597.77164      600.62951      572.73361      578.31452      501.16495      542.55671      593.12508      585.55429      403.29232      
2002 09 30 498.05923      480.10156      464.26525      605.80569      426.70735      532.79665      618.76224      574.10967      597.65364      554.53141      591.83834      388.74714      521.32028      408.21912      547.73729      685.66644      571.67853      412.31385      425.91818      711.49836      568.31933      639.05299      518.75032      598.44194      610.18606      592.64305      383.85704      474.22894      385.78565      661.12309      549.19594      445.97068      334.06308      643.85263      512.71042      499.09181      552.26905      594.78113      593.31585      571.22330      562.11319      477.22226      555.00644      595.80560      595.98527      361.26298      
2003 09 30 516.96504      501.23022      484.82948      617.66981      436.17145      543.54341      633.53001      589.61600      618.36813      576.37207      611.52388      400.07449      533.70986      423.79031      567.75211      707.33560      591.00042      423.36910      439.92516      740.82787      595.84645      654.38929      537.79895      618.32037      636.34585      611.17886      405.91856      481.45338      390.50149      683.03596      573.39980      464.71849      350.73499      660.43259      535.76932      518.56242      579.78282      608.66064      606.24022      583.62782      583.69435      492.17281      573.37382      616.28376      616.75470      371.06471      
2004 09 30 519.63461      507.24145      500.27161      642.17707      462.75958      572.72676      658.61750      603.22049      617.44320      578.84869      612.59908      413.55901      576.38820      462.02653      565.71649      707.26155      594.88470      435.00976      445.07421      770.05729      634.58740      677.58964      556.67555      632.08144      674.60175      629.11782      436.14943      511.07107      404.46902      696.42005      592.74748      476.59763      366.23957      665.33818      542.57696      531.57808      592.08405      618.29418      615.15135      589.24191      589.32868      501.95093      564.61184      614.37816      611.16185      384.92616      
2005 09 30 501.15895      498.33408      479.49468      609.71030      439.44545      541.46083      622.90038      579.03871      595.85108      558.77465      598.79821      399.35027      554.70177      437.76596      546.12390      679.47806      571.48788      422.55557      431.34851      742.17188      598.79916      667.64030      551.95985      619.93264      650.88531      612.68895      414.27172      497.53172      400.24880      680.37180      585.74168      461.04476      356.30501      635.66110      521.31835      521.43785      573.06656      590.53577      589.50349      563.51159      570.45407      484.27867      547.41159      592.04055      591.78486      376.18407      
2006 09 30 521.99487      496.02743      486.82771      635.23262      445.60976      557.22232      649.88593      606.93155      635.40459      587.85301      625.02531      403.91822      549.92092      422.78694      579.37507      727.36018      606.47986      428.74195      441.62441      746.39482      589.89256      657.51252      531.62319      619.14044      628.30430      608.57840      389.30920      503.86392      403.44461      693.93860      567.68426      463.67662      334.53589      678.17288      533.98650      512.48328      577.90737      624.82601      614.39846      595.16679      592.76987      506.21537      589.38215      635.96188      637.09554      382.10257      
2007 09 30 463.24949      463.87615      451.86625      557.50147      406.99006      501.30558      575.17437      531.67360      551.41312      517.91500      548.75264      378.72931      526.48721      428.76371      503.58699      621.64273      529.27258      397.88975      409.34707      684.00558      565.17241      607.01342      509.52716      562.72841      602.80136      578.04770      406.09287      462.25809      375.26418      618.13002      542.80976      437.13495      353.37700      585.54882      486.62727      479.47322      531.16484      545.10050      544.42303      521.92331      525.84184      448.54140      504.49352      546.25487      543.22445      347.16938      
2008 09 30 428.81170      447.52404      424.73350      529.55777      390.79737      475.78909      541.89358      493.58058      503.55118      482.71306      515.73626      345.43230      504.44527      396.21256      464.61461      573.45474      486.22841      367.97678      373.84450      670.44724      557.81274      585.07141      503.16393      540.27774      610.04823      548.68402      394.59392      429.51707      341.81432      588.98107      541.21361      406.43667      318.71521      540.19478      457.91135      464.96549      512.43719      505.49375      506.03333      482.39238      491.39902      414.08935      461.96165      499.54788      492.89259      326.27140      
2009 09 30 504.94981      496.57968      479.62228      609.71069      438.21322      537.79537      622.32611      572.57943      602.02058      562.44550      603.27824      388.39588      526.46380      413.59600      544.86979      680.20722      577.21377      418.65649      434.28815      697.08149      567.98342      618.27603      519.07810      585.08875      595.56500      580.59035      393.53189      483.84496      391.79042      651.13628      551.35984      451.39983      347.75045      639.32921      517.13823      495.79750      557.86510      599.39835      587.98254      566.93287      570.72767      486.73135      559.01820      601.74089      597.17154      377.59986      
2010 09 30 465.80209      478.28438      456.81955      575.48553      419.79337      512.58688      587.79026      533.35068      549.33289      520.38308      556.86552      363.66159      528.00998      410.16006      504.75352      623.46761      525.65303      385.87905      393.34179      722.79423      588.28376      627.82048      525.07808      576.59461      655.17983      588.12754      394.44275      457.90846      360.30980      637.40308      568.82798      424.79460      318.23818      585.99860      484.43285      487.04880      542.87212      547.80899      549.40663      520.81905      535.52907      446.23545      505.66121      545.83489      542.58004      341.34850      
